decision,template_mdp,grompp_return_code,mdrun_return_code,mdrun_finished,em_converged,emtol_kJ_mol_nm,final_maximum_force_kJ_mol_nm,final_norm_force_kJ_mol_nm,potential_term,potential_initial_kJ_mol,potential_final_kJ_mol,potential_change_kJ_mol,cap_SOL_LJ_term,cap_SOL_LJ_initial_kJ_mol,cap_SOL_LJ_final_kJ_mol,HBN_RMS_displacement_nm,HBN_max_displacement_nm,PYR_RMS_displacement_nm,PYR_max_displacement_nm,caps_RMS_displacement_nm,caps_max_displacement_nm,waterO_RMS_displacement_nm,waterO_max_displacement_nm,initial_cap_water_distance_nm,final_cap_water_distance_nm,initial_lumen_water_count,final_lumen_water_count,lumen_water_change,box_max_difference_nm,instability_signature_count,instability_signatures,failed_gates,short_NVT_preparation_authorized,MD_execution_authorized,required_next_step
R1_WATER_ONLY_EM_VALIDATED,runs/phase1A/day021_mobile_restraint_protocol/protocol_inputs/mdp/01_em_k10000.mdp,0,0,True,True,500.0,489.43253,16.7473,Potential,-899828.6875,-899828.6875,0.0,LJ-SR:SOL-CAPS,14.324901580811,14.324901580811,0.0,0.0,0.0,0.0,0.0,0.0,8.690462445366158e-06,0.0009999999999994458,0.2201885555609106,0.2201885555609106,428,428,0,0.0,0,,,True,False,PREPARE_R1_FROZEN_SOLUTE_SHORT_NVT_SCREENING
