stage,operational_pass,hbn_structural_screen,pyrene_count,PYR_max_aligned_rms_nm,PYR_max_aligned_atom_residual_nm,PYR_bond_deviation_q95_nm,PYR_bond_deviation_q99_nm,PYR_bond_deviation_max_nm,PYR_angle_deviation_q95_deg,PYR_angle_deviation_q99_deg,PYR_angle_deviation_max_deg,HBN_improper_count,HBN_improper_stage_change_q95_deg,HBN_improper_stage_change_q99_deg,HBN_improper_stage_change_max_deg,HBN_improper_equilibrium_deviation_q99_deg,HBN_improper_equilibrium_deviation_max_deg,HBN_PYR_minimum_heavy_contact_nm,PYR_PYR_minimum_heavy_contact_nm,PYR_waterO_minimum_contact_nm,minimum_intergroup_contact_nm,HBN_PYR_pairs_below_0p15_nm,PYR_PYR_pairs_below_0p15_nm,PYR_waterO_pairs_below_0p15_nm,pilot_readiness,authorized_next_step,long_mobile_production_authorized,review_reasons,blocked_reasons
07_nvt_unrestrained_25ps,True,STABLE_CANDIDATE,4,0.02123392796388922,0.05835399246434346,0.005421619021431581,0.006449148318182855,0.006578122922714327,5.103569661654479,6.023474916398827,7.245084178867131,1620,19.266593248401897,24.275714079670347,40.14463832221719,179.7337547911611,179.99710857674629,0.28303356691389053,1.8560223597791057,0.2992941696725816,0.28303356691389053,0,0,0,REVIEW,TARGETED_OR_TIME_RESOLVED_ANALYSIS,False,HBN improper q99 change exceeds 20 degrees,
