stage,decision,grompp_return_code,mdrun_return_code,atom_count,atom_count_pass,finite_coordinate_box_pass,temperature_points,temperature_first_K,temperature_last_K,temperature_mean_K,temperature_std_K,temperature_min_K,temperature_max_K,temperature_pass,potential_first_kj_mol,potential_last_kj_mol,potential_mean_kj_mol,total_energy_first_kj_mol,total_energy_last_kj_mol,pressure_mean_bar,pressure_min_bar,pressure_max_bar,HBN_incremental_rms_nm,HBN_incremental_max_nm,PYR_incremental_rms_nm,PYR_incremental_max_nm,HBN_cumulative_rms_nm,HBN_cumulative_max_nm,PYR_cumulative_rms_nm,PYR_cumulative_max_nm,incremental_displacement_pass,cumulative_displacement_pass,maximum_box_change_nm,velocity_validation_required,velocity_pass,HBN_nonzero_velocity_fraction,PYR_nonzero_velocity_fraction,SOL_nonzero_velocity_fraction,instability_signatures,revise_reasons,blocked_reasons,checkpoint_path,trajectory_path
07_nvt_unrestrained_25ps,PASS,0,0,68320,True,True,251,301.125763,298.872284,300.1532100159362,1.3003797874915375,297.070831,303.19635,True,-762403.75,-764229.0,-762981.9125996016,-630768.0,-633578.375,13.86248358565737,-306.812836,364.561157,0.41172749815636,0.7997899724302626,0.6363745042153909,1.4553257367338763,0.4556725941893344,0.8220279800590734,0.8715212992233753,1.564354819086769,True,True,0.0,True,True,1.0,1.0,1.0,,,,runs/phase1A/day021_mobile_restraint_protocol/execution/07_nvt_unrestrained_25ps/07_nvt_unrestrained_25ps.cpt,runs/phase1A/day021_mobile_restraint_protocol/execution/07_nvt_unrestrained_25ps/07_nvt_unrestrained_25ps.xtc
