atom,name,r_ref_nm,r_cur_nm,delta_r_nm
651,B0651,1.20074,1.18829,-0.01245
652,N0652,1.19974,1.19326,-0.00648
653,B0653,1.20099,1.14314,-0.05785
654,N0654,1.20001,1.13884,-0.06117
655,B0655,1.20162,1.10855,-0.09307
656,N0656,1.20070,1.10421,-0.09650
657,B0657,1.20097,1.09503,-0.10594
658,N0658,1.20016,1.09164,-0.10853
659,B0659,1.20190,1.13938,-0.06252
660,N0660,1.20049,1.13591,-0.06458
661,B0661,1.20162,1.19721,-0.00441
662,N0662,1.20070,1.18755,-0.01316
663,B0663,1.20099,1.22992,0.02894
664,N0664,1.20099,1.23009,0.02911
665,B0665,1.20174,1.24245,0.04072
666,N0666,1.20074,1.24352,0.04279
667,B0667,1.20089,1.28002,0.07913
668,N0668,1.20089,1.27608,0.07519
669,B0669,1.20143,1.30931,0.10788
670,N0670,1.20051,1.32718,0.12667
671,B0671,1.20128,1.30935,0.10807
672,N0672,1.20047,1.30993,0.10946
673,B0673,1.20230,1.27529,0.07299
674,N0674,1.20089,1.28456,0.08368
675,B0675,1.20126,1.28799,0.08672
676,N0676,1.20040,1.28470,0.08430
677,B0677,1.20123,1.26714,0.06591
678,N0678,1.19997,1.27204,0.07207
679,B0679,1.20087,1.24702,0.04615
680,N0680,1.20087,1.25115,0.05028
681,B0681,1.20082,1.15996,-0.04085
682,N0682,1.20082,1.16211,-0.03871
683,B0683,1.20109,1.09054,-0.11054
684,N0684,1.19983,1.09298,-0.10685
685,B0685,1.20103,1.06413,-0.13690
686,N0686,1.20016,1.05654,-0.14363
687,B0687,1.20198,1.02242,-0.17957
688,N0688,1.20057,1.02524,-0.17533
689,B0689,1.20171,1.02771,-0.17400
690,N0690,1.20090,1.02883,-0.17207
691,B0691,1.20100,1.08543,-0.11557
692,N0692,1.20008,1.05899,-0.14109
693,B0693,1.20162,1.16278,-0.03883
694,N0694,1.20141,1.13426,-0.06715
695,B0695,1.20127,1.25820,0.05693
696,N0696,1.20127,1.24927,0.04800
697,B0697,1.20151,1.30918,0.10767
698,N0698,1.20151,1.30553,0.10402
699,B0699,1.20119,1.33176,0.13057
700,N0700,1.20027,1.32473,0.12445
701,B0701,1.20140,1.31332,0.11192
702,N0702,1.20059,1.32315,0.12256
703,B0703,1.20092,1.30383,0.10291
704,N0704,1.20018,1.27453,0.07435
705,B0705,1.20144,1.25614,0.05471
706,N0706,1.20057,1.26387,0.06330
707,B0707,1.20153,1.23716,0.03562
708,N0708,1.20027,1.24354,0.04327
709,B0709,1.20128,1.21363,0.01235
710,N0710,1.20029,1.20922,0.00893
711,B0711,1.20133,1.16190,-0.03943
712,N0712,1.20034,1.14637,-0.05396
713,B0713,1.20168,1.09811,-0.10357
714,N0714,1.20042,1.10127,-0.09915
715,B0715,1.20167,1.08644,-0.11524
716,N0716,1.20080,1.08147,-0.11933
717,B0717,1.20190,1.10820,-0.09370
718,N0718,1.20049,1.11819,-0.08230
719,B0719,1.20097,1.15177,-0.04920
720,N0720,1.20016,1.15650,-0.04366
721,B0721,1.20168,1.21298,0.01130
722,N0722,1.20042,1.21106,0.01064
723,B0723,1.20233,1.23172,0.02939
724,N0724,1.20133,1.22852,0.02719
725,B0725,1.20228,1.23863,0.03635
726,N0726,1.20128,1.24768,0.04640
727,B0727,1.20153,1.30119,0.09966
728,N0728,1.20027,1.28924,0.08897
729,B0729,1.20144,1.32473,0.12330
730,N0730,1.20057,1.30788,0.10731
731,B0731,1.20159,1.30692,0.10533
732,N0732,1.20018,1.30505,0.10487
733,B0733,1.20140,1.27038,0.06898
734,N0734,1.20059,1.27392,0.07333
735,B0735,1.20119,1.26306,0.06187
736,N0736,1.20027,1.26890,0.06863
737,B0737,1.20151,1.25617,0.05466
738,N0738,1.20151,1.25856,0.05705
739,B0739,1.20127,1.22320,0.02193
740,N0740,1.20127,1.22309,0.02182
741,B0741,1.20162,1.12404,-0.07758
742,N0742,1.20141,1.12532,-0.07609
743,B0743,1.20100,1.07039,-0.13061
744,N0744,1.20008,1.07448,-0.12560
745,B0745,1.20171,1.04449,-0.15722
746,N0746,1.20090,1.03614,-0.16476
747,B0747,1.20198,1.02077,-0.18121
748,N0748,1.20057,1.02933,-0.17124
749,B0749,1.20103,1.04245,-0.15858
750,N0750,1.20016,1.07066,-0.12950
751,B0751,1.20109,1.08594,-0.11515
752,N0752,1.19983,1.10992,-0.08990
753,B0753,1.20082,1.20020,-0.00062
754,N0754,1.20082,1.19516,-0.00566
755,B0755,1.20087,1.28511,0.08424
756,N0756,1.20087,1.28154,0.08067
757,B0757,1.20123,1.32324,0.12201
758,N0758,1.19997,1.33677,0.13680
759,B0759,1.20126,1.32342,0.12215
760,N0760,1.20040,1.32413,0.12373
761,B0761,1.20230,1.29271,0.09041
762,N0762,1.20089,1.28300,0.08211
763,B0763,1.20128,1.25795,0.05667
764,N0764,1.20047,1.26457,0.06410
765,B0765,1.20143,1.25765,0.05622
766,N0766,1.20051,1.26432,0.06380
767,B0767,1.20089,1.22777,0.02688
768,N0768,1.19991,1.22292,0.02301
769,B0769,1.20074,1.19145,-0.00929
770,N0770,1.19974,1.19448,-0.00525
771,B0771,1.20099,1.11406,-0.08692
772,N0772,1.20001,1.10450,-0.09550
773,B0773,1.20162,1.09803,-0.10359
774,N0774,1.20070,1.08963,-0.11108
775,B0775,1.20097,1.09845,-0.10252
776,N0776,1.20016,1.07464,-0.12552
777,B0777,1.20190,1.13786,-0.06404
778,N0778,1.20049,1.13504,-0.06545
779,B0779,1.20167,1.16723,-0.03444
780,N0780,1.20080,1.17358,-0.02722
781,B0781,1.20099,1.19703,-0.00396
782,N0782,1.20001,1.18486,-0.01515
783,B0783,1.20074,1.22557,0.02484
784,N0784,1.19974,1.22365,0.02391
785,B0785,1.20089,1.26586,0.06497
786,N0786,1.19991,1.25445,0.05454
787,B0787,1.20143,1.31355,0.11212
788,N0788,1.20051,1.30852,0.10801
789,B0789,1.20128,1.29870,0.09742
790,N0790,1.20047,1.29503,0.09456
791,B0791,1.20230,1.29910,0.09680
792,N0792,1.20089,1.28869,0.08780
793,B0793,1.20126,1.27941,0.07815
794,N0794,1.20040,1.30116,0.10076
795,B0795,1.20123,1.27650,0.07527
796,N0796,1.19997,1.28554,0.08557
797,B0797,1.20087,1.25416,0.05330
798,N0798,1.19987,1.25089,0.05102
799,B0799,1.20082,1.17847,-0.02235
800,N0800,1.19982,1.17552,-0.02430
801,B0801,1.20109,1.09954,-0.10155
802,N0802,1.19983,1.11195,-0.08788
803,B0803,1.20103,1.05201,-0.14901
804,N0804,1.20016,1.04307,-0.15709
805,B0805,1.20198,1.02591,-0.17608
806,N0806,1.20057,1.03653,-0.16404
807,B0807,1.20171,1.05772,-0.14399
808,N0808,1.20090,1.05715,-0.14375
809,B0809,1.20100,1.10371,-0.09729
810,N0810,1.20008,1.11720,-0.08288
811,B0811,1.20162,1.15939,-0.04222
812,N0812,1.20141,1.16225,-0.03916
813,B0813,1.20127,1.25379,0.05252
814,N0814,1.20127,1.24180,0.04054
815,B0815,1.20151,1.31328,0.11178
816,N0816,1.20151,1.31256,0.11105
817,B0817,1.20119,1.34726,0.14608
818,N0818,1.20027,1.34063,0.14035
819,B0819,1.20140,1.30751,0.10611
820,N0820,1.20059,1.32332,0.12273
821,B0821,1.20159,1.27500,0.07341
822,N0822,1.20018,1.26556,0.06538
823,B0823,1.20144,1.26770,0.06627
824,N0824,1.20057,1.25211,0.05154
825,B0825,1.20153,1.24592,0.04439
826,N0826,1.20027,1.25293,0.05266
827,B0827,1.20128,1.21643,0.01514
828,N0828,1.20029,1.21162,0.01134
829,B0829,1.20133,1.14724,-0.05410
830,N0830,1.20034,1.14611,-0.05423
831,B0831,1.20168,1.09448,-0.10720
832,N0832,1.20042,1.08691,-0.11350
833,B0833,1.20167,1.07478,-0.12690
834,N0834,1.20080,1.09487,-0.10594
835,B0835,1.20190,1.10761,-0.09429
836,N0836,1.20049,1.11405,-0.08644
837,B0837,1.20097,1.15154,-0.04943
838,N0838,1.20016,1.13934,-0.06082
839,B0839,1.20162,1.19387,-0.00775
840,N0840,1.20070,1.17437,-0.02634
841,B0841,1.20133,1.20119,-0.00014
842,N0842,1.20133,1.20605,0.00472
843,B0843,1.20128,1.24117,0.03989
844,N0844,1.20128,1.25729,0.05601
845,B0845,1.20153,1.29085,0.08932
846,N0846,1.20027,1.28431,0.08404
847,B0847,1.20144,1.29920,0.09777
848,N0848,1.20057,1.30622,0.10565
849,B0849,1.20092,1.29242,0.09150
850,N0850,1.20018,1.31427,0.11410
851,B0851,1.20140,1.29246,0.09106
852,N0852,1.20059,1.31305,0.11246
853,B0853,1.20119,1.29897,0.09778
854,N0854,1.20027,1.29767,0.09739
855,B0855,1.20151,1.27329,0.07178
856,N0856,1.20151,1.27692,0.07541
857,B0857,1.20127,1.19736,-0.00391
858,N0858,1.20127,1.21410,0.01284
859,B0859,1.20141,1.14628,-0.05512
860,N0860,1.20043,1.14233,-0.05810
861,B0861,1.20100,1.07190,-0.12910
862,N0862,1.20008,1.04720,-0.15289
863,B0863,1.20171,1.00762,-0.19409
864,N0864,1.20090,0.98960,-0.21131
865,B0865,1.20198,1.04213,-0.15986
866,N0866,1.20057,1.02615,-0.17443
867,B0867,1.20103,1.08816,-0.11287
868,N0868,1.20016,1.08901,-0.11115
869,B0869,1.20109,1.16541,-0.03567
870,N0870,1.19983,1.17839,-0.02143
871,B0871,1.20082,1.20388,0.00306
872,N0872,1.19982,1.21419,0.01436
873,B0873,1.20087,1.28264,0.08177
874,N0874,1.19987,1.28009,0.08022
875,B0875,1.20123,1.33511,0.13388
876,N0876,1.19997,1.32969,0.12972
877,B0877,1.20126,1.33226,0.13100
878,N0878,1.20040,1.33969,0.13929
879,B0879,1.20230,1.30340,0.10110
880,N0880,1.20089,1.30022,0.09933
881,B0881,1.20128,1.23986,0.03858
882,N0882,1.20047,1.25450,0.05403
883,B0883,1.20143,1.25575,0.05432
884,N0884,1.20051,1.25482,0.05431
885,B0885,1.20089,1.22440,0.02351
886,N0886,1.19991,1.20891,0.00900
887,B0887,1.20074,1.17473,-0.02601
888,N0888,1.19974,1.16178,-0.03796
889,B0889,1.20099,1.12177,-0.07922
890,N0890,1.20001,1.11389,-0.08612
891,B0891,1.20162,1.08884,-0.11278
892,N0892,1.20070,1.08360,-0.11711
893,B0893,1.20097,1.09667,-0.10430
894,N0894,1.20016,1.10048,-0.09968
895,B0895,1.20190,1.13961,-0.06230
896,N0896,1.20049,1.14253,-0.05796
897,B0897,1.20167,1.14764,-0.05403
898,N0898,1.20080,1.15029,-0.05052
899,B0899,1.20168,1.19746,-0.00422
900,N0900,1.20042,1.17919,-0.02123
901,B0901,1.20074,1.23276,0.03203
902,N0902,1.20074,1.22985,0.02911
903,B0903,1.20089,1.26343,0.06254
904,N0904,1.19991,1.23795,0.03804
905,B0905,1.20143,1.27695,0.07552
906,N0906,1.20051,1.27196,0.07145
907,B0907,1.20128,1.30977,0.10849
908,N0908,1.20047,1.30455,0.10407
909,B0909,1.20230,1.32081,0.11852
910,N0910,1.20089,1.29848,0.09760
911,B0911,1.20126,1.29921,0.09795
912,N0912,1.20040,1.30554,0.10514
913,B0913,1.20123,1.28323,0.08200
914,N0914,1.19997,1.27879,0.07882
915,B0915,1.20087,1.25934,0.05847
916,N0916,1.20087,1.25652,0.05565
917,B0917,1.20082,1.17861,-0.02221
918,N0918,1.20082,1.16135,-0.03946
919,B0919,1.20109,1.06943,-0.13166
920,N0920,1.19983,1.06702,-0.13280
921,B0921,1.20103,1.01313,-0.18790
922,N0922,1.20016,1.00912,-0.19104
923,B0923,1.20198,0.99284,-0.20915
924,N0924,1.20057,0.99560,-0.20498
925,B0925,1.20171,1.05682,-0.14489
926,N0926,1.20090,1.06013,-0.14077
927,B0927,1.20100,1.14537,-0.05563
928,N0928,1.20008,1.15168,-0.04840
929,B0929,1.20162,1.20092,-0.00070
930,N0930,1.20141,1.21554,0.01414
931,B0931,1.20127,1.24738,0.04612
932,N0932,1.20127,1.26021,0.05894
933,B0933,1.20151,1.30557,0.10406
934,N0934,1.20151,1.31071,0.10920
935,B0935,1.20119,1.34044,0.13925
936,N0936,1.20027,1.33747,0.13719
937,B0937,1.20140,1.32634,0.12494
938,N0938,1.20059,1.32624,0.12565
939,B0939,1.20092,1.27523,0.07431
940,N0940,1.20018,1.28224,0.08207
941,B0941,1.20144,1.24298,0.04154
942,N0942,1.20057,1.24087,0.04030
943,B0943,1.20153,1.24014,0.03861
944,N0944,1.20058,1.23744,0.03686
945,B0945,1.20128,1.18606,-0.01523
946,N0946,1.20128,1.18256,-0.01873
947,B0947,1.20133,1.12496,-0.07637
948,N0948,1.20133,1.11168,-0.08965
949,B0949,1.20168,1.10204,-0.09964
950,N0950,1.20042,1.09792,-0.10250
951,B0951,1.20167,1.07465,-0.12702
952,N0952,1.20080,1.07824,-0.12256
953,B0953,1.20190,1.13264,-0.06927
954,N0954,1.20049,1.12416,-0.07633
955,B0955,1.20097,1.13104,-0.06993
956,N0956,1.20016,1.12826,-0.07190
957,B0957,1.20162,1.16490,-0.03672
958,N0958,1.20070,1.14632,-0.05438
959,B0959,1.20099,1.19225,-0.00874
960,N0960,1.20001,1.17697,-0.02304
961,B0961,1.20128,1.23750,0.03621
962,N0962,1.20128,1.21009,0.00880
963,B0963,1.20153,1.25156,0.05003
964,N0964,1.20027,1.26079,0.06052
965,B0965,1.20144,1.28856,0.08713
966,N0966,1.20057,1.26922,0.06865
967,B0967,1.20159,1.31224,0.11065
968,N0968,1.20018,1.31839,0.11821
969,B0969,1.20140,1.30408,0.10268
970,N0970,1.20059,1.31031,0.10972
971,B0971,1.20119,1.28116,0.07997
972,N0972,1.20027,1.30046,0.10019
973,B0973,1.20151,1.28104,0.07953
974,N0974,1.20151,1.28733,0.08583
975,B0975,1.20227,1.21200,0.00973
976,N0976,1.20127,1.21084,0.00957
977,B0977,1.20141,1.10876,-0.09264
978,N0978,1.20141,1.11375,-0.08766
979,B0979,1.20100,1.02918,-0.17182
980,N0980,1.20008,1.05585,-0.14423
981,B0981,1.20171,1.00639,-0.19532
982,N0982,1.20090,1.03451,-0.16639
983,B0983,1.20198,1.02385,-0.17813
984,N0984,1.20057,1.05477,-0.14580
985,B0985,1.20103,1.11094,-0.09009
986,N0986,1.20016,1.12807,-0.07209
987,B0987,1.20109,1.18444,-0.01664
988,N0988,1.19983,1.17593,-0.02389
989,B0989,1.20082,1.25384,0.05302
990,N0990,1.19982,1.24386,0.04404
991,B0991,1.20087,1.29087,0.09001
992,N0992,1.20087,1.30323,0.10237
993,B0993,1.20123,1.33497,0.13374
994,N0994,1.19997,1.32769,0.12772
995,B0995,1.20126,1.32332,0.12205
996,N0996,1.20040,1.32757,0.12717
997,B0997,1.20230,1.31495,0.11266
998,N0998,1.20089,1.30695,0.10606
999,B0999,1.20128,1.23983,0.03855
1000,N1000,1.20047,1.24310,0.04263
1001,B1001,1.20143,1.23866,0.03724
1002,N1002,1.20051,1.23912,0.03861
1003,B1003,1.20089,1.21502,0.01413
1004,N1004,1.20089,1.20226,0.00138
1005,B1005,1.20074,1.14317,-0.05756
1006,N1006,1.20074,1.13633,-0.06440
1007,B1007,1.20099,1.10202,-0.09897
1008,N1008,1.20001,1.09838,-0.10163
1009,B1009,1.20162,1.07046,-0.13116
1010,N1010,1.20070,1.08031,-0.12040
1011,B1011,1.20097,1.10790,-0.09307
1012,N1012,1.20016,1.09570,-0.10447
1013,B1013,1.20190,1.12540,-0.07650
1014,N1014,1.20049,1.11205,-0.08844
1015,B1015,1.20167,1.13594,-0.06573
1016,N1016,1.20080,1.12689,-0.07392
1017,B1017,1.20168,1.16468,-0.03700
1018,N1018,1.20042,1.18459,-0.01583
1019,B1019,1.20133,1.22202,0.02069
1020,N1020,1.20133,1.21797,0.01664
1021,B1021,1.20089,1.23555,0.03466
1022,N1022,1.19991,1.23655,0.03664
1023,B1023,1.20143,1.26829,0.06686
1024,N1024,1.20051,1.25572,0.05521
1025,B1025,1.20128,1.28757,0.08628
1026,N1026,1.20047,1.27102,0.07054
1027,B1027,1.20230,1.32369,0.12139
1028,N1028,1.20089,1.32177,0.12089
1029,B1029,1.20126,1.30417,0.10291
1030,N1030,1.20040,1.29818,0.09778
1031,B1031,1.20123,1.29923,0.09800
1032,N1032,1.19997,1.29317,0.09320
1033,B1033,1.20186,1.25439,0.05253
1034,N1034,1.20087,1.24307,0.04220
1035,B1035,1.20082,1.17082,-0.03000
1036,N1036,1.20082,1.17197,-0.02884
1037,B1037,1.20109,1.09340,-0.10768
1038,N1038,1.19983,1.09885,-0.10098
1039,B1039,1.20103,1.03668,-0.16435
1040,N1040,1.20016,1.04131,-0.15886
1041,B1041,1.20198,1.05150,-0.15049
1042,N1042,1.20057,1.05850,-0.14207
1043,B1043,1.20171,1.10737,-0.09434
1044,N1044,1.20090,1.11489,-0.08602
1045,B1045,1.20100,1.14906,-0.05193
1046,N1046,1.20008,1.16131,-0.03877
1047,B1047,1.20162,1.20666,0.00505
1048,N1048,1.20141,1.20964,0.00823
1049,B1049,1.20127,1.27285,0.07159
1050,N1050,1.20127,1.28468,0.08342
1051,B1051,1.20151,1.32501,0.12350
1052,N1052,1.20151,1.32998,0.12848
1053,B1053,1.20119,1.31980,0.11862
1054,N1054,1.20027,1.34289,0.14261
1055,B1055,1.20140,1.32209,0.12069
1056,N1056,1.20059,1.32204,0.12145
1057,B1057,1.20159,1.26651,0.06492
1058,N1058,1.20018,1.26365,0.06348
1059,B1059,1.20144,1.23039,0.02895
1060,N1060,1.20057,1.23063,0.03006
1061,B1061,1.20153,1.22332,0.02179
1062,N1062,1.20058,1.22476,0.02418
1063,B1063,1.20128,1.17953,-0.02175
1064,N1064,1.20128,1.18396,-0.01732
1065,B1065,1.20133,1.11334,-0.08799
1066,N1066,1.20133,1.12438,-0.07696
1067,B1067,1.20168,1.09487,-0.10681
1068,N1068,1.20042,1.08771,-0.11270
1069,B1069,1.20167,1.07862,-0.12305
1070,N1070,1.20080,1.05617,-0.14464
1071,B1071,1.20190,1.10002,-0.10188
1072,N1072,1.20049,1.09782,-0.10267
1073,B1073,1.20097,1.12492,-0.07605
1074,N1074,1.20016,1.11324,-0.08692
1075,B1075,1.20162,1.15711,-0.04450
1076,N1076,1.20070,1.17048,-0.03023
1077,B1077,1.20099,1.20605,0.00507
1078,N1078,1.20001,1.20178,0.00177
1079,B1079,1.20074,1.21304,0.01231
1080,N1080,1.19974,1.20719,0.00746
1081,B1081,1.20153,1.25688,0.05535
1082,N1082,1.20027,1.26448,0.06421
1083,B1083,1.20144,1.26058,0.05914
1084,N1084,1.20057,1.28273,0.08216
1085,B1085,1.20159,1.30970,0.10811
1086,N1086,1.20018,1.31097,0.11079
1087,B1087,1.20140,1.32161,0.12021
1088,N1088,1.20059,1.32566,0.12506
1089,B1089,1.20119,1.30201,0.10082
1090,N1090,1.20027,1.31779,0.11751
1091,B1091,1.20151,1.27884,0.07734
1092,N1092,1.20151,1.27327,0.07176
1093,B1093,1.20127,1.21454,0.01328
1094,N1094,1.20127,1.19961,-0.00166
1095,B1095,1.20141,1.12563,-0.07578
1096,N1096,1.20141,1.12414,-0.07727
1097,B1097,1.20100,1.05658,-0.14442
1098,N1098,1.20008,1.05139,-0.14869
1099,B1099,1.20171,1.05137,-0.15034
1100,N1100,1.20090,1.05871,-0.14219
1101,B1101,1.20198,1.09774,-0.10425
1102,N1102,1.20057,1.08948,-0.11109
1103,B1103,1.20103,1.14572,-0.05531
1104,N1104,1.20016,1.15689,-0.04327
1105,B1105,1.20109,1.17861,-0.02247
1106,N1106,1.19983,1.19166,-0.00817
1107,B1107,1.20082,1.25060,0.04978
1108,N1108,1.19982,1.22730,0.02748
1109,B1109,1.20087,1.31401,0.11314
1110,N1110,1.19987,1.31266,0.11278
1111,B1111,1.20123,1.34991,0.14868
1112,N1112,1.19997,1.35220,0.15223
1113,B1113,1.20126,1.33796,0.13669
1114,N1114,1.20040,1.31886,0.11847
1115,B1115,1.20230,1.27605,0.07375
1116,N1116,1.20089,1.28322,0.08234
1117,B1117,1.20128,1.23390,0.03261
1118,N1118,1.20047,1.24640,0.04593
1119,B1119,1.20143,1.21727,0.01584
1120,N1120,1.20051,1.22088,0.02037
1121,B1121,1.20089,1.20551,0.00462
1122,N1122,1.19991,1.18692,-0.01299
1123,B1123,1.20074,1.14965,-0.05109
1124,N1124,1.19974,1.14560,-0.05414
1125,B1125,1.20099,1.11762,-0.08337
1126,N1126,1.20001,1.11137,-0.08864
1127,B1127,1.20162,1.05396,-0.14766
1128,N1128,1.20070,1.05566,-0.14505
1129,B1129,1.20097,1.05925,-0.14172
1130,N1130,1.20016,1.07027,-0.12989
1131,B1131,1.20190,1.11715,-0.08476
1132,N1132,1.20049,1.12300,-0.07749
1133,B1133,1.20167,1.14794,-0.05373
1134,N1134,1.20080,1.13224,-0.06856
1135,B1135,1.20168,1.19064,-0.01104
1136,N1136,1.20042,1.16897,-0.03145
1137,B1137,1.20133,1.21967,0.01834
1138,N1138,1.20133,1.22173,0.02039
1139,B1139,1.20128,1.21479,0.01351
1140,N1140,1.20128,1.22399,0.02271
1141,B1141,1.20143,1.27671,0.07528
1142,N1142,1.20051,1.27357,0.07306
1143,B1143,1.20128,1.29425,0.09296
1144,N1144,1.20047,1.28906,0.08859
1145,B1145,1.20230,1.31591,0.11361
1146,N1146,1.20089,1.31177,0.11088
1147,B1147,1.20126,1.32844,0.12718
1148,N1148,1.20040,1.32247,0.12207
1149,B1149,1.20123,1.30410,0.10287
1150,N1150,1.19997,1.32017,0.12019
1151,B1151,1.20087,1.24205,0.04118
1152,N1152,1.19987,1.23766,0.03779
1153,B1153,1.20082,1.16726,-0.03355
1154,N1154,1.19982,1.15716,-0.04266
1155,B1155,1.20109,1.07642,-0.12467
1156,N1156,1.19983,1.06749,-0.13234
1157,B1157,1.20103,1.03090,-0.17013
1158,N1158,1.20016,1.05753,-0.14263
1159,B1159,1.20198,1.07245,-0.12953
1160,N1160,1.20057,1.10077,-0.09980
1161,B1161,1.20171,1.12900,-0.07271
1162,N1162,1.20090,1.15568,-0.04523
1163,B1163,1.20100,1.18938,-0.01162
1164,N1164,1.20008,1.20836,0.00827
1165,B1165,1.20162,1.19010,-0.01152
1166,N1166,1.20141,1.20135,-0.00006
1167,B1167,1.20127,1.26466,0.06340
1168,N1168,1.20127,1.28445,0.08318
1169,B1169,1.20151,1.35369,0.15219
1170,N1170,1.20151,1.34618,0.14468
1171,B1171,1.20119,1.33069,0.12950
1172,N1172,1.20027,1.30607,0.10579
1173,B1173,1.20140,1.29948,0.09808
1174,N1174,1.20059,1.28837,0.08777
1175,B1175,1.20092,1.26360,0.06268
1176,N1176,1.20018,1.27775,0.07757
1177,B1177,1.20144,1.23140,0.02996
1178,N1178,1.20057,1.21972,0.01915
1179,B1179,1.20153,1.21043,0.00889
1180,N1180,1.20058,1.21172,0.01114
1181,B1181,1.20128,1.16175,-0.03953
1182,N1182,1.20029,1.17178,-0.02851
1183,B1183,1.20133,1.11628,-0.08505
1184,N1184,1.20034,1.12222,-0.07812
1185,B1185,1.20168,1.08524,-0.11644
1186,N1186,1.20042,1.08345,-0.11697
1187,B1187,1.20167,1.03459,-0.16708
1188,N1188,1.20080,1.02653,-0.17428
1189,B1189,1.20190,1.09065,-0.11125
1190,N1190,1.20049,1.07998,-0.12051
1191,B1191,1.20097,1.11155,-0.08942
1192,N1192,1.20016,1.11294,-0.08722
1193,B1193,1.20162,1.15841,-0.04321
1194,N1194,1.20070,1.15007,-0.05064
1195,B1195,1.20099,1.19604,-0.00495
1196,N1196,1.20001,1.18324,-0.01676
1197,B1197,1.20074,1.21134,0.01060
1198,N1198,1.20074,1.22148,0.02074
1199,B1199,1.20089,1.24602,0.04513
1200,N1200,1.19991,1.25986,0.05995
1201,B1201,1.20144,1.27011,0.06868
1202,N1202,1.20057,1.28199,0.08142
1203,B1203,1.20159,1.29945,0.09786
1204,N1204,1.20018,1.31782,0.11765
1205,B1205,1.20140,1.32982,0.12842
1206,N1206,1.20059,1.32332,0.12272
1207,B1207,1.20119,1.32339,0.12220
1208,N1208,1.20027,1.32571,0.12543
1209,B1209,1.20151,1.28740,0.08590
1210,N1210,1.20151,1.29060,0.08910
1211,B1211,1.20127,1.19439,-0.00688
1212,N1212,1.20127,1.19910,-0.00217
1213,B1213,1.20162,1.10819,-0.09343
1214,N1214,1.20141,1.11510,-0.08631
1215,B1215,1.20100,1.06042,-0.14057
1216,N1216,1.20008,1.05712,-0.14296
1217,B1217,1.20171,1.07461,-0.12710
1218,N1218,1.20090,1.07038,-0.13052
1219,B1219,1.20198,1.13850,-0.06348
1220,N1220,1.20057,1.13514,-0.06543
1221,B1221,1.20103,1.19917,-0.00186
1222,N1222,1.20016,1.20946,0.00930
1223,B1223,1.20109,1.20270,0.00161
1224,N1224,1.19983,1.23104,0.03122
1225,B1225,1.20082,1.24208,0.04126
1226,N1226,1.19982,1.26807,0.06825
1227,B1227,1.20087,1.32675,0.12588
1228,N1228,1.19987,1.33717,0.13730
1229,B1229,1.20123,1.32908,0.12785
1230,N1230,1.19997,1.33328,0.13331
1231,B1231,1.20126,1.29070,0.08944
1232,N1232,1.20040,1.28119,0.08080
1233,B1233,1.20230,1.29184,0.08954
1234,N1234,1.20089,1.27257,0.07169
1235,B1235,1.20128,1.25068,0.04940
1236,N1236,1.20047,1.25117,0.05070
1237,B1237,1.20143,1.20804,0.00661
1238,N1238,1.20051,1.21074,0.01022
1239,B1239,1.20089,1.19859,-0.00230
1240,N1240,1.19991,1.19940,-0.00051
1241,B1241,1.20074,1.14496,-0.05578
1242,N1242,1.19974,1.14907,-0.05066
1243,B1243,1.20099,1.10347,-0.09752
1244,N1244,1.20001,1.08936,-0.11065
1245,B1245,1.20162,1.03704,-0.16458
1246,N1246,1.20070,1.03627,-0.16443
1247,B1247,1.20097,1.05446,-0.14651
1248,N1248,1.20016,1.04909,-0.15108
1249,B1249,1.20190,1.10467,-0.09723
1250,N1250,1.20049,1.11259,-0.08790
1251,B1251,1.20167,1.13085,-0.07082
1252,N1252,1.20080,1.13714,-0.06367
1253,B1253,1.20168,1.15433,-0.04735
1254,N1254,1.20042,1.15381,-0.04661
1255,B1255,1.20133,1.20726,0.00593
1256,N1256,1.20133,1.19504,-0.00630
1257,B1257,1.20128,1.24467,0.04339
1258,N1258,1.20128,1.23823,0.03694
1259,B1259,1.20153,1.27758,0.07605
1260,N1260,1.20027,1.26390,0.06363
1261,B1261,1.20128,1.29537,0.09409
1262,N1262,1.20047,1.28924,0.08876
1263,B1263,1.20230,1.32551,0.12321
1264,N1264,1.20089,1.32712,0.12623
1265,B1265,1.20126,1.31450,0.11324
1266,N1266,1.20040,1.30148,0.10108
1267,B1267,1.20123,1.31190,0.11067
1268,N1268,1.19997,1.28282,0.08284
1269,B1269,1.20087,1.24264,0.04177
1270,N1270,1.19987,1.24620,0.04633
1271,B1271,1.20082,1.17308,-0.02773
1272,N1272,1.19982,1.16596,-0.03386
1273,B1273,1.20109,1.08453,-0.11656
1274,N1274,1.19983,1.07313,-0.12670
1275,B1275,1.20103,1.05069,-0.15034
1276,N1276,1.20016,1.04375,-0.15641
1277,B1277,1.20198,1.07559,-0.12640
1278,N1278,1.20057,1.06486,-0.13571
1279,B1279,1.20171,1.17648,-0.02523
1280,N1280,1.20090,1.16840,-0.03251
1281,B1281,1.20100,1.22735,0.02635
1282,N1282,1.20008,1.22142,0.02134
1283,B1283,1.20162,1.24942,0.04781
1284,N1284,1.20141,1.24882,0.04741
1285,B1285,1.20127,1.31428,0.11301
1286,N1286,1.20127,1.31327,0.11200
1287,B1287,1.20151,1.33772,0.13622
