decision,bridge_classes_screened,endpoint_pairs_screened,mappings_screened,feasible_class_count,selected_bridge_atoms_per_attachment,selected_attachments_per_end,selected_minimum_angle_deg,selected_minimum_clearance_nm,selected_maximum_bond_deviation_nm,selected_heavy_nodes,selected_components,selected_bipartite,selected_four_cycles,selected_nonheteropolar_edges,selected_degree_over3,selected_degree_below2,selected_H_required,selected_paths_without_cycle,selected_cycle_minimum,selected_cycle_maximum,audit_integrity_pass,selected_topology_graph_checks_pass,candidate_is_final_chemistry,selected_graph_generation_authorized,coordinate_generation_authorized,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,QM_authorized,failed_audit_gates,required_next_step
R2_FULL_DENSITY_LONGER_BN_BRIDGE_CLASS_IDENTIFIED,3,398,360,3,4,15,70.89983978777892,0.15974739665991966,4.410696145812354e-05,2112,1,True,0,0,0,0,204,0,16,16,True,True,False,True,False,False,False,False,False,False,False,,BUILD_AND_VALIDATE_R2_SELECTED_FULL_DENSITY_LONGER_BN_BRIDGE_GRAPH
