time_fs,PYR2,PYR3,PYR4,PYR5
0.0,0.0,0.0,0.0,1.0
10.0,3.9291448139267663e-07,0.0037947356013228865,0.21868520312045492,0.7775196683637409
20.0,2.1388396118142264e-05,0.04941115465770824,0.6096518820913651,0.34091557485480883
30.0,0.00019290607716015005,0.18234935582804732,0.7349317228063018,0.08252601528849106
40.0,0.000798899721840371,0.37377832787114235,0.4869351788207181,0.13848759358629945
50.0,0.002092152503294902,0.5214182938974974,0.16822510519213615,0.30826444840707184
60.0,0.0040044320583923106,0.5384229352303501,0.12122357315017071,0.3363490595610873
70.0,0.006086062108379992,0.4321456640090562,0.3565600952928416,0.2052081785897226
80.0,0.00780366684926262,0.2906248707095338,0.5805366479494277,0.1210348144917762
90.0,0.008930789082873113,0.19780687353390786,0.547280159643301,0.24598217773991843
100.0,0.009645596312168084,0.16947901399024679,0.319237664198104,0.5016377254994813
110.0,0.010251917793210398,0.16834680312781772,0.1650071677850529,0.6563941112939192
120.0,0.01083200155298239,0.16631969140931951,0.24524563401986482,0.5776026730178336
130.0,0.011193547630602103,0.17793084506986412,0.4496518663606824,0.36122374093885157
140.0,0.011143245820351104,0.23230019429322044,0.5447746588306801,0.2117819010557486
150.0,0.010773313646707295,0.324356206701714,0.43901474348488456,0.22585573616669433
160.0,0.010451075635164018,0.40583492383912373,0.26584807318449266,0.3178659273412199
170.0,0.010526678930724842,0.42701628839954886,0.21540048604498438,0.34705654662474217
180.0,0.011059175953817502,0.38258372085321685,0.32379960463016805,0.2825574985627978
190.0,0.011818006037418045,0.31309791442026746,0.45213462255836134,0.2229494569839532
200.0,0.012522858470681955,0.2641405959254449,0.45653844747647454,0.26679809812739863
210.0,0.013064952236278137,0.2486467578726431,0.3444426043940441,0.39384568549703475
220.0,0.013516555443475704,0.24867932932009296,0.24972887559887258,0.4880752396375589
230.0,0.013976717510183716,0.24681747860569303,0.27366387635498024,0.46554192752914325
240.0,0.014449005323976352,0.24793061993219317,0.37838649592202495,0.3592338788218058
250.0,0.01486838092362091,0.26872523963126294,0.4424260285489815,0.27398035089613504
260.0,0.015210792386625921,0.311446950141981,0.4006533034235853,0.2726889540478081
270.0,0.015541323119302725,0.3544503184732087,0.3083372835420698,0.3216710748654191
280.0,0.015949553303515124,0.3706736742066431,0.2684702352666547,0.3449065372231875
290.0,0.01645625156087335,0.35304795577029724,0.3157698750263868,0.31472591764244306
300.0,0.016998764717416667,0.31952564148697515,0.38721151927251224,0.2762640745230965
310.0,0.017503054068799342,0.29415847378025467,0.4012224861810773,0.28711598596986904
320.0,0.017954022636889704,0.28590643508092256,0.3479668860146006,0.34817265626758737
330.0,0.018389108309808097,0.28644444761346816,0.2920027816141619,0.403163662462562
340.0,0.01883534917496828,0.2854996196013897,0.29415002448482935,0.4015150067388131
350.0,0.01927159824241964,0.284099991510642,0.34591935738662916,0.3507090528603094
360.0,0.019659702874851956,0.29140253340231215,0.38601038528498405,0.3029273784378523
370.0,0.020003470842354956,0.31091696677194547,0.37210074226675083,0.29697882011894894
380.0,0.020362430964480333,0.33331629421639153,0.3243724706358865,0.32194880418324184
390.0,0.020801080976016864,0.34417716052703706,0.29690615004348403,0.33811560845346217
400.0,0.02132780605443473,0.3377086987396765,0.3157459017856977,0.3252175934201912
410.0,0.02188807674901167,0.3215222521092753,0.35411133403215017,0.302478337109563
420.0,0.022416414173564783,0.3081986067053298,0.3673441781013097,0.3020408010197961
430.0,0.02289080426989324,0.30361749860270787,0.3432094024377384,0.33028229468966064
440.0,0.023336576893108082,0.30413714062159053,0.31152409067879383,0.3610021918065077
450.0,0.023784661661743624,0.30383870475522085,0.3072206661531365,0.3651559674298991
460.0,0.024234987768218714,0.3023121846927127,0.3319068658956415,0.3415459616434271
470.0,0.024662810779450994,0.3043266976050482,0.35564730993467436,0.3153631816808265
480.0,0.02505464701618019,0.3128502271493499,0.3526527511628,0.3094423746716697
490.0,0.02543003307191145,0.32419399003256005,0.32862786457050536,0.321748112325023
500.0,0.025825470357896688,0.3309026731430313,0.3111703001905347,0.332101556308537
