time_ps,temperature_K,potential_kJ_mol,total_energy_kJ_mol,CAP_SOL_LJ_kJ_mol
20.0,299.628265380859,-765130.25,-641436.0625,15.390731811523
20.05,299.666076660156,-764884.1875,-641174.375,14.633214950562
20.1,301.783660888672,-765638.4375,-641054.4375,15.436289787292
20.15,297.407348632812,-764254.8125,-641477.4375,24.061309814453
20.2,299.489318847656,-764378.0625,-640741.25,22.343154907227
20.25,298.994140625,-765011.75,-641579.3125,27.401828765869
20.3,297.297790527344,-764787.0,-642054.875,21.848388671875
20.35,299.885955810547,-765057.6875,-641257.125,23.571332931519
20.4,299.850982666016,-765168.75,-641382.625,20.952930450439
20.45,299.671661376953,-765409.25,-641697.125,17.681461334229
20.5,297.355224609375,-765341.3125,-642585.5,21.946643829346
20.55,298.255004882812,-765749.5,-642622.1875,18.801277160645
20.6,299.169494628906,-765786.8125,-642282.0,26.527309417725
20.65,299.428253173828,-765342.1875,-641730.5625,22.078531265259
20.7,300.037811279297,-764747.25,-640884.0,9.661100387573
20.75,300.308227539062,-765091.9375,-641117.0,10.815725326538
20.8,300.094879150391,-765004.5625,-641117.75,18.848297119141
20.85,299.6318359375,-764828.8125,-641133.125,19.439632415771
20.9,299.037567138672,-764559.875,-641109.5,15.956209182739
20.95,300.055114746094,-764365.3125,-640494.875,10.871559143066
21.0,301.838958740234,-764739.625,-640132.8125,12.401195526123
21.05,301.640106201172,-764690.3125,-640165.5625,19.803178787231
21.1,301.358703613281,-764477.5625,-640069.0,30.960838317871
21.15,298.796722412109,-763573.1875,-640222.25,19.493946075439
21.2,301.005432128906,-763774.9375,-639512.1875,18.607128143311
21.25,301.274139404297,-763721.375,-639347.6875,17.050786972046
21.3,301.714752197266,-763671.875,-639116.3125,15.786289215088
21.35,301.114837646484,-764010.6875,-639702.8125,21.531980514526
21.4,303.798492431641,-764994.75,-639579.0,17.308877944946
21.45,302.369659423828,-764299.6875,-639473.75,16.420234680176
21.5,300.602600097656,-763930.5625,-639834.125,10.667452812195
21.55,302.120971679688,-764819.75,-640096.5,9.79298210144
21.6,301.595306396484,-764408.5625,-639902.3125,10.212406158447
21.65,302.575164794922,-765377.4375,-640466.6875,10.288964271545
21.7,302.075103759766,-765019.375,-640315.0625,13.35001373291
21.75,301.014129638672,-763928.125,-639661.8125,21.496547698975
21.8,301.44580078125,-764289.625,-639845.125,14.940481185913
21.85,300.049011230469,-763758.4375,-639890.5625,20.647888183594
21.9,297.267669677734,-762514.8125,-639795.125,17.882225036621
21.95,301.482666015625,-764102.625,-639642.875,18.203075408936
22.0,302.603881835938,-764721.5625,-639798.9375,18.715564727783
22.05,300.121826171875,-764720.875,-640822.9375,23.166748046875
22.1,298.095062255859,-764290.25,-641229.0,17.791725158691
22.15,297.031066894531,-764238.1875,-641616.1875,10.738050460815
22.2,300.33837890625,-764656.375,-640669.0,12.866361618042
22.25,299.767059326172,-765021.125,-641269.625,14.139406204224
22.3,303.648406982422,-765941.0625,-640587.25,20.105405807495
22.35,301.777221679688,-765180.3125,-640599.0,17.49068069458
22.4,299.816070556641,-764769.0,-640997.25,9.889862060547
22.45,300.120788574219,-764122.5625,-640225.0,12.97744846344
22.5,303.625946044922,-765857.25,-640512.6875,18.943910598755
22.55,299.968688964844,-765444.0625,-641609.3125,27.190277099609
22.6,298.585144042969,-765508.25,-642244.6875,23.186967849731
22.65,299.579498291016,-764975.8125,-641301.75,21.982559204102
22.7,299.682159423828,-765251.25,-641534.8125,18.986156463623
22.75,300.002899169922,-765688.625,-641839.75,13.34391784668
22.8,297.480834960938,-764279.5625,-641471.875,12.591943740845
22.85,299.200347900391,-765115.875,-641598.3125,17.926700592041
22.9,297.335083007812,-764387.0625,-641639.5625,13.245433807373
22.95,298.736297607422,-764811.8125,-641485.875,16.648843765259
23.0,300.254577636719,-765833.4375,-641880.6875,17.425786972046
23.05,299.142517089844,-765561.375,-642067.6875,12.055973052979
23.1,300.782623291016,-765563.9375,-641393.1875,12.804523468018
23.15,301.508422851562,-765265.5625,-640795.1875,10.868688583374
23.2,301.159606933594,-764634.125,-640307.75,8.932683944702
23.25,301.926849365234,-764431.0625,-639787.9375,9.294477462769
23.3,299.665771484375,-765211.4375,-641501.75,11.592191696167
23.35,299.071929931641,-764640.9375,-641176.375,9.183815956116
23.4,300.747314453125,-764322.75,-640166.5625,8.029595375061
23.45,302.564666748047,-764797.1875,-639890.75,7.740594387054
23.5,300.128997802734,-764420.8125,-640519.875,7.705574512482
23.55,299.087982177734,-765072.6875,-641601.5,10.352576255798
23.6,297.462188720703,-764691.625,-641891.625,11.03537940979
23.65,299.09521484375,-764690.125,-641216.0,12.971593856812
23.7,297.923065185547,-764362.5,-641372.25,13.343316078186
23.75,298.231414794922,-763886.5625,-640769.0,19.99467086792
23.8,299.031860351562,-764403.125,-640955.125,18.564817428589
23.85,297.560821533203,-763832.875,-640992.1875,15.772927284241
23.9,299.816497802734,-764130.375,-640358.5,14.887411117554
23.95,298.125305175781,-763908.4375,-640834.6875,19.37670135498
24.0,298.400085449219,-764309.25,-641122.0625,13.775065422058
24.05,299.885406494141,-765472.75,-641672.375,14.747224807739
24.1,297.671539306641,-764200.125,-641313.6875,14.703893661499
24.15,299.017456054688,-763965.5,-640523.4375,13.786167144775
24.2,298.808502197266,-764058.125,-640702.375,17.302467346191
24.25,298.823883056641,-764086.875,-640724.75,29.696033477783
24.3,299.861938476562,-765337.875,-641547.1875,36.945129394531
24.35,297.684051513672,-764082.5625,-641191.0,28.943012237549
24.4,301.056335449219,-764575.9375,-640292.1875,28.587923049927
