
reset_timestep 0

fix 1 all nvt temp 250 250 100.0

thermo 100

dump 1 all custom 100 nvt.xyz id type x y z

dump_modify 1 sort id

run 1000000
Generated 6 of 6 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 12.56 | 12.56 | 12.56 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         E_bond        E_angle        E_dihed        E_impro         E_vdwl         Press     
         0   288.49179      39.126368      30.957812      70.08418       8.0900375      6.1871152      0              6.6135854      18.23563       901.91618    
       100   284.63447      39.540306      30.543886      70.084193      6.8721783      11.926808      0              3.5052517      17.236068     -1218.1585    
       200   230.13232      45.353037      24.695306      70.048344      10.790373      12.974366      0              3.9050473      17.683252     -3371.9329    
       300   209.53564      47.414005      22.485094      69.899099      11.755306      12.639653      0              5.183537       17.83551      -1421.5017    
       400   217.98944      46.287348      23.392264      69.679611      9.8461339      12.56649       0              6.0628417      17.811882     -386.55629    
       500   224.56205      45.196043      24.097565      69.293608      12.829389      11.23416       0              3.9988031      17.133691      1519.8837    
       600   308.26061      35.54584       33.079187      68.625028      9.0468464      6.5787327      0              2.8306419      17.089619      205.69345    
       700   262.60562      39.41958       28.179989      67.599569      9.5167088      10.95778       0              2.7192648      16.225826     -1046.2127    
       800   246.25128      39.777075      26.425018      66.202093      10.056511      9.4613048      0              4.2602619      15.998997     -464.93812    
       900   222.52381      40.646148      23.878844      64.524992      9.4094891      8.5434016      0              6.2445351      16.448723     -518.01288    
      1000   206.78822      40.652073      22.19027       62.842344      8.6246537      10.123846      0              5.6039188      16.299655      880.01326    
