
reset_timestep 0

fix 1 all nvt temp 250 250 100.0

thermo 100

dump 1 all custom 100 production.xyz id type x y z

dump_modify 1 sort id

restart 1000 production.restart

run 4000000
Generated 6 of 6 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 12.56 | 12.56 | 12.56 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         E_bond        E_angle        E_dihed        E_impro         E_vdwl         Press     
         0   257.99036      35.937145      27.684729      63.621874      7.3501108      7.8517755      0              4.7444516      15.990807     -924.96845    
       100   232.65456      38.805217      24.965966      63.771183      10.822186      8.7081748      0              2.9154364      16.35942      -1391.4       
       200   265.18722      35.711535      28.457018      64.168553      8.2976196      5.6413477      0              4.4551877      17.31738       3142.1532    
       300   234.14237      39.711553      25.125622      64.837175      8.8930589      10.418996      0              4.3484013      16.051097      625.54207    
       400   255.46016      38.461273      27.413215      65.874489      7.8710564      10.620978      0              2.3619667      17.607273      3047.861     
       500   234.91285      42.081078      25.208301      67.28938       11.379676      9.0759353      0              4.4065428      17.218925      1744.3977    
       600   284.85443      38.565004      30.56749       69.132493      11.271789      9.375355       0              1.7565189      16.161341     -1595.7545    
       700   300.29375      39.120281      32.224271      71.344551      11.933196      8.3533561      0              3.2599212      15.573807     -1454.8468    
       800   321.45196      39.356435      34.49474       73.851175      10.228849      9.5521969      0              3.6259676      15.949422      1068.6813    
       900   300.48169      43.8134        32.244438      76.057837      10.353501      11.487982      0              3.7433012      18.228616      1544.3985    
      1000   342.64229      40.648815      36.768657      77.417472      12.58707       6.7623161      0              3.6575866      17.641842      1001.4042    
      1100   301.00997      45.744125      32.301128      78.045253      10.497379      10.085651      0              8.1762998      16.984795      3521.7471    
      1200   244.68231      51.817525      26.256653      78.074178      15.285379      13.111663      0              7.6692313      15.751252     -4132.9786    
      1300   292.1589       46.0543        31.351327      77.405626      11.528064      11.353534      0              5.7674082      17.405294     -377.6395     
      1400   285.12597      45.07738       30.596629      75.674009      9.8687404      14.1353        0              4.8199464      16.253393      1207.1511    
      1500   252.91833      45.279751      27.140454      72.420205      11.025179      10.057552      0              7.8194396      16.377581     -455.72367    
      1600   234.2087       43.341301      25.132739      68.47404       11.799917      10.668479      0              4.6159739      16.25693      -516.35959    
      1700   240.66727      39.554332      25.825803      65.380135      10.245984      8.1620834      0              5.2064538      15.93981      -293.87506    
      1800   232.04765      38.689832      24.900839      63.590671      10.237828      7.1732237      0              4.9399634      16.338817     -1128.4826    
      1900   241.33898      36.854548      25.897884      62.752431      9.0728184      7.3564019      0              3.9441372      16.48119      -598.87701    
      2000   199.82074      40.965037      21.442596      62.407633      11.43856       7.1968759      0              6.1404669      16.189135     -320.28266    
      2100   204.95926      40.410812      21.994006      62.404818      11.901763      7.6846837      0              3.9486664      16.875699     -839.46376    
      2200   242.0481       36.744488      25.973978      62.718467      7.5578182      6.8112024      0              6.0866758      16.288792      932.44467    
      2300   223.42377      39.387541      23.975417      63.362958      8.8924049      8.2714011      0              4.6882369      17.535498      1530.9152    
      2400   223.01644      40.358519      23.931708      64.290227      10.058685      8.4503726      0              6.3903903      15.459071     -3005.3505    
