label,frame,timestep,time_from_first_frame_fs,pair_index,positive_atom_id,negative_atom_id,cutoff_A,contact_count,contact_fraction,minimum_distance_A
day007_fieldZ_0_to_20k,5,4000,200.0,9,107293,107294,6.0,2,6.669556807950112e-05,4.439817846488749
day007_fieldZ_0_to_20k,5,4000,200.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.938078506868841
day007_fieldZ_0_to_20k,5,4000,200.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.374747705868303
day007_fieldZ_0_to_20k,5,4000,200.0,12,107299,107300,6.0,0,0.0,8.78233724321721
day007_fieldZ_0_to_20k,6,5000,250.0,1,107285,107286,6.0,0,0.0,8.23660133428831
day007_fieldZ_0_to_20k,6,5000,250.0,2,107281,107282,6.0,0,0.0,6.822139876167888
day007_fieldZ_0_to_20k,6,5000,250.0,3,107283,107284,6.0,4,0.00013339113615900224,5.473895296769933
day007_fieldZ_0_to_20k,6,5000,250.0,4,107291,107292,6.0,2,6.669556807950112e-05,5.2916443729714135
day007_fieldZ_0_to_20k,6,5000,250.0,5,107287,107288,6.0,2,6.669556807950112e-05,5.72222593402253
day007_fieldZ_0_to_20k,6,5000,250.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.27290671072417
day007_fieldZ_0_to_20k,6,5000,250.0,7,107295,107296,6.0,0,0.0,8.469119105904705
day007_fieldZ_0_to_20k,6,5000,250.0,8,107297,107298,6.0,2,6.669556807950112e-05,4.098639781061517
day007_fieldZ_0_to_20k,6,5000,250.0,9,107293,107294,6.0,2,6.669556807950112e-05,4.221549708341714
day007_fieldZ_0_to_20k,6,5000,250.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.981210280644657
day007_fieldZ_0_to_20k,6,5000,250.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.5944473552321865
day007_fieldZ_0_to_20k,6,5000,250.0,12,107299,107300,6.0,0,0.0,8.933461627840577
day007_fieldZ_0_to_20k,7,6000,300.0,1,107285,107286,6.0,0,0.0,8.463207685623699
day007_fieldZ_0_to_20k,7,6000,300.0,2,107281,107282,6.0,0,0.0,7.043733433975197
day007_fieldZ_0_to_20k,7,6000,300.0,3,107283,107284,6.0,5,0.0001667389201987528,5.769116176677326
day007_fieldZ_0_to_20k,7,6000,300.0,4,107291,107292,6.0,2,6.669556807950112e-05,5.489991293253568
day007_fieldZ_0_to_20k,7,6000,300.0,5,107287,107288,6.0,2,6.669556807950112e-05,5.875981626928387
day007_fieldZ_0_to_20k,7,6000,300.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.204030459951209
day007_fieldZ_0_to_20k,7,6000,300.0,7,107295,107296,6.0,0,0.0,8.707912720049503
day007_fieldZ_0_to_20k,7,6000,300.0,8,107297,107298,6.0,2,6.669556807950112e-05,3.965514907663316
day007_fieldZ_0_to_20k,7,6000,300.0,9,107293,107294,6.0,4,0.00013339113615900224,4.156985371636515
day007_fieldZ_0_to_20k,7,6000,300.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.10453277979484
day007_fieldZ_0_to_20k,7,6000,300.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.742678738856347
day007_fieldZ_0_to_20k,7,6000,300.0,12,107299,107300,6.0,0,0.0,8.997215235149154
day007_fieldZ_0_to_20k,8,7000,350.0,1,107285,107286,6.0,0,0.0,8.477745488041027
day007_fieldZ_0_to_20k,8,7000,350.0,2,107281,107282,6.0,0,0.0,7.25068731144848
day007_fieldZ_0_to_20k,8,7000,350.0,3,107283,107284,6.0,3,0.00010004335211925168,5.672319696561538
day007_fieldZ_0_to_20k,8,7000,350.0,4,107291,107292,6.0,2,6.669556807950112e-05,5.584486313887788
day007_fieldZ_0_to_20k,8,7000,350.0,5,107287,107288,6.0,2,6.669556807950112e-05,5.912349331695479
day007_fieldZ_0_to_20k,8,7000,350.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.0695467018758205
day007_fieldZ_0_to_20k,8,7000,350.0,7,107295,107296,6.0,0,0.0,8.89245895632924
day007_fieldZ_0_to_20k,8,7000,350.0,8,107297,107298,6.0,2,6.669556807950112e-05,3.849040562321992
day007_fieldZ_0_to_20k,8,7000,350.0,9,107293,107294,6.0,4,0.00013339113615900224,4.330618511252173
day007_fieldZ_0_to_20k,8,7000,350.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.9768181059789605
day007_fieldZ_0_to_20k,8,7000,350.0,11,107303,107304,6.0,2,6.669556807950112e-05,5.000179022795084
day007_fieldZ_0_to_20k,8,7000,350.0,12,107299,107300,6.0,0,0.0,8.824644986830915
day007_fieldZ_0_to_20k,9,8000,400.0,1,107285,107286,6.0,0,0.0,8.38129219989376
day007_fieldZ_0_to_20k,9,8000,400.0,2,107281,107282,6.0,0,0.0,7.410763956003456
day007_fieldZ_0_to_20k,9,8000,400.0,3,107283,107284,6.0,2,6.669556807950112e-05,5.633588136347912
day007_fieldZ_0_to_20k,9,8000,400.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.711485778674408
day007_fieldZ_0_to_20k,9,8000,400.0,5,107287,107288,6.0,2,6.669556807950112e-05,5.7817235475245665
day007_fieldZ_0_to_20k,9,8000,400.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.128925871378917
day007_fieldZ_0_to_20k,9,8000,400.0,7,107295,107296,6.0,0,0.0,9.127254936178787
day007_fieldZ_0_to_20k,9,8000,400.0,8,107297,107298,6.0,3,0.00010004335211925168,3.9124913563610577
day007_fieldZ_0_to_20k,9,8000,400.0,9,107293,107294,6.0,4,0.00013339113615900224,4.4874033259781765
day007_fieldZ_0_to_20k,9,8000,400.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.901285445676468
day007_fieldZ_0_to_20k,9,8000,400.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.898804316361286
day007_fieldZ_0_to_20k,9,8000,400.0,12,107299,107300,6.0,0,0.0,8.85566349880685
day007_fieldZ_0_to_20k,10,9000,450.0,1,107285,107286,6.0,0,0.0,8.148596268683331
day007_fieldZ_0_to_20k,10,9000,450.0,2,107281,107282,6.0,0,0.0,7.578466608912387
day007_fieldZ_0_to_20k,10,9000,450.0,3,107283,107284,6.0,2,6.669556807950112e-05,5.378291559593994
day007_fieldZ_0_to_20k,10,9000,450.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.642424424837252
day007_fieldZ_0_to_20k,10,9000,450.0,5,107287,107288,6.0,2,6.669556807950112e-05,5.434362783252514
day007_fieldZ_0_to_20k,10,9000,450.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.053272138090326
day007_fieldZ_0_to_20k,10,9000,450.0,7,107295,107296,6.0,0,0.0,9.256458158496693
day007_fieldZ_0_to_20k,10,9000,450.0,8,107297,107298,6.0,4,0.00013339113615900224,3.9765502036438596
day007_fieldZ_0_to_20k,10,9000,450.0,9,107293,107294,6.0,4,0.00013339113615900224,4.234632605079218
day007_fieldZ_0_to_20k,10,9000,450.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.837213752771323
day007_fieldZ_0_to_20k,10,9000,450.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.587852009383036
day007_fieldZ_0_to_20k,10,9000,450.0,12,107299,107300,6.0,0,0.0,9.212065760343876
day007_fieldZ_0_to_20k,11,10000,500.0,1,107285,107286,6.0,0,0.0,7.821921253758565
day007_fieldZ_0_to_20k,11,10000,500.0,2,107281,107282,6.0,0,0.0,7.81420159786654
day007_fieldZ_0_to_20k,11,10000,500.0,3,107283,107284,6.0,4,0.00013339113615900224,4.836679138623938
day007_fieldZ_0_to_20k,11,10000,500.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.502036924630733
day007_fieldZ_0_to_20k,11,10000,500.0,5,107287,107288,6.0,3,0.00010004335211925168,5.0536670923201905
day007_fieldZ_0_to_20k,11,10000,500.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.179440668643669
day007_fieldZ_0_to_20k,11,10000,500.0,7,107295,107296,6.0,0,0.0,9.39770096832199
day007_fieldZ_0_to_20k,11,10000,500.0,8,107297,107298,6.0,3,0.00010004335211925168,3.9401947731044986
day007_fieldZ_0_to_20k,11,10000,500.0,9,107293,107294,6.0,3,0.00010004335211925168,3.862970691061478
day007_fieldZ_0_to_20k,11,10000,500.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.88299605774979
day007_fieldZ_0_to_20k,11,10000,500.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.572665806725879
day007_fieldZ_0_to_20k,11,10000,500.0,12,107299,107300,6.0,0,0.0,9.505238243431883
day007_fieldZ_0_to_20k,12,11000,550.0,1,107285,107286,6.0,0,0.0,7.364315513338629
day007_fieldZ_0_to_20k,12,11000,550.0,2,107281,107282,6.0,0,0.0,8.015417490942067
day007_fieldZ_0_to_20k,12,11000,550.0,3,107283,107284,6.0,4,0.00013339113615900224,4.375054240806622
day007_fieldZ_0_to_20k,12,11000,550.0,4,107291,107292,6.0,2,6.669556807950112e-05,5.550280440662435
day007_fieldZ_0_to_20k,12,11000,550.0,5,107287,107288,6.0,3,0.00010004335211925168,4.807731233128574
day007_fieldZ_0_to_20k,12,11000,550.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.439674256460584
day007_fieldZ_0_to_20k,12,11000,550.0,7,107295,107296,6.0,0,0.0,9.547362968904029
day007_fieldZ_0_to_20k,12,11000,550.0,8,107297,107298,6.0,3,0.00010004335211925168,3.930121052142795
day007_fieldZ_0_to_20k,12,11000,550.0,9,107293,107294,6.0,4,0.00013339113615900224,3.7100251144702483
day007_fieldZ_0_to_20k,12,11000,550.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.847973105329694
day007_fieldZ_0_to_20k,12,11000,550.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.467564778489503
day007_fieldZ_0_to_20k,12,11000,550.0,12,107299,107300,6.0,0,0.0,9.601812196747026
day007_fieldZ_0_to_20k,13,12000,600.0,1,107285,107286,6.0,0,0.0,7.146991361405167
day007_fieldZ_0_to_20k,13,12000,600.0,2,107281,107282,6.0,0,0.0,8.101836757328549
day007_fieldZ_0_to_20k,13,12000,600.0,3,107283,107284,6.0,5,0.0001667389201987528,4.0663847752026605
day007_fieldZ_0_to_20k,13,12000,600.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.53393784750064
day007_fieldZ_0_to_20k,13,12000,600.0,5,107287,107288,6.0,3,0.00010004335211925168,5.11122593220061
day007_fieldZ_0_to_20k,13,12000,600.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.6800509831250645
day007_fieldZ_0_to_20k,13,12000,600.0,7,107295,107296,6.0,0,0.0,9.674356993102952
day007_fieldZ_0_to_20k,13,12000,600.0,8,107297,107298,6.0,3,0.00010004335211925168,3.9250684762541415
day007_fieldZ_0_to_20k,13,12000,600.0,9,107293,107294,6.0,4,0.00013339113615900224,3.6677777590797396
day007_fieldZ_0_to_20k,13,12000,600.0,10,107301,107302,6.0,1,3.334778403975056e-05,4.872303472691333
day007_fieldZ_0_to_20k,13,12000,600.0,11,107303,107304,6.0,2,6.669556807950112e-05,4.0695892581438695
day007_fieldZ_0_to_20k,13,12000,600.0,12,107299,107300,6.0,0,0.0,9.627820272231924
day007_fieldZ_0_to_20k,14,13000,650.0,1,107285,107286,6.0,0,0.0,6.834438078584076
day007_fieldZ_0_to_20k,14,13000,650.0,2,107281,107282,6.0,0,0.0,8.096229078429046
day007_fieldZ_0_to_20k,14,13000,650.0,3,107283,107284,6.0,4,0.00013339113615900224,3.911983749966248
day007_fieldZ_0_to_20k,14,13000,650.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.564155867694582
day007_fieldZ_0_to_20k,14,13000,650.0,5,107287,107288,6.0,3,0.00010004335211925168,5.0534112379658955
day007_fieldZ_0_to_20k,14,13000,650.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.673529421057057
day007_fieldZ_0_to_20k,14,13000,650.0,7,107295,107296,6.0,0,0.0,9.67242534269456
day007_fieldZ_0_to_20k,14,13000,650.0,8,107297,107298,6.0,4,0.00013339113615900224,3.935529192944831
day007_fieldZ_0_to_20k,14,13000,650.0,9,107293,107294,6.0,3,0.00010004335211925168,3.8595790456991512
day007_fieldZ_0_to_20k,14,13000,650.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.020658772511831
day007_fieldZ_0_to_20k,14,13000,650.0,11,107303,107304,6.0,2,6.669556807950112e-05,3.8724512469494083
day007_fieldZ_0_to_20k,14,13000,650.0,12,107299,107300,6.0,0,0.0,9.509054262233443
day007_fieldZ_0_to_20k,15,14000,700.0,1,107285,107286,6.0,0,0.0,6.546413647944958
day007_fieldZ_0_to_20k,15,14000,700.0,2,107281,107282,6.0,0,0.0,8.228361435796316
day007_fieldZ_0_to_20k,15,14000,700.0,3,107283,107284,6.0,4,0.00013339113615900224,3.8358287579087804
day007_fieldZ_0_to_20k,15,14000,700.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.4972206341022885
day007_fieldZ_0_to_20k,15,14000,700.0,5,107287,107288,6.0,4,0.00013339113615900224,5.071720123390094
day007_fieldZ_0_to_20k,15,14000,700.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.618113486002219
day007_fieldZ_0_to_20k,15,14000,700.0,7,107295,107296,6.0,0,0.0,9.564751505397306
day007_fieldZ_0_to_20k,15,14000,700.0,8,107297,107298,6.0,4,0.00013339113615900224,3.9913452136442658
day007_fieldZ_0_to_20k,15,14000,700.0,9,107293,107294,6.0,3,0.00010004335211925168,4.0939743990406186
day007_fieldZ_0_to_20k,15,14000,700.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.08497632344537
day007_fieldZ_0_to_20k,15,14000,700.0,11,107303,107304,6.0,2,6.669556807950112e-05,3.9533454756699475
day007_fieldZ_0_to_20k,15,14000,700.0,12,107299,107300,6.0,0,0.0,9.452155510972089
day007_fieldZ_0_to_20k,16,15000,750.0,1,107285,107286,6.0,0,0.0,6.187716322683194
day007_fieldZ_0_to_20k,16,15000,750.0,2,107281,107282,6.0,0,0.0,8.439827223474424
day007_fieldZ_0_to_20k,16,15000,750.0,3,107283,107284,6.0,4,0.00013339113615900224,3.8197144880213236
day007_fieldZ_0_to_20k,16,15000,750.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.308276302153082
day007_fieldZ_0_to_20k,16,15000,750.0,5,107287,107288,6.0,4,0.00013339113615900224,4.951305432913627
day007_fieldZ_0_to_20k,16,15000,750.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.735071955442234
day007_fieldZ_0_to_20k,16,15000,750.0,7,107295,107296,6.0,0,0.0,9.21810045182846
day007_fieldZ_0_to_20k,16,15000,750.0,8,107297,107298,6.0,4,0.00013339113615900224,4.0822622265387345
day007_fieldZ_0_to_20k,16,15000,750.0,9,107293,107294,6.0,3,0.00010004335211925168,3.9483181153498736
day007_fieldZ_0_to_20k,16,15000,750.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.0757966960862415
day007_fieldZ_0_to_20k,16,15000,750.0,11,107303,107304,6.0,1,3.334778403975056e-05,4.076581688130389
day007_fieldZ_0_to_20k,16,15000,750.0,12,107299,107300,6.0,0,0.0,9.143084061327446
day007_fieldZ_0_to_20k,17,16000,800.0,1,107285,107286,6.0,1,3.334778403975056e-05,5.58271746732718
day007_fieldZ_0_to_20k,17,16000,800.0,2,107281,107282,6.0,0,0.0,8.569933640168985
day007_fieldZ_0_to_20k,17,16000,800.0,3,107283,107284,6.0,4,0.00013339113615900224,3.8906320424835843
day007_fieldZ_0_to_20k,17,16000,800.0,4,107291,107292,6.0,1,3.334778403975056e-05,5.168431512557752
day007_fieldZ_0_to_20k,17,16000,800.0,5,107287,107288,6.0,3,0.00010004335211925168,4.626735379292833
day007_fieldZ_0_to_20k,17,16000,800.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.811204866256221
day007_fieldZ_0_to_20k,17,16000,800.0,7,107295,107296,6.0,0,0.0,8.90799620004409
day007_fieldZ_0_to_20k,17,16000,800.0,8,107297,107298,6.0,4,0.00013339113615900224,3.940312095811704
day007_fieldZ_0_to_20k,17,16000,800.0,9,107293,107294,6.0,3,0.00010004335211925168,3.9160203038288715
day007_fieldZ_0_to_20k,17,16000,800.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.013524729170085
day007_fieldZ_0_to_20k,17,16000,800.0,11,107303,107304,6.0,1,3.334778403975056e-05,3.948715689942739
day007_fieldZ_0_to_20k,17,16000,800.0,12,107299,107300,6.0,0,0.0,9.004167675604444
day007_fieldZ_0_to_20k,18,17000,850.0,1,107285,107286,6.0,1,3.334778403975056e-05,4.9544449598315285
day007_fieldZ_0_to_20k,18,17000,850.0,2,107281,107282,6.0,0,0.0,8.609323944422115
day007_fieldZ_0_to_20k,18,17000,850.0,3,107283,107284,6.0,4,0.00013339113615900224,4.132334867844086
day007_fieldZ_0_to_20k,18,17000,850.0,4,107291,107292,6.0,1,3.334778403975056e-05,4.8909435582513145
day007_fieldZ_0_to_20k,18,17000,850.0,5,107287,107288,6.0,3,0.00010004335211925168,4.367216019388097
day007_fieldZ_0_to_20k,18,17000,850.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.9987958285726
day007_fieldZ_0_to_20k,18,17000,850.0,7,107295,107296,6.0,0,0.0,8.806016266734922
day007_fieldZ_0_to_20k,18,17000,850.0,8,107297,107298,6.0,4,0.00013339113615900224,4.125921952738444
day007_fieldZ_0_to_20k,18,17000,850.0,9,107293,107294,6.0,3,0.00010004335211925168,4.0084087541067985
day007_fieldZ_0_to_20k,18,17000,850.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.146934836385635
day007_fieldZ_0_to_20k,18,17000,850.0,11,107303,107304,6.0,1,3.334778403975056e-05,3.7303776685477814
day007_fieldZ_0_to_20k,18,17000,850.0,12,107299,107300,6.0,0,0.0,9.075577941756658
day007_fieldZ_0_to_20k,19,18000,900.0,1,107285,107286,6.0,1,3.334778403975056e-05,4.37287423212697
day007_fieldZ_0_to_20k,19,18000,900.0,2,107281,107282,6.0,0,0.0,8.667610400802518
day007_fieldZ_0_to_20k,19,18000,900.0,3,107283,107284,6.0,5,0.0001667389201987528,4.384562187949897
day007_fieldZ_0_to_20k,19,18000,900.0,4,107291,107292,6.0,1,3.334778403975056e-05,4.70536125499414
day007_fieldZ_0_to_20k,19,18000,900.0,5,107287,107288,6.0,3,0.00010004335211925168,4.317550629697353
day007_fieldZ_0_to_20k,19,18000,900.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.994909643030496
day007_fieldZ_0_to_20k,19,18000,900.0,7,107295,107296,6.0,0,0.0,8.928125037206863
day007_fieldZ_0_to_20k,19,18000,900.0,8,107297,107298,6.0,3,0.00010004335211925168,3.9805436666993126
day007_fieldZ_0_to_20k,19,18000,900.0,9,107293,107294,6.0,3,0.00010004335211925168,3.843901551809047
day007_fieldZ_0_to_20k,19,18000,900.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.368868472033933
day007_fieldZ_0_to_20k,19,18000,900.0,11,107303,107304,6.0,1,3.334778403975056e-05,3.6963263762822702
day007_fieldZ_0_to_20k,19,18000,900.0,12,107299,107300,6.0,0,0.0,9.24189762983772
day007_fieldZ_0_to_20k,20,19000,950.0,1,107285,107286,6.0,1,3.334778403975056e-05,3.8447766671160513
day007_fieldZ_0_to_20k,20,19000,950.0,2,107281,107282,6.0,0,0.0,8.809755179736834
day007_fieldZ_0_to_20k,20,19000,950.0,3,107283,107284,6.0,5,0.0001667389201987528,4.621219619321291
day007_fieldZ_0_to_20k,20,19000,950.0,4,107291,107292,6.0,1,3.334778403975056e-05,4.466775380517807
day007_fieldZ_0_to_20k,20,19000,950.0,5,107287,107288,6.0,2,6.669556807950112e-05,4.4718852467387835
day007_fieldZ_0_to_20k,20,19000,950.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.970617846764269
day007_fieldZ_0_to_20k,20,19000,950.0,7,107295,107296,6.0,0,0.0,9.236630598329675
day007_fieldZ_0_to_20k,20,19000,950.0,8,107297,107298,6.0,4,0.00013339113615900224,3.814090659825618
day007_fieldZ_0_to_20k,20,19000,950.0,9,107293,107294,6.0,3,0.00010004335211925168,3.6220256956570576
day007_fieldZ_0_to_20k,20,19000,950.0,10,107301,107302,6.0,1,3.334778403975056e-05,5.668701517102485
day007_fieldZ_0_to_20k,20,19000,950.0,11,107303,107304,6.0,1,3.334778403975056e-05,3.672865064224384
day007_fieldZ_0_to_20k,20,19000,950.0,12,107299,107300,6.0,0,0.0,9.31487324116115
day007_fieldZ_0_to_20k,21,20000,1000.0,1,107285,107286,6.0,1,3.334778403975056e-05,3.3522748052628395
day007_fieldZ_0_to_20k,21,20000,1000.0,2,107281,107282,6.0,0,0.0,8.89438527119778
day007_fieldZ_0_to_20k,21,20000,1000.0,3,107283,107284,6.0,5,0.0001667389201987528,4.861213940982231
day007_fieldZ_0_to_20k,21,20000,1000.0,4,107291,107292,6.0,1,3.334778403975056e-05,4.222390538545671
day007_fieldZ_0_to_20k,21,20000,1000.0,5,107287,107288,6.0,3,0.00010004335211925168,4.511255387361703
day007_fieldZ_0_to_20k,21,20000,1000.0,6,107289,107290,6.0,1,3.334778403975056e-05,5.83738994209741
day007_fieldZ_0_to_20k,21,20000,1000.0,7,107295,107296,6.0,0,0.0,9.474783744761671
