pyrene_label,gro_residue_number,atom_count,center_x_nm,center_y_nm,center_z_nm,axial_position_nm,radial_position_nm,axial_architecture_class,associated_segment_or_gap_id
PYR_1,2,26,5.346500000000001,3.6972692307692316,2.9999230769230776,-2.0087912087912123,1.6491666679124812,inside_hbn_segment,1
PYR_2,3,26,3.6971538461538467,5.346423076923077,4.3391153846153845,-0.6695989010989054,1.649089753357439,inside_hbn_segment,1
PYR_3,4,26,2.0480384615384613,3.6971538461538467,5.678307692307693,0.6695934065934033,1.6492948815613722,inside_hbn_segment,1
PYR_4,5,26,3.696923076923077,1.9290769230769227,7.017499999999999,2.0087857142857093,1.768256457848592,inside_hbn_segment,1
