edge_id,end,edge_type,source_node,target_node,source_element,target_element,length_nm,target_length_nm,deviation_nm,absolute_deviation_nm
E:958,PARENT,PARENT_BN,P:638,P:639,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:959,PARENT,PARENT_BN,P:639,P:696,N,B,0.14511719401917822,0.144973,0.00014419401917822872,0.00014419401917822872
E:960,PARENT,PARENT_BN,P:639,P:698,N,B,0.14506205568652306,0.144973,8.905568652306517e-05,8.905568652306517e-05
E:961,PARENT,PARENT_BN,P:640,P:641,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:962,PARENT,PARENT_BN,P:641,P:698,N,B,0.14533409785731613,0.144973,0.0003610978573161394,0.0003610978573161394
E:963,PARENT,PARENT_BN,P:641,P:700,N,B,0.14483784035948627,0.144973,-0.0001351596405137212,0.0001351596405137212
E:964,PARENT,PARENT_BN,P:642,P:643,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:965,PARENT,PARENT_BN,P:643,P:700,N,B,0.14551288602732038,0.144973,0.0005398860273203854,0.0005398860273203854
E:966,PARENT,PARENT_BN,P:643,P:702,N,B,0.1448930640161907,0.144973,-7.993598380928724e-05,7.993598380928724e-05
E:967,PARENT,PARENT_BN,P:644,P:645,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:968,PARENT,PARENT_BN,P:645,P:702,N,B,0.14484129245487934,0.144973,-0.00013170754512065175,0.00013170754512065175
E:969,PARENT,PARENT_BN,P:645,P:704,N,B,0.14603424255974998,0.144973,0.0010612425597499864,0.0010612425597499864
E:970,PARENT,PARENT_BN,P:646,P:647,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:971,PARENT,PARENT_BN,P:647,P:704,N,B,0.14533409785731632,0.144973,0.0003610978573163337,0.0003610978573163337
E:972,PARENT,PARENT_BN,P:647,P:706,N,B,0.14506205568652306,0.144973,8.905568652306517e-05,8.905568652306517e-05
E:973,PARENT,PARENT_BN,P:648,P:649,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:974,PARENT,PARENT_BN,P:649,P:706,N,B,0.14489306401619068,0.144973,-7.993598380931499e-05,7.993598380931499e-05
E:975,PARENT,PARENT_BN,P:649,P:708,N,B,0.1452756001536388,0.144973,0.0003026001536388101,0.0003026001536388101
E:976,PARENT,PARENT_BN,P:650,P:651,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:977,PARENT,PARENT_BN,P:651,P:708,N,B,0.14487926007541566,0.144973,-9.373992458433511e-05,9.373992458433511e-05
E:978,PARENT,PARENT_BN,P:651,P:710,N,B,0.1457429243565529,0.144973,0.0007699243565529035,0.0007699243565529035
E:979,PARENT,PARENT_BN,P:652,P:653,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:980,PARENT,PARENT_BN,P:653,P:710,N,B,0.1452756001536388,0.144973,0.0003026001536388101,0.0003026001536388101
E:981,PARENT,PARENT_BN,P:653,P:712,N,B,0.14489306401619031,0.144973,-7.993598380967581e-05,7.993598380967581e-05
E:982,PARENT,PARENT_BN,P:654,P:655,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:983,PARENT,PARENT_BN,P:655,P:712,N,B,0.14506205568652306,0.144973,8.905568652306517e-05,8.905568652306517e-05
E:984,PARENT,PARENT_BN,P:655,P:714,N,B,0.14533409785731632,0.144973,0.0003610978573163337,0.0003610978573163337
E:985,PARENT,PARENT_BN,P:656,P:657,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:986,PARENT,PARENT_BN,P:657,P:714,N,B,0.14531001341958513,0.144973,0.0003370134195851415,0.0003370134195851415
E:987,PARENT,PARENT_BN,P:657,P:716,N,B,0.14551288602732013,0.144973,0.0005398860273201356,0.0005398860273201356
E:988,PARENT,PARENT_BN,P:658,P:659,B,N,0.14500000000000046,0.144973,2.700000000047109e-05,2.700000000047109e-05
E:989,PARENT,PARENT_BN,P:659,P:716,N,B,0.14428097587693242,0.144973,-0.0006920241230675694,0.0006920241230675694
E:990,PARENT,PARENT_BN,P:659,P:718,N,B,0.14551288602732013,0.144973,0.0005398860273201356,0.0005398860273201356
E:991,PARENT,PARENT_BN,P:660,P:661,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:992,PARENT,PARENT_BN,P:661,P:720,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:993,PARENT,PARENT_BN,P:661,P:778,N,B,0.14533409785731677,0.144973,0.0003610978573167778,0.0003610978573167778
E:994,PARENT,PARENT_BN,P:662,P:663,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:995,PARENT,PARENT_BN,P:663,P:720,N,B,0.14489306401619076,0.144973,-7.993598380923173e-05,7.993598380923173e-05
E:996,PARENT,PARENT_BN,P:663,P:722,N,B,0.14527560015363924,0.144973,0.0003026001536392542,0.0003026001536392542
E:997,PARENT,PARENT_BN,P:664,P:665,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:998,PARENT,PARENT_BN,P:665,P:722,N,B,0.14574292435655337,0.144973,0.0007699243565533753,0.0007699243565533753
E:999,PARENT,PARENT_BN,P:665,P:724,N,B,0.1448792600754161,0.144973,-9.373992458389102e-05,9.373992458389102e-05
E:1000,PARENT,PARENT_BN,P:666,P:667,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1001,PARENT,PARENT_BN,P:667,P:724,N,B,0.14527560015363924,0.144973,0.0003026001536392542,0.0003026001536392542
E:1002,PARENT,PARENT_BN,P:667,P:726,N,B,0.14489306401619112,0.144973,-7.99359838088709e-05,7.99359838088709e-05
E:1003,PARENT,PARENT_BN,P:668,P:669,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1004,PARENT,PARENT_BN,P:669,P:726,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1005,PARENT,PARENT_BN,P:669,P:728,N,B,0.14533409785731677,0.144973,0.0003610978573167778,0.0003610978573167778
E:1006,PARENT,PARENT_BN,P:670,P:671,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1007,PARENT,PARENT_BN,P:671,P:728,N,B,0.14603424255975045,0.144973,0.0010612425597504582,0.0010612425597504582
E:1008,PARENT,PARENT_BN,P:671,P:730,N,B,0.14484129245487978,0.144973,-0.00013170754512020766,0.00013170754512020766
E:1009,PARENT,PARENT_BN,P:672,P:673,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1010,PARENT,PARENT_BN,P:673,P:730,N,B,0.14489306401619115,0.144973,-7.993598380884315e-05,7.993598380884315e-05
E:1011,PARENT,PARENT_BN,P:673,P:732,N,B,0.14551288602732082,0.144973,0.0005398860273208295,0.0005398860273208295
E:1012,PARENT,PARENT_BN,P:674,P:675,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1013,PARENT,PARENT_BN,P:675,P:732,N,B,0.1448378403594867,0.144973,-0.0001351596405132771,0.0001351596405132771
E:1014,PARENT,PARENT_BN,P:675,P:734,N,B,0.1453340978573166,0.144973,0.00036109785731661126,0.00036109785731661126
E:1015,PARENT,PARENT_BN,P:676,P:677,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1016,PARENT,PARENT_BN,P:677,P:734,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1017,PARENT,PARENT_BN,P:677,P:736,N,B,0.14511719401917866,0.144973,0.0001441940191786728,0.0001441940191786728
E:1018,PARENT,PARENT_BN,P:678,P:679,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1019,PARENT,PARENT_BN,P:679,P:736,N,B,0.14514131045295164,0.144973,0.00016831045295165326,0.00016831045295165326
E:1020,PARENT,PARENT_BN,P:679,P:738,N,B,0.14578751661236306,0.144973,0.0008145166123630643,0.0008145166123630643
E:1021,PARENT,PARENT_BN,P:680,P:681,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1022,PARENT,PARENT_BN,P:681,P:738,N,B,0.14492411807563313,0.144973,-4.888192436686145e-05,4.888192436686145e-05
E:1023,PARENT,PARENT_BN,P:681,P:740,N,B,0.14514131045295164,0.144973,0.00016831045295165326,0.00016831045295165326
E:1024,PARENT,PARENT_BN,P:682,P:683,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1025,PARENT,PARENT_BN,P:683,P:740,N,B,0.14511719401917905,0.144973,0.00014419401917906138,0.00014419401917906138
E:1026,PARENT,PARENT_BN,P:683,P:742,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1027,PARENT,PARENT_BN,P:684,P:685,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1028,PARENT,PARENT_BN,P:685,P:742,N,B,0.1453340978573166,0.144973,0.00036109785731661126,0.00036109785731661126
E:1029,PARENT,PARENT_BN,P:685,P:744,N,B,0.14556441872930362,0.144973,0.0005914187293036277,0.0005914187293036277
E:1030,PARENT,PARENT_BN,P:686,P:687,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1031,PARENT,PARENT_BN,P:687,P:744,N,B,0.14484129245488003,0.144973,-0.00013170754511995786,0.00013170754511995786
E:1032,PARENT,PARENT_BN,P:687,P:746,N,B,0.14550257729676147,0.144973,0.0005295772967614798,0.0005295772967614798
E:1033,PARENT,PARENT_BN,P:688,P:689,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1034,PARENT,PARENT_BN,P:689,P:746,N,B,0.14484129245488003,0.144973,-0.00013170754511995786,0.00013170754511995786
E:1035,PARENT,PARENT_BN,P:689,P:748,N,B,0.14556441872930362,0.144973,0.0005914187293036277,0.0005914187293036277
E:1036,PARENT,PARENT_BN,P:690,P:691,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1037,PARENT,PARENT_BN,P:691,P:748,N,B,0.1453340978573166,0.144973,0.00036109785731661126,0.00036109785731661126
E:1038,PARENT,PARENT_BN,P:691,P:750,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1039,PARENT,PARENT_BN,P:692,P:693,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1040,PARENT,PARENT_BN,P:693,P:750,N,B,0.14511719401917905,0.144973,0.00014419401917906138,0.00014419401917906138
E:1041,PARENT,PARENT_BN,P:693,P:752,N,B,0.14514131045295164,0.144973,0.00016831045295165326,0.00016831045295165326
E:1042,PARENT,PARENT_BN,P:694,P:695,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1043,PARENT,PARENT_BN,P:695,P:752,N,B,0.14492411807563313,0.144973,-4.888192436686145e-05,4.888192436686145e-05
E:1044,PARENT,PARENT_BN,P:695,P:754,N,B,0.14578751661236306,0.144973,0.0008145166123630643,0.0008145166123630643
E:1045,PARENT,PARENT_BN,P:696,P:697,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1046,PARENT,PARENT_BN,P:697,P:754,N,B,0.14514131045295164,0.144973,0.00016831045295165326,0.00016831045295165326
E:1047,PARENT,PARENT_BN,P:697,P:756,N,B,0.14511719401917866,0.144973,0.0001441940191786728,0.0001441940191786728
E:1048,PARENT,PARENT_BN,P:698,P:699,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1049,PARENT,PARENT_BN,P:699,P:756,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1050,PARENT,PARENT_BN,P:699,P:758,N,B,0.1453340978573166,0.144973,0.00036109785731661126,0.00036109785731661126
E:1051,PARENT,PARENT_BN,P:700,P:701,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1052,PARENT,PARENT_BN,P:701,P:758,N,B,0.1448378403594867,0.144973,-0.0001351596405132771,0.0001351596405132771
E:1053,PARENT,PARENT_BN,P:701,P:760,N,B,0.14551288602732082,0.144973,0.0005398860273208295,0.0005398860273208295
E:1054,PARENT,PARENT_BN,P:702,P:703,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1055,PARENT,PARENT_BN,P:703,P:760,N,B,0.14489306401619115,0.144973,-7.993598380884315e-05,7.993598380884315e-05
E:1056,PARENT,PARENT_BN,P:703,P:762,N,B,0.14484129245487978,0.144973,-0.00013170754512020766,0.00013170754512020766
E:1057,PARENT,PARENT_BN,P:704,P:705,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1058,PARENT,PARENT_BN,P:705,P:762,N,B,0.14603424255975045,0.144973,0.0010612425597504582,0.0010612425597504582
E:1059,PARENT,PARENT_BN,P:705,P:764,N,B,0.14533409785731677,0.144973,0.0003610978573167778,0.0003610978573167778
E:1060,PARENT,PARENT_BN,P:706,P:707,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1061,PARENT,PARENT_BN,P:707,P:764,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1062,PARENT,PARENT_BN,P:707,P:766,N,B,0.14489306401619112,0.144973,-7.99359838088709e-05,7.99359838088709e-05
E:1063,PARENT,PARENT_BN,P:708,P:709,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1064,PARENT,PARENT_BN,P:709,P:766,N,B,0.14527560015363924,0.144973,0.0003026001536392542,0.0003026001536392542
E:1065,PARENT,PARENT_BN,P:709,P:768,N,B,0.1448792600754161,0.144973,-9.373992458389102e-05,9.373992458389102e-05
E:1066,PARENT,PARENT_BN,P:710,P:711,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1067,PARENT,PARENT_BN,P:711,P:768,N,B,0.14574292435655337,0.144973,0.0007699243565533753,0.0007699243565533753
E:1068,PARENT,PARENT_BN,P:711,P:770,N,B,0.14527560015363924,0.144973,0.0003026001536392542,0.0003026001536392542
E:1069,PARENT,PARENT_BN,P:712,P:713,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1070,PARENT,PARENT_BN,P:713,P:770,N,B,0.14489306401619076,0.144973,-7.993598380923173e-05,7.993598380923173e-05
E:1071,PARENT,PARENT_BN,P:713,P:772,N,B,0.14506205568652353,0.144973,8.905568652353701e-05,8.905568652353701e-05
E:1072,PARENT,PARENT_BN,P:714,P:715,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1073,PARENT,PARENT_BN,P:715,P:772,N,B,0.14533409785731677,0.144973,0.0003610978573167778,0.0003610978573167778
E:1074,PARENT,PARENT_BN,P:715,P:774,N,B,0.14531001341958558,0.144973,0.0003370134195855856,0.0003370134195855856
E:1075,PARENT,PARENT_BN,P:716,P:717,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1076,PARENT,PARENT_BN,P:717,P:774,N,B,0.1455128860273206,0.144973,0.0005398860273206074,0.0005398860273206074
E:1077,PARENT,PARENT_BN,P:717,P:776,N,B,0.14428097587693287,0.144973,-0.0006920241230671254,0.0006920241230671254
E:1078,PARENT,PARENT_BN,P:718,P:719,B,N,0.14400000000000013,0.144973,-0.0009729999999998629,0.0009729999999998629
E:1079,PARENT,PARENT_BN,P:719,P:776,N,B,0.1455128860273206,0.144973,0.0005398860273206074,0.0005398860273206074
E:1080,PARENT,PARENT_BN,P:719,P:778,N,B,0.14531001341958558,0.144973,0.0003370134195855856,0.0003370134195855856
E:1081,PARENT,PARENT_BN,P:720,P:721,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1082,PARENT,PARENT_BN,P:721,P:780,N,B,0.14439182802361047,0.144973,-0.0005811719763895162,0.0005811719763895162
E:1083,PARENT,PARENT_BN,P:721,P:838,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1084,PARENT,PARENT_BN,P:722,P:723,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1085,PARENT,PARENT_BN,P:723,P:780,N,B,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175
E:1086,PARENT,PARENT_BN,P:723,P:782,N,B,0.1452446212429224,0.144973,0.0002716212429224041,0.0002716212429224041
E:1087,PARENT,PARENT_BN,P:724,P:725,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1088,PARENT,PARENT_BN,P:725,P:782,N,B,0.1443779761598008,0.144973,-0.0005950238401991881,0.0005950238401991881
E:1089,PARENT,PARENT_BN,P:725,P:784,N,B,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175
E:1090,PARENT,PARENT_BN,P:726,P:727,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1091,PARENT,PARENT_BN,P:727,P:784,N,B,0.14439182802361084,0.144973,-0.0005811719763891554,0.0005811719763891554
E:1092,PARENT,PARENT_BN,P:727,P:786,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1093,PARENT,PARENT_BN,P:728,P:729,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1094,PARENT,PARENT_BN,P:729,P:786,N,B,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566
E:1095,PARENT,PARENT_BN,P:729,P:788,N,B,0.1455369368923229,0.144973,0.0005639368923228971,0.0005639368923228971
E:1096,PARENT,PARENT_BN,P:730,P:731,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1097,PARENT,PARENT_BN,P:731,P:788,N,B,0.14433987668000817,0.144973,-0.000633123319991824,0.000633123319991824
E:1098,PARENT,PARENT_BN,P:731,P:790,N,B,0.14439182802361086,0.144973,-0.0005811719763891277,0.0005811719763891277
E:1099,PARENT,PARENT_BN,P:732,P:733,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1100,PARENT,PARENT_BN,P:733,P:790,N,B,0.14501379244747725,0.144973,4.0792447477261407e-05,4.0792447477261407e-05
E:1101,PARENT,PARENT_BN,P:733,P:792,N,B,0.1443364125922496,0.144973,-0.000636587407750383,0.000636587407750383
E:1102,PARENT,PARENT_BN,P:734,P:735,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1103,PARENT,PARENT_BN,P:735,P:792,N,B,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312
E:1104,PARENT,PARENT_BN,P:735,P:794,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1105,PARENT,PARENT_BN,P:736,P:737,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1106,PARENT,PARENT_BN,P:737,P:794,N,B,0.14461673485458001,0.144973,-0.0003562651454199761,0.0003562651454199761
E:1107,PARENT,PARENT_BN,P:737,P:796,N,B,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365
E:1108,PARENT,PARENT_BN,P:738,P:739,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1109,PARENT,PARENT_BN,P:739,P:796,N,B,0.14528936643815327,0.144973,0.00031636643815327603,0.00031636643815327603
E:1110,PARENT,PARENT_BN,P:739,P:798,N,B,0.14442298985964805,0.144973,-0.000550010140351942,0.000550010140351942
E:1111,PARENT,PARENT_BN,P:740,P:741,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1112,PARENT,PARENT_BN,P:741,P:798,N,B,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365
E:1113,PARENT,PARENT_BN,P:741,P:800,N,B,0.14461673485458038,0.144973,-0.0003562651454196153,0.0003562651454196153
E:1114,PARENT,PARENT_BN,P:742,P:743,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1115,PARENT,PARENT_BN,P:743,P:800,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1116,PARENT,PARENT_BN,P:743,P:802,N,B,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312
E:1117,PARENT,PARENT_BN,P:744,P:745,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1118,PARENT,PARENT_BN,P:745,P:802,N,B,0.14506550244630867,0.144973,9.250244630867877e-05,9.250244630867877e-05
E:1119,PARENT,PARENT_BN,P:745,P:804,N,B,0.1443398766800084,0.144973,-0.000633123319991602,0.000633123319991602
E:1120,PARENT,PARENT_BN,P:746,P:747,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1121,PARENT,PARENT_BN,P:747,P:804,N,B,0.14500344823486094,0.144973,3.0448234860952494e-05,3.0448234860952494e-05
E:1122,PARENT,PARENT_BN,P:747,P:806,N,B,0.1443398766800084,0.144973,-0.000633123319991602,0.000633123319991602
E:1123,PARENT,PARENT_BN,P:748,P:749,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1124,PARENT,PARENT_BN,P:749,P:806,N,B,0.14506550244630867,0.144973,9.250244630867877e-05,9.250244630867877e-05
E:1125,PARENT,PARENT_BN,P:749,P:808,N,B,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312
E:1126,PARENT,PARENT_BN,P:750,P:751,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1127,PARENT,PARENT_BN,P:751,P:808,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1128,PARENT,PARENT_BN,P:751,P:810,N,B,0.14461673485458038,0.144973,-0.0003562651454196153,0.0003562651454196153
E:1129,PARENT,PARENT_BN,P:752,P:753,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1130,PARENT,PARENT_BN,P:753,P:810,N,B,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365
E:1131,PARENT,PARENT_BN,P:753,P:812,N,B,0.14442298985964805,0.144973,-0.000550010140351942,0.000550010140351942
E:1132,PARENT,PARENT_BN,P:754,P:755,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1133,PARENT,PARENT_BN,P:755,P:812,N,B,0.14528936643815327,0.144973,0.00031636643815327603,0.00031636643815327603
E:1134,PARENT,PARENT_BN,P:755,P:814,N,B,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365
E:1135,PARENT,PARENT_BN,P:756,P:757,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1136,PARENT,PARENT_BN,P:757,P:814,N,B,0.14461673485458001,0.144973,-0.0003562651454199761,0.0003562651454199761
E:1137,PARENT,PARENT_BN,P:757,P:816,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1138,PARENT,PARENT_BN,P:758,P:759,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1139,PARENT,PARENT_BN,P:759,P:816,N,B,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312
E:1140,PARENT,PARENT_BN,P:759,P:818,N,B,0.1443364125922496,0.144973,-0.000636587407750383,0.000636587407750383
E:1141,PARENT,PARENT_BN,P:760,P:761,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1142,PARENT,PARENT_BN,P:761,P:818,N,B,0.14501379244747725,0.144973,4.0792447477261407e-05,4.0792447477261407e-05
E:1143,PARENT,PARENT_BN,P:761,P:820,N,B,0.14439182802361086,0.144973,-0.0005811719763891277,0.0005811719763891277
E:1144,PARENT,PARENT_BN,P:762,P:763,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1145,PARENT,PARENT_BN,P:763,P:820,N,B,0.14433987668000817,0.144973,-0.000633123319991824,0.000633123319991824
E:1146,PARENT,PARENT_BN,P:763,P:822,N,B,0.1455369368923229,0.144973,0.0005639368923228971,0.0005639368923228971
E:1147,PARENT,PARENT_BN,P:764,P:765,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1148,PARENT,PARENT_BN,P:765,P:822,N,B,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566
E:1149,PARENT,PARENT_BN,P:765,P:824,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1150,PARENT,PARENT_BN,P:766,P:767,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1151,PARENT,PARENT_BN,P:767,P:824,N,B,0.14439182802361084,0.144973,-0.0005811719763891554,0.0005811719763891554
E:1152,PARENT,PARENT_BN,P:767,P:826,N,B,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175
E:1153,PARENT,PARENT_BN,P:768,P:769,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1154,PARENT,PARENT_BN,P:769,P:826,N,B,0.1443779761598008,0.144973,-0.0005950238401991881,0.0005950238401991881
E:1155,PARENT,PARENT_BN,P:769,P:828,N,B,0.1452446212429224,0.144973,0.0002716212429224041,0.0002716212429224041
E:1156,PARENT,PARENT_BN,P:770,P:771,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1157,PARENT,PARENT_BN,P:771,P:828,N,B,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175
E:1158,PARENT,PARENT_BN,P:771,P:830,N,B,0.14439182802361047,0.144973,-0.0005811719763895162,0.0005811719763895162
E:1159,PARENT,PARENT_BN,P:772,P:773,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1160,PARENT,PARENT_BN,P:773,P:830,N,B,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554
E:1161,PARENT,PARENT_BN,P:773,P:832,N,B,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566
E:1162,PARENT,PARENT_BN,P:774,P:775,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1163,PARENT,PARENT_BN,P:775,P:832,N,B,0.14481022063376636,0.144973,-0.00016277936623362854,0.00016277936623362854
E:1164,PARENT,PARENT_BN,P:775,P:834,N,B,0.145013792447477,0.144973,4.0792447477011606e-05,4.0792447477011606e-05
E:1165,PARENT,PARENT_BN,P:776,P:777,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1166,PARENT,PARENT_BN,P:777,P:834,N,B,0.14377760604489156,0.144973,-0.0011953939551084258,0.0011953939551084258
E:1167,PARENT,PARENT_BN,P:777,P:836,N,B,0.145013792447477,0.144973,4.0792447477011606e-05,4.0792447477011606e-05
E:1168,PARENT,PARENT_BN,P:778,P:779,B,N,0.14499999999999957,0.144973,2.6999999999582913e-05,2.6999999999582913e-05
E:1169,PARENT,PARENT_BN,P:779,P:836,N,B,0.14481022063376636,0.144973,-0.00016277936623362854,0.00016277936623362854
E:1170,PARENT,PARENT_BN,P:779,P:838,N,B,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566
