=========================================================
QM_F06 UPPER V5-B OVERNIGHT WATCH
Started: Wed Jul 22 15:35:07 CDT 2026
Execution directory: /Users/alejandro/projects/Multiscale-Simulation-Project/Microtubule_Inspired_Phase0/runs/phase1A/day031_qm_f06_upper_v5b_executions/v5b_20260722T173620Z
=========================================================
2026-07-22 15:35:07 | size=337148
2026-07-22 15:40:07 | size=337314
2026-07-22 15:45:30 | size=337563
2026-07-22 15:50:30 | size=337812
2026-07-22 15:55:30 | size=338233
2026-07-22 16:00:30 | size=341633
2026-07-22 16:05:30 | size=341688
2026-07-22 16:10:30 | size=427740
2026-07-22 16:15:30 | size=428441
2026-07-22 16:20:30 | size=428690
2026-07-22 16:25:30 | size=428856
2026-07-22 16:30:30 | size=429105
2026-07-22 16:35:30 | size=429497
2026-07-22 16:40:30 | size=429775
2026-07-22 16:45:31 | size=433174
2026-07-22 16:50:31 | size=519871
2026-07-22 16:55:31 | size=520307
2026-07-22 17:00:31 | size=520864
2026-07-22 17:05:31 | size=521113
2026-07-22 17:10:31 | size=521362
2026-07-22 17:15:31 | size=521611
2026-07-22 17:20:31 | size=522115
2026-07-22 17:25:31 | size=525515
2026-07-22 17:30:31 | size=525570
2026-07-22 17:35:31 | size=575539
2026-07-22 17:40:31 | size=576444
2026-07-22 17:45:32 | size=576610
2026-07-22 17:50:32 | size=576859
2026-07-22 17:55:32 | size=577108
2026-07-22 18:00:32 | size=577695
2026-07-22 18:05:32 | size=581095
2026-07-22 18:10:32 | size=581095
2026-07-22 18:15:32 | size=654832
2026-07-22 18:20:32 | size=655825
2026-07-22 18:25:32 | size=655991
2026-07-22 18:30:32 | size=656240
2026-07-22 18:35:32 | size=656489
2026-07-22 18:40:32 | size=656993
2026-07-22 18:45:32 | size=660393
2026-07-22 18:50:32 | size=660448
2026-07-22 18:55:33 | size=736078
2026-07-22 19:00:33 | size=736779
2026-07-22 19:05:33 | size=737028
2026-07-22 19:10:33 | size=737277
2026-07-22 19:15:33 | size=737670
2026-07-22 19:20:33 | size=737948
2026-07-22 19:25:33 | size=741348
2026-07-22 19:30:33 | size=817623
2026-07-22 19:35:33 | size=818147
2026-07-22 19:40:33 | size=818699
2026-07-22 19:45:33 | size=818948
2026-07-22 19:50:33 | size=819197
2026-07-22 19:55:33 | size=819785
2026-07-22 20:00:33 | size=823185
2026-07-22 20:05:34 | size=823185
2026-07-22 20:10:34 | size=900110
2026-07-22 20:15:34 | size=901103
2026-07-22 20:20:34 | size=901269
2026-07-22 20:25:34 | size=901435
2026-07-22 20:30:34 | size=901684
2026-07-22 20:35:34 | size=902272
2026-07-22 20:40:34 | size=905672
2026-07-22 20:45:34 | size=905727
2026-07-22 20:50:34 | size=982946
2026-07-22 20:55:34 | size=983851
2026-07-22 21:00:34 | size=984017
2026-07-22 21:05:34 | size=984266
2026-07-22 21:10:34 | size=984515
2026-07-22 21:15:35 | size=985019
2026-07-22 21:20:35 | size=988418
2026-07-22 21:25:35 | size=1060664
2026-07-22 21:30:35 | size=1065310
2026-07-22 21:35:35 | size=1066011
2026-07-22 21:40:35 | size=1066260
2026-07-22 21:45:35 | size=1066592
2026-07-22 21:50:35 | size=1067096
2026-07-22 21:55:35 | size=1070496
2026-07-22 22:00:35 | size=1070551
2026-07-22 22:05:35 | size=1146971
2026-07-22 22:10:35 | size=1147672
2026-07-22 22:15:35 | size=1147921
2026-07-22 22:20:36 | size=1148313
2026-07-22 22:25:36 | size=1148591
2026-07-22 22:30:36 | size=1151990
2026-07-22 22:35:36 | size=1229045
2026-07-22 22:40:36 | size=1229569
2026-07-22 22:45:36 | size=1230204
2026-07-22 22:50:36 | size=1230453
2026-07-22 22:55:36 | size=1230846
2026-07-22 23:00:36 | size=1234524
2026-07-22 23:05:36 | size=1234524
2026-07-22 23:10:36 | size=1303130
2026-07-22 23:15:36 | size=1304123
2026-07-22 23:20:36 | size=1304432
2026-07-22 23:25:37 | size=1304710
2026-07-22 23:30:37 | size=1308110
2026-07-22 23:35:37 | size=1377281
2026-07-22 23:40:37 | size=1377805
2026-07-22 23:45:37 | size=1378440
2026-07-22 23:50:37 | size=1378689
2026-07-22 23:55:37 | size=1379193
2026-07-23 00:00:37 | size=1382593
2026-07-23 00:05:37 | size=1447355
2026-07-23 00:10:37 | size=1452001
2026-07-23 00:15:37 | size=1452702
2026-07-23 00:20:37 | size=1453034
2026-07-23 00:25:37 | size=1453427
2026-07-23 00:30:37 | size=1453705
2026-07-23 00:35:38 | size=1457105
2026-07-23 00:40:38 | size=1526574
2026-07-23 00:45:38 | size=1527567
2026-07-23 00:50:38 | size=1527733
2026-07-23 00:55:38 | size=1528320
2026-07-23 01:00:38 | size=1531720
2026-07-23 01:05:38 | size=1531775
2026-07-23 01:10:38 | size=1600901
2026-07-23 01:15:38 | size=1601894
2026-07-23 01:20:38 | size=1602060
2026-07-23 01:25:38 | size=1602392
2026-07-23 01:30:38 | size=1602897
2026-07-23 01:35:38 | size=1606297
2026-07-23 01:40:39 | size=1675100
2026-07-23 01:45:39 | size=1677187
2026-07-23 01:50:39 | size=1677827
2026-07-23 01:55:39 | size=1678076
2026-07-23 02:00:39 | size=1678385
2026-07-23 02:05:39 | size=1682063
2026-07-23 02:10:39 | size=1682063
2026-07-23 02:15:39 | size=1752517
2026-07-23 02:20:39 | size=1753510
2026-07-23 02:25:39 | size=1753676
2026-07-23 02:30:39 | size=1754008
2026-07-23 02:35:39 | size=1754596
2026-07-23 02:40:39 | size=1757995
2026-07-23 02:45:39 | size=1758050
2026-07-23 02:50:40 | size=1828537
2026-07-23 02:55:40 | size=1829442
2026-07-23 03:00:40 | size=1829691
2026-07-23 03:05:40 | size=1830023
2026-07-23 03:10:40 | size=1830445
2026-07-23 03:15:40 | size=1833845
2026-07-23 03:20:40 | size=1904299
2026-07-23 03:25:40 | size=1904735
2026-07-23 03:30:40 | size=1905375
2026-07-23 03:35:40 | size=1905624
2026-07-23 03:40:40 | size=1906211
2026-07-23 03:45:40 | size=1909611
2026-07-23 03:50:40 | size=1909666
2026-07-23 03:55:40 | size=1977803
2026-07-23 04:00:41 | size=1978708
2026-07-23 04:05:41 | size=1978957
2026-07-23 04:10:41 | size=1979461
2026-07-23 04:15:41 | size=1982861
2026-07-23 04:20:41 | size=1982916
2026-07-23 04:25:41 | size=2053607
2026-07-23 04:30:41 | size=2054308
2026-07-23 04:35:41 | size=2054557
2026-07-23 04:40:41 | size=2054889
2026-07-23 04:45:41 | size=2055311
2026-07-23 04:50:41 | size=2058711
2026-07-23 04:55:41 | size=2129165
2026-07-23 05:00:41 | size=2129689
2026-07-23 05:05:42 | size=2130324
2026-07-23 05:10:42 | size=2130573
2026-07-23 05:15:42 | size=2131077
2026-07-23 05:20:42 | size=2134477
2026-07-23 05:25:42 | size=2200642
2026-07-23 05:30:42 | size=2205432
2026-07-23 05:35:42 | size=2206072
2026-07-23 05:40:42 | size=2206321
2026-07-23 05:45:42 | size=2206991
2026-07-23 05:50:42 | size=2210391
2026-07-23 05:55:42 | size=2210446
2026-07-23 06:00:42 | size=2280845
2026-07-23 06:05:42 | size=2281838
2026-07-23 06:10:42 | size=2282087
2026-07-23 06:15:43 | size=2282675
2026-07-23 06:20:43 | size=2286075
2026-07-23 06:25:43 | size=2286130
2026-07-23 06:30:43 | size=2355474
2026-07-23 06:35:43 | size=2356379
2026-07-23 06:40:43 | size=2356628
2026-07-23 06:45:43 | size=2357216
2026-07-23 06:50:43 | size=2360616
2026-07-23 06:55:43 | size=2360671
2026-07-23 07:00:43 | size=2431158
2026-07-23 07:05:43 | size=2432063
2026-07-23 07:10:43 | size=2432312
2026-07-23 07:15:44 | size=2432900
2026-07-23 07:20:44 | size=2436300
2026-07-23 07:25:44 | size=2436300
2026-07-23 07:30:44 | size=2506819
2026-07-23 07:35:44 | size=2507812
2026-07-23 07:40:44 | size=2507978
2026-07-23 07:45:44 | size=2508310
2026-07-23 07:50:44 | size=2508731
2026-07-23 07:55:44 | size=2512131
2026-07-23 08:00:44 | size=2582585
2026-07-23 08:05:44 | size=2583109
2026-07-23 08:10:44 | size=2583661
2026-07-23 08:15:44 | size=2583993
2026-07-23 08:20:44 | size=2584581
2026-07-23 08:25:44 | size=2587981
2026-07-23 08:30:45 | size=2588036
2026-07-23 08:35:45 | size=2658523
2026-07-23 08:40:45 | size=2659428
2026-07-23 08:45:45 | size=2659677
2026-07-23 08:50:45 | size=2660009
2026-07-23 08:55:45 | size=2660431
2026-07-23 09:00:45 | size=2663831
2026-07-23 09:05:45 | size=2734220
2026-07-23 09:10:45 | size=2734656
2026-07-23 09:15:45 | size=2735296
2026-07-23 09:20:45 | size=2735628
2026-07-23 09:25:45 | size=2736215
2026-07-23 09:30:45 | size=2739615
2026-07-23 09:35:46 | size=2739670
2026-07-23 09:40:46 | size=2810092
2026-07-23 09:45:46 | size=2810997
2026-07-23 09:50:46 | size=2811246
2026-07-23 09:55:46 | size=2811750
2026-07-23 10:00:46 | size=2815150
2026-07-23 10:05:46 | size=2815205
2026-07-23 10:10:46 | size=2885627
2026-07-23 10:15:46 | size=2886439
2026-07-23 10:20:46 | size=2886688
2026-07-23 10:25:46 | size=2887275
2026-07-23 10:30:47 | size=2890675
2026-07-23 10:35:47 | size=2890730
2026-07-23 10:40:47 | size=2959791
2026-07-23 10:45:47 | size=2960547
2026-07-23 10:50:47 | size=2960796
2026-07-23 10:55:47 | size=2961217
2026-07-23 11:00:47 | size=2964617
2026-07-23 11:05:47 | size=2964672
