run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_fieldZ_water_only,0,30000,0.004355703885200744,0.5745264879618805,0.49669127336411206,-0.004867017745045873,0.44626566714118604,0.04193124414099751,0.5703564455101399,0.4944943346223509
nvt300_fieldZ_water_only,1000,30000,0.2017513016503346,0.5539696369698905,0.5133545009456618,0.02136357548530072,0.4540313402526565,0.042658293502517666,0.5629001171814919,0.48681391925744705
nvt300_fieldZ_water_only,2000,30000,0.2763010594424568,0.5374204036277814,0.5299114687094383,0.0477300074921956,0.4596485757754974,0.04106972943205205,0.5538382815373832,0.4760948038795259
nvt300_fieldZ_water_only,3000,30000,0.33778627857925064,0.5190075261402315,0.5465634966497014,0.07518910483932371,0.46497198930847694,0.03765851061571934,0.548735996827888,0.4703284136164606
nvt300_fieldZ_water_only,4000,30000,0.389519213954502,0.5027534992406695,0.5658424837241547,0.10671681050365647,0.4703034404740195,0.033240170591641895,0.5382004475926189,0.4595454363666712
nvt300_fieldZ_water_only,5000,30000,0.4345206031142282,0.4835039579162218,0.5827274706921128,0.13386465897324024,0.47247221773365455,0.03396825061387224,0.5292185286957108,0.45013874837920603
nvt300_fieldZ_water_only,6000,30000,0.473791435629444,0.4641347814745096,0.5979419077040509,0.15983835872053184,0.47549186312847075,0.03567508060185217,0.5210546879677265,0.44182287288261224
nvt300_fieldZ_water_only,7000,30000,0.5123839992598372,0.44486592294428157,0.6159274619731088,0.1906546828573887,0.47654206904260726,0.03470832840846189,0.5120691508449836,0.43331134035136576
nvt300_fieldZ_water_only,8000,30000,0.5425582734630806,0.42654862351394024,0.6304200455542306,0.21446071530090305,0.4742918848786569,0.03137511465167989,0.5036888359852884,0.42397004960478324
nvt300_fieldZ_water_only,9000,30000,0.570670240486359,0.4100449207818266,0.6457566989996708,0.24069363381174674,0.47364757316977163,0.034123705370090456,0.4956563121541624,0.4172255492293887
nvt300_fieldZ_water_only,10000,30000,0.5962408298222829,0.39326137739690026,0.6599842621857812,0.26522872442335993,0.47075579094955017,0.034427383256187355,0.48723515866822786,0.4081000987439764
