run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,10000,29987,0.4184601891986812,0.4924178322327128,0.577405390646442,0.12636424814545566,0.47231729171176834,0.03517496528272079,0.5324771593838696,0.4537078371911065
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,11000,29987,0.43928841621364967,0.4840155121776296,0.5863505739289713,0.14085627434323084,0.4736658059941004,0.03470756805819149,0.5278049643599548,0.44887656592899255
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,12000,29987,0.46057130226398896,0.47451067291693017,0.5959937442897032,0.1559181918723114,0.4732405245778639,0.03539995151575198,0.5233099005177715,0.4442132190121253
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,13000,29987,0.4813509275409143,0.46401052300764406,0.6048275092250924,0.17049595140423515,0.4745934261934786,0.03335696061133649,0.5190542408418444,0.4398917145594147
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,14000,29987,0.49778633597078253,0.4559086604612928,0.612527554209543,0.18345551730347884,0.4745513365521435,0.03565150462559254,0.5144238629679475,0.43489326838680376
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,15000,29987,0.5132018326309652,0.4488438520430633,0.6204968875158267,0.19724530939190246,0.4753975274319664,0.03502774971425503,0.5110869297374679,0.4324379003015042
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,16000,29987,0.5294322384783225,0.438933917915312,0.6274718602481343,0.20943258182959074,0.47515320657872223,0.036682551297694425,0.5078327346633177,0.429139985208743
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,17000,29987,0.5425420688885938,0.43079937354860953,0.6335915849594869,0.2199007117178539,0.4754963569138656,0.034340148608185656,0.5044562743693247,0.42484713529773405
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,18000,29987,0.5564091932763684,0.4236066092714493,0.6415035698881684,0.23354164865379132,0.4736593335595662,0.03469826159301824,0.49949706344885114,0.42037442970150374
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,19000,29987,0.5680832354014821,0.41563167550638697,0.6473370146640872,0.2431937368136763,0.4731160662506905,0.03260086051155899,0.49753769808341514,0.4177092929524056
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_extend_10k_to_20k,20000,29987,0.5791865327152493,0.4085663417073089,0.6525860716046094,0.2535668929411224,0.47408126197493583,0.03352172375641991,0.4937019002405505,0.4135112254325316
