run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_hold_extended_contained,0,30000,0.0010074761318543616,0.5753662050531497,0.4978053129038698,-0.0034456249253669293,0.4465261150735436,0.03776598151060921,0.5726263697170457,0.4958520985833027
nvt300_hold_extended_contained,1000,30000,0.001840024596622654,0.576593027597659,0.49857505070853486,-0.0013222652288473035,0.4479020559114708,0.03600338432165315,0.5732713834132909,0.49630776990534137
nvt300_hold_extended_contained,2000,30000,0.0020581510459187578,0.5784000459178702,0.5005047013727973,0.0018095463246273515,0.45047248393762757,0.03851382514251793,0.5703886003557355,0.4936237824603094
nvt300_hold_extended_contained,3000,30000,0.002892988834326098,0.5765872788300672,0.49886784107307747,-0.0013247334049196781,0.4477953607433249,0.038181850181672694,0.570953815303168,0.49445441705415016
nvt300_hold_extended_contained,4000,30000,0.0029228463655797095,0.5776828414160929,0.49975379121721963,0.0005723265729080308,0.44897505579421015,0.03816471084001555,0.569743691640105,0.4922850619431317
nvt300_hold_extended_contained,5000,30000,0.0023295852720902482,0.5770369861151633,0.4993156054743631,-0.0005509831155505025,0.4470505647919508,0.039485695611354524,0.569241138425536,0.4928019104736724
nvt300_hold_extended_contained,6000,30000,0.0012850458450733384,0.5780727916503086,0.5000317110190312,0.0012379972761851939,0.4497357895131164,0.03508990108257032,0.5694667622406406,0.49145058952093074
nvt300_hold_extended_contained,7000,30000,0.002303419451045211,0.5756704727669013,0.49761747160516945,-0.002913871389408102,0.4487536051853098,0.038107984140961795,0.5701578067591423,0.49320590037776924
nvt300_hold_extended_contained,8000,30000,0.0014572312677182272,0.5758863289809606,0.4975809960642109,-0.0025458011079931542,0.4471596405707536,0.037656971900994436,0.5716129303195657,0.4952505581843766
nvt300_hold_extended_contained,9000,30000,0.0026737731214563137,0.575745175083789,0.4980330786928759,-0.002782090582879818,0.4477277172696892,0.03990184222709117,0.5722960168111848,0.49684786069700204
nvt300_hold_extended_contained,10000,30000,0.0026927062624689368,0.5755213844787591,0.49781465602096,-0.0031683892541541888,0.4461697484289149,0.03911237143232929,0.5722007486801374,0.4963524240728725
nvt300_hold_extended_contained,11000,30000,0.005203895683339986,0.5757611254691845,0.49809711489656144,-0.002724643845942623,0.44713998849992276,0.04064927762064693,0.5702882703014905,0.49384703317153616
nvt300_hold_extended_contained,12000,30000,0.004826305538623086,0.5758916362979787,0.49828340354462003,-0.002504877584164789,0.44663038388318876,0.039926195969909775,0.5710484233659395,0.49473087075303535
nvt300_hold_extended_contained,13000,30000,0.0030954318450172034,0.5754745127922117,0.49677950076688127,-0.003245813688132822,0.4486683459560489,0.039564526981769765,0.572915006449273,0.49582932063171514
nvt300_hold_extended_contained,14000,30000,0.0060442231707872095,0.577234689897467,0.49928951686203654,-0.00016203021221630252,0.448703252600424,0.040425629027042005,0.5717250733439382,0.4950264607276913
nvt300_hold_extended_contained,15000,30000,0.0031011193342979928,0.5771780863900803,0.4986712404013375,-0.00030041620210955275,0.4485381381665513,0.0414269363573023,0.569240085875234,0.49276045804069507
nvt300_hold_extended_contained,16000,30000,0.0010217023934461348,0.5741108852783995,0.4961323172220616,-0.00560995145903711,0.44612618141067817,0.04028587150702774,0.5727337955862195,0.4963703622475714
nvt300_hold_extended_contained,17000,30000,-0.0009840911495261348,0.5738696899297251,0.4965258348311552,-0.00602538213790689,0.4439280731131613,0.04066984388282731,0.571985505126888,0.4957587076922854
nvt300_hold_extended_contained,18000,30000,0.0036866211220635075,0.5761259149029118,0.4985942240335195,-0.002114604556468979,0.4468103658409045,0.040058997267952055,0.5702262872744267,0.4941379126000306
nvt300_hold_extended_contained,19000,30000,0.0027123501298244295,0.576629924953044,0.49912755518025076,-0.0012524843116477205,0.4478473362889333,0.040132918139344026,0.5705831993633007,0.4941144312997466
nvt300_hold_extended_contained,20000,30000,0.0024434056119728583,0.5756270268505904,0.49756751128302096,-0.002987900915949524,0.4479968901700714,0.03992305687582687,0.5715103895064519,0.49493044985091245
