run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,0,29987,-0.001841364626913813,0.5740867189619254,0.49599389038792535,-0.005648058653706975,0.4468242883580139,0.043561840898146235,0.5712919141416386,0.4949135822313708
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,1000,29987,0.0015260871626384513,0.5735260844764405,0.49568293208039443,-0.006614705963074483,0.44584397489973826,0.04115918063814096,0.5715069515102008,0.4954561733402079
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,2000,29987,0.0011810750459737927,0.57419790922931,0.4962134949463771,-0.005459541456252376,0.44647792392912544,0.04051169612589219,0.5709605592974667,0.494690900042083
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,3000,29987,-0.002076395416690993,0.5730193033650636,0.4947979639713726,-0.007483274503096186,0.4450703188899364,0.0422970821334352,0.5711177349846295,0.4945632787015215
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,4000,29987,-0.0005607255099027576,0.5738874374570919,0.4962087532581677,-0.005995816552236789,0.4454244563202801,0.04225761655298896,0.5704274698106774,0.4938236822326663
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,5000,29987,-0.0015418542680043263,0.5729382828680551,0.49519309375089265,-0.007625440093575761,0.44515515970339875,0.04066271684462674,0.5717277888596046,0.4956437485482834
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,6000,29987,-0.00036936979848205997,0.5740954223137117,0.4961157491312888,-0.005637950888401611,0.44559885025454105,0.04018479953657309,0.5708582067012458,0.49395869200168496
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,7000,29987,0.0010588430242365445,0.5726603927061285,0.4945519489516698,-0.00810483432038328,0.44514844254222985,0.04031573038156806,0.5713973781650358,0.49489389154972524
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,8000,29987,-0.0013245970548984172,0.572120811005562,0.4942605343685247,-0.009030407791645493,0.4449739622001591,0.041473869043003826,0.5720314341832998,0.4953037443398942
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,9000,29987,0.00016490612344766562,0.5742087835576604,0.4962365470189263,-0.005442861470097137,0.4473319105006075,0.04080577586946482,0.5713057324412774,0.4943277264884582
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,10000,29987,0.00022140083800211945,0.572601872428467,0.4947804261462142,-0.008206970761831751,0.445110769170947,0.04020565461087188,0.5727356632848719,0.49652273676807396
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,11000,29987,0.0010947797894092037,0.574469504799456,0.4963247274913262,-0.00499189218304732,0.4470466597588949,0.041505054736007824,0.5715212938882135,0.49514172946751045
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,12000,29987,0.002271579061529671,0.5729989781441285,0.49523710587287834,-0.0075169399698289665,0.445432810715068,0.040753944321030945,0.5713670439483359,0.4949694053539645
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,13000,29987,-0.0007716095904876966,0.5730069983814419,0.49470972108372274,-0.007510000604857719,0.44651811204550323,0.042433676762310864,0.5718041827098448,0.4958112987817856
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,14000,29987,-4.996171712678443e-06,0.5722993129632893,0.49419172312942516,-0.008726627959842779,0.4455867277409831,0.04103303345755311,0.572832638927304,0.49635491351548616
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,15000,29987,0.00023474136324320118,0.5733622642378567,0.49597004137481143,-0.006899932606979293,0.44534111576543894,0.041330313976355296,0.5727538582631033,0.4963353397464427
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,16000,29987,-0.0005967577859918419,0.5722304005265307,0.49388581624531264,-0.008844398369425355,0.4468262206006872,0.04047042224778116,0.5715755627213327,0.4949426718823836
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,17000,29987,0.001958646284684131,0.5728075461795215,0.4946084751222953,-0.007847930653137453,0.4467007201622798,0.041278309836238154,0.5712757112646221,0.49453682865649035
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,18000,29987,0.0013619878181786974,0.5729298081230393,0.49473846110848274,-0.00764078947330797,0.4457287710706567,0.04180318891540666,0.5713944196325091,0.4952431674839648
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,19000,29987,0.003538241143503063,0.5705770720347418,0.492888188045085,-0.011660213543382703,0.44468908480348696,0.04190975117273182,0.5721775875022168,0.4958732672875309
nvt300_contained_bn_like_chromophore_12dipoles_carved_replica01_20k,20000,29987,0.0019968443766813014,0.5720165495582851,0.4935346544767659,-0.009205986705072755,0.44647219928125753,0.042222789179998756,0.5725104390825628,0.49606562806563154
