run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_contained_carbon_like_20k,0,30000,0.0024434056119728583,0.5756270268505904,0.49756751128302096,-0.002987900915949524,0.4479968901700714,0.03992305687582687,0.5715103895064519,0.49493044985091245
nvt300_contained_carbon_like_20k,1000,30000,0.0032740111211081208,0.5763184253183419,0.4985443699537708,-0.0017861373810164037,0.44600275280404594,0.04244954576337271,0.5709037012364915,0.4951463768563224
nvt300_contained_carbon_like_20k,2000,30000,0.001311618389023574,0.5743767992567143,0.4967086926037074,-0.005150853634596844,0.4457800804821914,0.04246655886176201,0.5726257942736626,0.49627544565481546
nvt300_contained_carbon_like_20k,3000,30000,0.0024258926064290474,0.5738598952315421,0.496026164205518,-0.006034869293826049,0.44602063536834297,0.04136703420426731,0.5731375910382993,0.49735837715396447
nvt300_contained_carbon_like_20k,4000,30000,2.282467886538863e-05,0.5747091738768252,0.49648790571128737,-0.004580561943003702,0.44606237159427925,0.04126905960096918,0.5724801733366964,0.49653223411110914
nvt300_contained_carbon_like_20k,5000,30000,0.0013615283871230583,0.5753806918037799,0.4976624189000397,-0.003419361756807054,0.446884862002503,0.0405693275870518,0.5711714959801729,0.49467868359421546
nvt300_contained_carbon_like_20k,6000,30000,0.001149699709799248,0.575111694603234,0.4972487903500166,-0.0038843630548242875,0.44603002963547256,0.04004702162286814,0.571399791390026,0.494829776791517
nvt300_contained_carbon_like_20k,7000,30000,0.005396807201204529,0.5748118048490327,0.4974891471915058,-0.004359915647895417,0.44517205490645895,0.03917128850899053,0.5734548303442694,0.497571110427068
nvt300_contained_carbon_like_20k,8000,30000,0.0059488072423427,0.5745818882599972,0.4971306097679569,-0.004746905281270049,0.44530774043115323,0.04014143970028485,0.5718079861300228,0.4958917976621564
nvt300_contained_carbon_like_20k,9000,30000,0.003324304176352051,0.5730314732751632,0.4952131136525586,-0.007452237710226628,0.4448523202935974,0.039769896583962405,0.5714098382875192,0.4948000585828132
nvt300_contained_carbon_like_20k,10000,30000,0.002832456116111662,0.573895613271936,0.49593455357264077,-0.005970171198114926,0.4465775206095406,0.04385624263334687,0.5737333964965076,0.4969053605010052
nvt300_contained_carbon_like_20k,11000,30000,0.001451178779253927,0.5721244490414474,0.4932974190637424,-0.009023629653015685,0.4465713180611419,0.04147038992855401,0.5729634136570179,0.49645179617603474
nvt300_contained_carbon_like_20k,12000,30000,-0.00031902817798398807,0.5732989794544118,0.49544284850080555,-0.0070087011523197644,0.44604053101081415,0.04258334635343946,0.5733258615872089,0.4969738692726915
nvt300_contained_carbon_like_20k,13000,30000,-0.00017306228499808563,0.5746871274935811,0.4966852377799233,-0.004618526578658272,0.4473893239377484,0.04542887709452774,0.572025388411698,0.4954662011964987
nvt300_contained_carbon_like_20k,14000,30000,0.0009843192422303556,0.5759778978522878,0.49892981550383375,-0.0023893259788741058,0.446886660099442,0.04444445302535453,0.5700968793833909,0.49418731299131796
nvt300_contained_carbon_like_20k,15000,30000,0.0005293837650775335,0.5744168153612007,0.49661488216664945,-0.00508406070857672,0.4464040795275304,0.0449272013519592,0.5728595957972858,0.4962566215467411
nvt300_contained_carbon_like_20k,16000,30000,0.004022929060841435,0.5749254638144722,0.49621943710165783,-0.004183317613675465,0.4493874380056895,0.04367918749287737,0.5719870976528608,0.4952430802068224
nvt300_contained_carbon_like_20k,17000,30000,0.0018462063145805918,0.5760950983750818,0.49760066399912517,-0.002183138003791853,0.44881958229063423,0.04431767600090115,0.5702188830946082,0.4933102287217743
nvt300_contained_carbon_like_20k,18000,30000,0.002545791071932626,0.5769766108227627,0.49979632280856834,-0.0006539093674161242,0.4465947280179742,0.04545528193674745,0.5712829697590469,0.4948952909170087
nvt300_contained_carbon_like_20k,19000,30000,0.0029110549797763665,0.5766700723690615,0.4992660634575647,-0.0011813575077674395,0.44713953516382127,0.04426827205383717,0.5697581757128235,0.4931415236793166
nvt300_contained_carbon_like_20k,20000,30000,0.0035465740908419046,0.5761755677339715,0.4985966481232344,-0.0020303043522233656,0.4470382181791501,0.04656910391734345,0.5701266054022261,0.4943931766409876
