run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,0,29987,0.0019968443766813014,0.5720165495582851,0.4935346544767659,-0.009205986705072755,0.44647219928125753,0.042222789179998756,0.5725104390825628,0.49606562806563154
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,1000,29987,0.14241818095519698,0.5634141459513992,0.5038907480622495,0.006561778531353941,0.4503075088267562,0.041843797448085335,0.5671428518184859,0.4903728360633871
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,2000,29987,0.19295551538542832,0.5554219430143361,0.5114805028942916,0.018572617185551643,0.4531976467260037,0.03900029695835926,0.5641691743264736,0.48759869083168655
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,3000,29987,0.22830363338748128,0.5495139640551597,0.5184878461405723,0.031117113739052273,0.45850656931562217,0.037770962573224556,0.5609648135160958,0.48372601623999734
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,4000,29987,0.2632416487314774,0.5423977782610633,0.5286198552936322,0.04522255708961706,0.45745552631422703,0.037683937250447656,0.5564460171073609,0.47890065631233786
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,5000,29987,0.2964498153263327,0.5334036228035327,0.5360698300879176,0.058588644601924256,0.46337765916046836,0.03892998852727342,0.5533666304996645,0.4755643906035761
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,6000,29987,0.3221483659143657,0.5269090592046506,0.5441560115139843,0.07210520182401255,0.4655059056545129,0.03863410686072249,0.548370044314141,0.47092344262146685
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,7000,29987,0.35013467999512626,0.5190341456617782,0.5550245191047517,0.08797263208554064,0.4662817367712759,0.03737589645233566,0.542940760609901,0.4648657732339129
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,8000,29987,0.3728379120720686,0.5107268139905861,0.5621174755217556,0.09976193306290082,0.4681675074484664,0.03451335450439809,0.5392267803924573,0.46127735089202837
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,9000,29987,0.39412537857424945,0.5021645830968897,0.5689238538408978,0.11124350990029082,0.4698557476231788,0.035817536939770085,0.5360598377565882,0.4574690782827065
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_replica01_10k,10000,29987,0.41846110142825965,0.49241756220963684,0.5774058260698096,0.1263649944628683,0.47231743896414846,0.03517487004061165,0.5324769013302066,0.453707559914749
