run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_contained_bn_neutralized,0,30000,0.0024434056119728583,0.5756270268505904,0.49756751128302096,-0.002987900915949524,0.4479968901700714,0.03992305687582687,0.5715103895064519,0.49493044985091245
nvt300_contained_bn_neutralized,1000,30000,0.003262250918703672,0.5762987334003825,0.4985308737613382,-0.0018202974115933094,0.44594410633291437,0.04244455179385768,0.570932559325068,0.4951530517022047
nvt300_contained_bn_neutralized,2000,30000,0.0008499735817342875,0.5744255429110832,0.4967584437360011,-0.00506835802954398,0.44587741145988213,0.041915716091220856,0.5724968030601068,0.4960010682425898
nvt300_contained_bn_neutralized,3000,30000,0.0018086901511549039,0.5738324198151021,0.49588687693646094,-0.006086088095923817,0.44601705499857336,0.041401509088290545,0.5733926398749786,0.49735604621858004
nvt300_contained_bn_neutralized,4000,30000,0.0017476523575860956,0.5742387069933819,0.49616010146046474,-0.005386767157339472,0.4454242325746546,0.0422948628061946,0.5727012344064447,0.4963699108882486
nvt300_contained_bn_neutralized,5000,30000,0.0021828325171351437,0.5748277044679768,0.49610280163090015,-0.004369039471908799,0.44826213246641283,0.03887761252151208,0.571759108999993,0.4950099850257121
nvt300_contained_bn_neutralized,6000,30000,0.00516399895447382,0.5758310842897115,0.49748294192598874,-0.0026044222926815516,0.4488391638260405,0.04136152921349082,0.5706155389494905,0.49446453832253745
nvt300_contained_bn_neutralized,7000,30000,0.0022874337963700556,0.5726914512377083,0.4943346500569216,-0.008045302763728352,0.4475545543171844,0.04124063235470436,0.5731194930225416,0.4966419573145385
nvt300_contained_bn_neutralized,8000,30000,0.0007180248440310621,0.5744426066219558,0.49660187583961307,-0.005039263421959618,0.4461085702101867,0.03954723242923947,0.5717433857823365,0.4950482745239462
nvt300_contained_bn_neutralized,9000,30000,-0.000583974826541403,0.5733310947671798,0.49555406319429696,-0.00695310754691493,0.44527254209418876,0.03851321247158698,0.5716993427301313,0.49548142763835556
nvt300_contained_bn_neutralized,10000,30000,-0.0007530575911209846,0.5758993708587755,0.4980037169726369,-0.0025256043273643625,0.4484350690029481,0.036835974277728986,0.5709707363572132,0.49449578476675465
