run,timestep,n_water,cos_theta_z_mean,cos_theta_z_std,abs_cos_theta_z_mean,S_z_mean,S_z_std,cos_theta_radial_mean,cos_theta_radial_std,abs_cos_theta_radial_mean
nvt300_contained_carbon_like,0,30000,0.0024434056119728583,0.5756270268505904,0.49756751128302096,-0.002987900915949524,0.4479968901700714,0.03992305687582687,0.5715103895064519,0.49493044985091245
nvt300_contained_carbon_like,1000,30000,0.0032740111211081208,0.5763184253183419,0.4985443699537708,-0.0017861373810164037,0.44600275280404594,0.04244954576337271,0.5709037012364915,0.4951463768563224
nvt300_contained_carbon_like,2000,30000,0.001311618389023574,0.5743767992567143,0.4967086926037074,-0.005150853634596844,0.4457800804821914,0.04246655886176201,0.5726257942736626,0.49627544565481546
nvt300_contained_carbon_like,3000,30000,0.0024258926064290474,0.5738598952315421,0.496026164205518,-0.006034869293826049,0.44602063536834297,0.04136703420426731,0.5731375910382993,0.49735837715396447
nvt300_contained_carbon_like,4000,30000,2.282467886538863e-05,0.5747091738768252,0.49648790571128737,-0.004580561943003702,0.44606237159427925,0.04126905960096918,0.5724801733366964,0.49653223411110914
nvt300_contained_carbon_like,5000,30000,0.0013615283871230583,0.5753806918037799,0.4976624189000397,-0.003419361756807054,0.446884862002503,0.0405693275870518,0.5711714959801729,0.49467868359421546
nvt300_contained_carbon_like,6000,30000,0.001149699709799248,0.575111694603234,0.4972487903500166,-0.0038843630548242875,0.44603002963547256,0.04004702162286814,0.571399791390026,0.494829776791517
nvt300_contained_carbon_like,7000,30000,0.005396807201204529,0.5748118048490327,0.4974891471915058,-0.004359915647895417,0.44517205490645895,0.03917128850899053,0.5734548303442694,0.497571110427068
nvt300_contained_carbon_like,8000,30000,0.0059488072423427,0.5745818882599972,0.4971306097679569,-0.004746905281270049,0.44530774043115323,0.04014143970028485,0.5718079861300228,0.4958917976621564
nvt300_contained_carbon_like,9000,30000,0.003324304176352051,0.5730314732751632,0.4952131136525586,-0.007452237710226628,0.4448523202935974,0.039769896583962405,0.5714098382875192,0.4948000585828132
nvt300_contained_carbon_like,10000,30000,0.002832456116111662,0.573895613271936,0.49593455357264077,-0.005970171198114926,0.4465775206095406,0.04385624263334687,0.5737333964965076,0.4969053605010052
