existing_frozen_window_relative_to_branch_start_ps,stage08_mobile_window_relative_to_branch_start_ps,windows_temporally_matched,accepted_frozen_endpoint_occupancy,frozen_timeseries_last_occupancy,stage07_endpoint_occupancy,stage08_timeseries_first_occupancy,stage08_endpoint_occupancy,stage08_timeseries_last_occupancy,frozen_endpoint_count_difference,stage07_to_stage08_frame0_count_difference,stage08_endpoint_count_difference,geometry_count_consistency,direct_mobility_attribution,matched_frozen_continuation_required,recommended_matched_frozen_duration_ps,recommended_comparison_window_ps,electronic_snapshot_selection_authorized,longer_mobile_production_authorized
-100_to_0,44_to_144,False,23,23,0,0,0,0,0,0,0,PASS,NOT_SUPPORTED,True,144.0,44_to_144,False,False
