time_fs,PYR2,PYR3,PYR4,PYR5
0.0,0.0,0.0,0.0,1.0
10.0,4.465098409107032e-07,0.003169610629760145,0.1933918748190005,0.8034380680413982
20.0,1.9945014423186976e-05,0.03508079340354658,0.49618893907646605,0.46871032250556394
30.0,0.00015043853327913529,0.11298021513982975,0.602788257933296,0.28408108839359475
40.0,0.0005345495451529339,0.21052942195831217,0.501463490780224,0.28747253771631076
50.0,0.0012428805639472537,0.28492840790879803,0.35965665442320954,0.3541720571040452
60.0,0.0022078405137206923,0.31628449759666616,0.30409300546243045,0.37741465642718264
70.0,0.0032857045114174743,0.31603267440824545,0.33198366549889935,0.34869795558143757
80.0,0.004364577899374999,0.3073049643427022,0.37222111412889064,0.316109343629032
90.0,0.00541311461267046,0.3042105044780981,0.37747726401756254,0.3128991168916687
100.0,0.006451698126952442,0.30715642076710176,0.3541798495835316,0.3322120315224141
110.0,0.007500792018071543,0.310759792744143,0.33234956435300467,0.34938985088478075
120.0,0.00855803419769453,0.31206587157965826,0.3284017775097398,0.35097431671290735
130.0,0.009609187590333497,0.31219828181888715,0.33643005628688494,0.34176247430389445
140.0,0.01064689557657911,0.313323001927064,0.34292922443338475,0.3331008780629722
150.0,0.011676090871701657,0.3159400768832858,0.3417542234533971,0.33062960879161557
160.0,0.012706152271395094,0.31888251099328274,0.3361688589628098,0.3322424777725126
170.0,0.013741875441458561,0.3208897536080397,0.3318705805790343,0.33349779037146776
180.0,0.01478152760179597,0.32168828428451735,0.3310025956923187,0.3325275924213685
190.0,0.01582077729755987,0.32182252061725314,0.33189114710300116,0.3304655549821863
200.0,0.016856827224684234,0.3218931058318896,0.3321938692842464,0.32905619765918026
210.0,0.017889353340946258,0.32209186680717233,0.3312193142024876,0.32879946564939416
220.0,0.018919009674906333,0.32228530179825876,0.3297784935341692,0.329017194992666
230.0,0.01994592738902145,0.322323473399498,0.3287964568617353,0.3289341423497456
240.0,0.02096949988030004,0.3222071616148025,0.3284418121575839,0.3283815263473138
250.0,0.02198902990210389,0.32203584229502663,0.32830181788679963,0.32767330991607
260.0,0.023004251466891498,0.3218843564470394,0.3279881966487086,0.32712319543736074
270.0,0.024015293722353382,0.321751500062149,0.3274566267906575,0.32677657942484045
280.0,0.025022341497765804,0.32159626851984435,0.3268886316063796,0.32649275837601044
290.0,0.026025408069202505,0.32139293570573113,0.3264313143311656,0.32615034189390096
300.0,0.02702436194891716,0.32114921246351175,0.32608304210007716,0.32574338348749415
310.0,0.028019070932394998,0.3208878764483285,0.3257591759041396,0.325333876715137
320.0,0.029009487540597276,0.32062358911204303,0.3254008499180155,0.3249660734293443
330.0,0.029995629036032926,0.3203567825950365,0.32501329433659487,0.32463429403233574
340.0,0.03097751678754234,0.3200821372083765,0.3246316832921183,0.3243086627119629
350.0,0.031955145501481604,0.31979775958225737,0.3242762775216102,0.3239708173946509
360.0,0.03292849504174583,0.3195068252611107,0.3239405460238533,0.3236241336732903
370.0,0.03389755464948677,0.3192136939341036,0.32360795916088714,0.32328079225552253
380.0,0.03486233195917892,0.31892042311813534,0.32327016929615204,0.3229470756265338
390.0,0.03582284476979405,0.3186266225424975,0.32293016454407186,0.3226203681436367
400.0,0.036779109616240785,0.31833136409488094,0.32259429262901657,0.3222952336598618
410.0,0.0377311379522638,0.3180346240208628,0.3222649806736702,0.32196925735320325
420.0,0.038678939534752106,0.31773723825845557,0.32194013964174684,0.3216436825650456
430.0,0.03962252665087571,0.3174400814177141,0.3216167921087085,0.3213205998227018
440.0,0.040561914990859024,0.317143531390791,0.3212938975302094,0.32100065608814066
450.0,0.041497121772409745,0.3168475624483077,0.32097226844100646,0.3206830473382762
460.0,0.042428163866388965,0.31655211043968107,0.32065293936677347,0.3203667863271566
470.0,0.043355057456386195,0.3162572780836028,0.32033608122175117,0.32005158323825994
480.0,0.04427781877084311,0.31596327701891885,0.3200211631325555,0.31973774107768266
490.0,0.04519646470235538,0.31567027925425506,0.31970766210630036,0.31942559393708936
500.0,0.046111012767762444,0.3153783506835294,0.3193954639965437,0.31911517255216454
510.0,0.04702148068072271,0.31508749264202407,0.3190847386546802,0.31880628802257316
520.0,0.047927886040693805,0.3147977098794491,0.3187756323867417,0.3184987716931155
530.0,0.04883024632140513,0.31450903703855343,0.31846812213777714,0.31819259450226445
540.0,0.04972857901144032,0.31422152054451047,0.3181620863234776,0.3178878141205717
550.0,0.05062290169623945,0.31393519289221594,0.3178574330724468,0.317584472339098
