frame,time_ps,site,root,family,is_bright_root,energy_au,state_energy_eV,table_energy_eV,energy_cm1,wavelength_nm,fosc,D2_au2,DX_au,DY_au,DZ_au,dipole_magnitude_au,reconstructed_D2_au2,D2_absolute_error,reconstructed_fosc,fosc_absolute_error,table_state_energy_difference_eV,carbon_centroid_x_A,carbon_centroid_y_A,carbon_centroid_z_A,source_output
1,5.0,PYR3,1,alternate_like,False,0.147351,4.01,4.009613,32339.7,309.2,0.034273552,0.3489,-0.5617,0.05635,0.17382,0.5906775770248943,0.3488956049,4.395099999998653e-06,0.0342738426,2.9060000000108444e-07,0.0003869999999999152,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame001_PYR3_embedding/frame001_PYR3_embedding.out
1,5.0,PYR3,2,bright_like,True,0.149396,4.065,4.065282,32788.7,305.0,0.471984456,4.73891,-2.1647,0.22696,0.03815,2.176903764524284,4.7388923541,1.764589999986299e-05,0.4719827989066666,1.6570933333848181e-06,0.00028199999999944936,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame001_PYR3_embedding/frame001_PYR3_embedding.out
1,5.0,PYR4,1,alternate_like,False,0.147615,4.017,4.016821,32397.8,308.7,0.001991247,0.02023,-0.00536,-0.04646,-0.13434,0.14223220451079285,0.020234496799999994,4.496799999993001e-06,0.0019908343,4.1269999999978685e-07,0.00017900000000015126,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame001_PYR4_embedding/frame001_PYR4_embedding.out
1,5.0,PYR4,2,bright_like,True,0.150255,4.089,4.088648,32977.2,303.2,0.518123726,5.17244,0.23746,2.25904,-0.11304,2.2742998922745437,5.172427014800001,1.29851999988162e-05,0.5181233148,4.11200000050016e-07,0.00035200000000035203,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame001_PYR4_embedding/frame001_PYR4_embedding.out
1,5.0,PYR5,1,bright_like,True,0.13804,3.756,3.756256,30296.3,330.1,0.66052015,7.17749,2.66255,-0.26299,0.13848,2.6790837986147427,7.177512952999999,2.2952999999326096e-05,0.6605204797333333,3.2973333330410526e-07,0.000256000000000256,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame001_PYR5_embedding/frame001_PYR5_embedding.out
1,5.0,PYR5,2,alternate_like,False,0.141084,3.839,3.839093,30964.4,323.0,0.013751886,0.14621,0.32511,-0.03251,-0.19864,0.3823741623070262,0.1462112618,1.2617999999853247e-06,0.01375192776,4.175999999966873e-08,9.300000000012076e-05,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame001_PYR5_embedding/frame001_PYR5_embedding.out
2,10.0,PYR2,1,alternate_like,False,0.147327,4.009,4.008976,32334.6,309.3,0.008972148,0.09135,0.01835,0.14883,-0.26242,0.30224162519414827,0.09135134779999998,1.3477999999816914e-06,0.0089722143,6.630000000049097e-08,2.4000000000690136e-05,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR2_embedding/frame002_PYR2_embedding.out
2,10.0,PYR2,2,bright_like,True,0.150441,4.094,4.093715,33018.0,302.9,0.50924132,5.07748,-0.23394,-2.24107,-0.01931,2.2533264299697016,5.0774955446000005,1.554460000008362e-05,0.50924077912,5.40880000010624e-07,0.0002849999999998687,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR2_embedding/frame002_PYR2_embedding.out
2,10.0,PYR3,1,alternate_like,False,0.147479,4.013,4.013114,32368.0,308.9,0.011531162,0.11728,0.32941,-0.03264,0.08777,0.3424616766880639,0.11727989059999999,1.0940000000347894e-07,0.011530891413333333,2.7058666666676667e-07,0.00011399999999994748,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR3_embedding/frame002_PYR3_embedding.out
2,10.0,PYR3,2,bright_like,True,0.150167,4.086,4.086261,32957.9,303.4,0.493704464,4.93154,-2.2069,0.23088,0.08854,2.220707094598475,4.931552516,1.2515999999962446e-05,0.49370304478666666,1.4192133333534862e-06,0.00026100000000006673,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR3_embedding/frame002_PYR3_embedding.out
2,10.0,PYR4,1,alternate_like,False,0.147757,4.021,4.020666,32428.9,308.4,0.009617,0.09763,0.03072,0.28637,-0.12117,0.3124579971772206,0.09763366420000001,3.6642000000169928e-06,0.009617010606666665,1.06066666647614e-08,0.0003339999999996124,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR4_embedding/frame002_PYR4_embedding.out
2,10.0,PYR4,2,bright_like,True,0.150422,4.093,4.093198,33013.9,302.9,0.511090468,5.09656,-0.2394,-2.24307,0.08885,2.2575562008508228,5.0965697074,9.707399999392408e-06,0.5110898322133334,6.3578666664732e-07,0.0001980000000001425,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR4_embedding/frame002_PYR4_embedding.out
2,10.0,PYR5,1,bright_like,True,0.138867,3.779,3.778759,30477.7,328.1,0.637471618,6.88579,-2.61098,0.25299,-0.06774,2.6240788860093365,6.8858092081,1.9208100000334127e-05,0.63747266662,1.0486200000547896e-06,0.0002409999999999357,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR5_embedding/frame002_PYR5_embedding.out
2,10.0,PYR5,2,alternate_like,False,0.141368,3.847,3.846807,31026.6,322.3,0.011913246,0.12641,0.23341,-0.02356,0.26716,0.3555418400132395,0.1264097673,2.3269999999131485e-07,0.011913552586666664,3.065866666634304e-07,0.0001929999999998877,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame002_PYR5_embedding/frame002_PYR5_embedding.out
3,15.0,PYR2,1,alternate_like,False,0.147538,4.015,4.014722,32380.9,308.8,0.008822701,0.0897,-0.02707,-0.25578,0.15344,0.29949958263743875,0.08970002690000001,2.690000000526993e-08,0.0088227724,7.139999999919433e-08,0.0002779999999997784,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR2_embedding/frame003_PYR2_embedding.out
3,15.0,PYR2,2,bright_like,True,0.150819,4.104,4.104007,33101.1,302.1,0.497305626,4.94603,-0.23014,-2.21197,-0.01611,2.2239671760167687,4.946035232600001,5.232600000404375e-06,0.49730353238,2.0936199999765925e-06,7.000000000090267e-06,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR2_embedding/frame003_PYR2_embedding.out
3,15.0,PYR3,1,alternate_like,False,0.147158,4.004,4.004373,32297.5,309.6,0.002358639,0.02404,-0.06933,0.00968,0.13835,0.15504837954651446,0.0240410738,1.0738000000010128e-06,0.0023584522133333332,1.8678666666681332e-07,0.00037300000000062283,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR3_embedding/frame003_PYR3_embedding.out
3,15.0,PYR3,2,bright_like,True,0.149614,4.071,4.071209,32836.5,304.5,0.502294183,5.03589,-2.22999,0.23388,0.09137,2.2440788756191257,5.0359037313999995,1.3731399999272753e-05,0.50229309764,1.0853599999860464e-06,0.0002089999999999037,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR3_embedding/frame003_PYR3_embedding.out
3,15.0,PYR4,1,alternate_like,False,0.147699,4.019,4.019096,32416.2,308.5,0.008492849,0.08625,0.01958,0.17014,-0.23858,0.2936835031117683,0.0862514124,1.4124000000115267e-06,0.0084926925,1.5650000000089204e-07,9.600000000009601e-05,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR4_embedding/frame003_PYR4_embedding.out
3,15.0,PYR4,2,bright_like,True,0.150579,4.097,4.097453,33048.2,302.6,0.509273163,5.07316,0.23454,2.23837,-0.08864,2.252367643170182,5.073166318100001,6.318100001401206e-06,0.5092742397599999,1.0767599998295907e-06,0.00045299999999937057,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR4_embedding/frame003_PYR4_embedding.out
3,15.0,PYR5,1,bright_like,True,0.137792,3.75,3.749508,30241.8,330.7,0.61541292,6.69937,2.57416,-0.26714,0.04128,2.5883141231311164,6.6993675236,2.47639999972904e-06,0.6154130606933332,1.4069333320598787e-07,0.0004919999999999369,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR5_embedding/frame003_PYR5_embedding.out
3,15.0,PYR5,2,alternate_like,False,0.141552,3.852,3.851816,31067.0,321.9,0.04265182,0.45197,-0.61221,0.05818,-0.27164,0.6722871410342458,0.4519742861,4.28610000002827e-06,0.04265150496,3.150399999971021e-07,0.00018399999999996197,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame003_PYR5_embedding/frame003_PYR5_embedding.out
4,20.0,PYR2,1,alternate_like,False,0.147533,4.015,4.014577,32379.7,308.8,0.011136967,0.11323,0.03189,0.29704,-0.15487,0.3364966567441644,0.11323445060000001,4.4506000000110735e-06,0.011136774393333332,1.9260666666784387e-07,0.0004229999999996181,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR2_embedding/frame004_PYR2_embedding.out
4,20.0,PYR2,2,bright_like,True,0.150692,4.101,4.10053,33073.0,302.4,0.498540213,4.96252,-0.22981,-2.21566,-0.02369,2.2276714299914158,4.962523087800001,3.0878000014666895e-06,0.49854137589333325,1.1628933332397118e-06,0.00046999999999997044,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR2_embedding/frame004_PYR2_embedding.out
4,20.0,PYR3,1,alternate_like,False,0.147523,4.014,4.014312,32377.6,308.9,0.007055467,0.07174,-0.00061,0.00022,-0.26784,0.2678432377343135,0.07173868610000002,1.313899999980106e-06,0.007055533346666666,6.634666666581468e-08,0.00031200000000009,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR3_embedding/frame004_PYR3_embedding.out
4,20.0,PYR3,2,bright_like,True,0.150487,4.095,4.094968,33028.1,302.8,0.518861417,5.17181,2.26034,-0.23574,-0.08431,2.274161383895171,5.171818439299999,8.439299999274397e-06,0.5188601143133333,1.302686666648789e-06,3.2000000000032e-05,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR3_embedding/frame004_PYR3_embedding.out
4,20.0,PYR4,1,alternate_like,False,0.147897,4.024,4.024473,32459.6,308.1,0.002471251,0.02506,-0.00442,-0.05961,0.1466,0.1583035059624391,0.025064448500000003,4.448500000003852e-06,0.0024708658799999996,3.8512000000026983e-07,0.0004730000000003898,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR4_embedding/frame004_PYR4_embedding.out
4,20.0,PYR4,2,bright_like,True,0.15021,4.087,4.08743,32967.4,303.3,0.522246322,5.21515,-0.23948,-2.26861,0.10579,2.283670291438762,5.215133526599999,1.647340000143771e-05,0.5222451210000001,1.2009999998952026e-06,0.00043000000000059657,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR4_embedding/frame004_PYR4_embedding.out
4,20.0,PYR5,1,bright_like,True,0.138209,3.761,3.760867,30333.4,329.7,0.648594776,7.03927,2.6384,-0.25939,0.10406,2.6531622641670447,7.039266215699999,3.7843000013637607e-06,0.6485936449533333,1.1310466667691088e-06,0.00013299999999993872,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR5_embedding/frame004_PYR5_embedding.out
4,20.0,PYR5,2,alternate_like,False,0.140216,3.815,3.815471,30773.9,325.0,0.015547838,0.16633,0.20367,-0.01568,0.35299,0.40783575125287874,0.1663292714,7.285999999995241e-07,0.015548084853333333,2.468533333334355e-07,0.0004710000000001102,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame004_PYR5_embedding/frame004_PYR5_embedding.out
5,25.0,PYR2,1,alternate_like,False,0.147217,4.006,4.005975,32310.4,309.5,0.058605874,0.59714,0.08689,0.75881,-0.11748,0.7727483419587517,0.5971440386,4.038599999978132e-06,0.05860610625333333,2.3225333332932419e-07,2.4999999999941735e-05,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR2_embedding/frame005_PYR2_embedding.out
5,25.0,PYR2,2,bright_like,True,0.149499,4.068,4.068078,32811.3,304.8,0.424630393,4.26053,0.22555,2.05153,0.02996,2.0641051329813607,4.260545745,1.57449999997894e-05,0.42462998298,4.100200000078935e-07,7.800000000024454e-05,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR2_embedding/frame005_PYR2_embedding.out
5,25.0,PYR3,1,alternate_like,False,0.146805,3.995,3.994774,32220.0,310.4,0.0088556,0.09048,0.2479,-0.02508,-0.16852,0.3007989361683316,0.09048240680000001,2.4068000000071477e-06,0.0088552776,3.224000000006527e-07,0.0002260000000000595,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR3_embedding/frame005_PYR3_embedding.out
5,25.0,PYR3,2,bright_like,True,0.148912,4.052,4.052091,32682.3,306.0,0.501037835,5.047,2.2341,-0.22867,-0.05935,2.24655291502337,5.047015201400001,1.5201400000997012e-05,0.5010392426666666,1.4076666665641113e-06,9.10000000002853e-05,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR3_embedding/frame005_PYR3_embedding.out
5,25.0,PYR4,1,alternate_like,False,0.148253,4.034,4.034157,32537.7,307.3,0.00846338,0.08563,0.02646,0.25783,-0.13585,0.2926260412198477,0.085631663,1.6629999999989709e-06,0.008463269593333333,1.104066666667014e-07,0.00015700000000062886,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR4_embedding/frame005_PYR4_embedding.out
5,25.0,PYR4,2,bright_like,True,0.150254,4.089,4.088606,32976.8,303.2,0.501976497,5.0113,0.22885,2.22498,-0.09163,2.238593308307697,5.011304379799999,4.379799999121303e-06,0.5019785801333334,2.0831333333859448e-06,0.00039400000000000546,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR4_embedding/frame005_PYR4_embedding.out
5,25.0,PYR5,1,bright_like,True,0.139535,3.797,3.796936,30624.4,326.5,0.647307662,6.95856,2.62293,-0.27241,0.06788,2.6379082622411265,6.958576687400001,1.6687400000492403e-05,0.6473084464,7.843999999535001e-07,6.4000000000064e-05,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR5_embedding/frame005_PYR5_embedding.out
5,25.0,PYR5,2,alternate_like,False,0.142257,3.871,3.870999,31221.7,320.3,0.020591079,0.21712,-0.36306,0.03334,-0.29016,0.4659613717895508,0.2171169448,3.0552000000183543e-06,0.02059122656,1.4755999999671587e-07,1.000000000139778e-06,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame005_PYR5_embedding/frame005_PYR5_embedding.out
6,30.0,PYR2,1,alternate_like,False,0.147542,4.015,4.014821,32381.7,308.8,0.018233407,0.18537,-0.04247,-0.37828,0.20118,0.43054616477214147,0.1853728517,2.8517000000005677e-06,0.01823324036,1.6664000000027324e-07,0.00017899999999926308,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR2_embedding/frame006_PYR2_embedding.out
6,30.0,PYR2,2,bright_like,True,0.149961,4.081,4.080648,32912.6,303.8,0.486883676,4.8701,-0.2333,-2.19407,-0.04186,2.206830306117804,4.870124314499999,2.431449999917845e-05,0.48688337740000004,2.9859999994830133e-07,0.00035200000000035203,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR2_embedding/frame006_PYR2_embedding.out
6,30.0,PYR3,1,alternate_like,False,0.147684,4.019,4.018687,32412.9,308.5,0.011422138,0.11601,-0.33151,0.03284,-0.07097,0.3406024075076393,0.11601408660000001,4.086600000008378e-06,0.01142188056,2.5744000000001155e-07,0.00031300000000022976,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR3_embedding/frame006_PYR3_embedding.out
6,30.0,PYR3,2,bright_like,True,0.150525,4.096,4.095994,33036.4,302.7,0.492967153,4.91248,2.20364,-0.22627,-0.07252,2.21641151413721,4.9124865129,6.5128999997554615e-06,0.492967368,2.1500000002561137e-07,5.999999999950489e-06,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR3_embedding/frame006_PYR3_embedding.out
6,30.0,PYR4,1,alternate_like,False,0.148059,4.029,4.02888,32495.1,307.7,0.010112754,0.10245,0.01872,0.2204,-0.23136,0.32007811546558446,0.10245404800000002,4.048000000020369e-06,0.010112429699999998,3.243000000017343e-07,0.00011999999999989797,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR4_embedding/frame006_PYR4_embedding.out
6,30.0,PYR4,2,bright_like,True,0.150385,4.092,4.092186,33005.7,303.0,0.510757213,5.09449,0.23474,2.24373,-0.07116,2.257097693942378,5.094490926099999,9.260999984661566e-07,0.5107565857666667,6.272333332724145e-07,0.00018600000000024153,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR4_embedding/frame006_PYR4_embedding.out
6,30.0,PYR5,1,bright_like,True,0.138768,3.776,3.776057,30456.0,328.3,0.659519925,7.12904,-2.65494,0.26731,-0.09414,2.6700262170997497,7.1290233792999995,1.662070000030269e-05,0.65952174848,1.8234799999961027e-06,5.700000000041783e-05,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR5_embedding/frame006_PYR5_embedding.out
6,30.0,PYR5,2,alternate_like,False,0.141292,3.845,3.84475,31010.0,322.5,0.003925759,0.04168,0.06545,-0.00474,0.19332,0.20415680248279752,0.0416787925,1.2075000000028036e-06,0.003926033706666667,2.7470666666678384e-07,0.00025000000000030553,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame006_PYR5_embedding/frame006_PYR5_embedding.out
7,35.0,PYR2,1,alternate_like,False,0.147388,4.011,4.010621,32347.8,309.1,0.009094124,0.09255,-0.0159,-0.22108,-0.20838,0.30422031490352514,0.0925514008,1.4008000000093057e-06,0.009093839599999999,2.844000000015723e-07,0.00037899999999968514,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR2_embedding/frame007_PYR2_embedding.out
7,35.0,PYR2,2,bright_like,True,0.15078,4.103,4.102945,33092.5,302.2,0.490046455,4.8751,-0.22785,-2.19616,0.00853,2.207962862006515,4.875107129,7.129000000105634e-06,0.490045052,1.4030000000109233e-06,5.499999999969418e-05,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR2_embedding/frame007_PYR2_embedding.out
7,35.0,PYR3,1,alternate_like,False,0.145848,3.969,3.968724,32009.9,312.4,0.012775698,0.13139,-0.26369,0.02567,0.24739,0.3624775855139184,0.13139317709999998,3.1770999999736205e-06,0.01277531248,3.8551999999997255e-07,0.00027599999999994296,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR3_embedding/frame007_PYR3_embedding.out
7,35.0,PYR3,2,bright_like,True,0.149567,4.07,4.069927,32826.2,304.6,0.490450249,4.9187,2.20489,-0.22922,-0.06808,2.217814239290568,4.918716606899999,1.6606899998272695e-05,0.4904501352666667,1.1373333330677582e-07,7.300000000043383e-05,36.971875,53.464375,43.391875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR3_embedding/frame007_PYR3_embedding.out
7,35.0,PYR4,1,alternate_like,False,0.147718,4.02,4.019625,32420.5,308.4,0.007441762,0.07557,0.01859,0.19025,-0.19755,0.2748999818115672,0.0755666531,3.346899999992492e-06,0.00744203284,2.7083999999937686e-07,0.0003750000000000142,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR4_embedding/frame007_PYR4_embedding.out
7,35.0,PYR4,2,bright_like,True,0.150431,4.093,4.093426,33015.7,302.9,0.512697666,5.1123,0.23493,2.24707,-0.08829,2.2610395839082518,5.1123108139,1.0813899999462251e-05,0.5126989342,1.2682000000152627e-06,0.00042600000000003746,20.480625,36.971875,56.783750000000005,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR4_embedding/frame007_PYR4_embedding.out
7,35.0,PYR5,1,bright_like,True,0.139284,3.79,3.790103,30569.2,327.1,0.659436962,7.10173,-2.64822,0.26897,-0.12768,2.664907127837666,7.101716211699999,1.3788300001316145e-05,0.6594382408799999,1.2788799998997291e-06,0.00010300000000018628,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR5_embedding/frame007_PYR5_embedding.out
7,35.0,PYR5,2,alternate_like,False,0.141821,3.859,3.859158,31126.2,321.3,0.011305277,0.11957,0.16847,-0.01865,0.3014,0.3457889529756554,0.1195719234,1.9234000000062368e-06,0.011305024646666667,2.5235333333401e-07,0.00015799999999988046,36.970000000000006,19.2875,70.175,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame007_PYR5_embedding/frame007_PYR5_embedding.out
8,40.0,PYR2,1,alternate_like,False,0.146772,3.994,3.993867,32212.7,310.4,0.005736425,0.05863,-0.01645,-0.13172,0.2025,0.2421363252384904,0.05862701090000001,2.9890999999893086e-06,0.00573682824,4.032400000002906e-07,0.0001330000000003828,53.465624999999996,36.9725,29.99875,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame008_PYR2_embedding/frame008_PYR2_embedding.out
