site,PYR2,PYR3,PYR4,PYR5
PYR2,0,-0.0380204749495,-0.00179159314459,0.0054113000095
PYR3,-0.0380204749495,0,-0.0210762788908,-0.00393311988197
PYR4,-0.00179159314459,-0.0210762788908,0,-0.0662426917883
PYR5,0.0054113000095,-0.00393311988197,-0.0662426917883,0
