site_a,site_b,frame000_point_J_meV,frame000_TDCAC_J_meV,correction_factor,percent_change,sign_preserved
PYR2,PYR3,-1.1708052724839102,-1.2088725028016176,1.0325137161681432,3.2513716168143247,True
PYR2,PYR4,0.25494184652352986,0.2531595361742831,0.993008953321901,-0.6991046678099022,True
PYR2,PYR5,0.07332425128729027,0.0786088359098344,1.072071443346059,7.207144334605897,True
PYR3,PYR4,1.2214988806103855,1.2005483154035799,0.9828484777682837,-1.7151522231716343,True
PYR3,PYR5,0.28617713876249823,0.2822317915819626,0.9862136186084035,-1.3786381391596492,True
PYR4,PYR5,-1.3916711805714554,-1.4580793249847515,1.047718272347946,4.77182723479459,True
