gate,pass
Gate3A_parent_audit_is_accepted,True
Gate3C1_hexagonal_redesign_path_is_active,True
Gate3D_edge_completion_seed_is_accepted,True
Gate3D_has_no_failed_gates,True
template_family_contains_45_annuli,True
all_templates_are_connected,True
all_templates_are_bipartite,True
all_templates_have_no_four_member_cycles,True
all_templates_have_only_degree2_or_degree3_atoms,True
screening_metrics_are_finite,True
