classification,outer_shell_n,inner_shell_m,annulus_heavy_atoms,annulus_edges,degree2_atoms,degree3_atoms,outer_boundary_atoms,outer_boundary_color0,outer_boundary_color1,inner_boundary_atoms,inner_boundary_color0,inner_boundary_color1,maximum_heteropolar_attachment_sites,homopolar_bonds_required_for_30_site_attachment,unused_outer_boundary_sites_after_30_attachments,outer_radius_mean_nm,outer_radius_maximum_nm,inner_radius_mean_nm,outer_radius_relative_error,inner_radius_relative_error,seed_heavy_atoms_per_end,total_added_heavy_atoms_per_end,total_heavy_relative_error,connected_components,bipartite,four_member_cycles,graph_integrity_pass,direct_30_site_heteropolar_attachment_possible,geometric_and_population_constraints_pass,direct_candidate_pass,screening_penalty,overall_screening_rank
BEST_OVERALL_PENALTY,5,2,126,168,42,84,30,15,15,12,6,6,15,15,0,1.0740412851132826,1.1322783693423681,0.5227089898747374,0.10431301368724762,0.2454255965495388,30,156,0.07487683944336797,1,True,0,True,False,True,False,192.46154496801543,1
BEST_GEOMETRY_AND_POPULATION,5,2,126,168,42,84,30,15,15,12,6,6,15,15,0,1.0740412851132826,1.1322783693423681,0.5227089898747374,0.10431301368724762,0.2454255965495388,30,156,0.07487683944336797,1,True,0,True,False,True,False,192.46154496801543,1
BEST_30_SITE_ATTACHMENT_CAPABLE,10,2,576,828,72,504,60,30,30,12,6,6,30,0,30,2.220059168360799,2.3865631947664547,0.5227089898747374,0.8513982036876249,0.2454255965495388,30,606,3.175483107068468,1,True,0,True,True,False,False,427.23069073056314,33
