metric,value
neutral_mol2_exists,True
frcmod_exists,True
prmtop_exists,True
inpcrd_exists,True
atom_count,26
unique_atom_types,ca;ha
total_charge_e,-0.00000200
abs_total_charge_e,2.00000000e-06
tleap_errors_detected,False
frcmod_missing_or_attention_detected,False
