site,PYR2,PYR3,PYR4,PYR5
PYR2,0,-0.0380672303177,-0.00178231034925,0.00528458462254
PYR3,-0.0380672303177,0,-0.0209505652068,-0.00394534718054
PYR4,-0.00178231034925,-0.0209505652068,0,-0.0664081444133
PYR5,0.00528458462254,-0.00394534718054,-0.0664081444133,0
