site,PYR2,PYR3,PYR4,PYR5
PYR2,0,-1.17080527248,0.254941846524,0.0733242512873
PYR3,-1.17080527248,0,1.22149888061,0.286177138762
PYR4,0.254941846524,1.22149888061,0,-1.39167118057
PYR5,0.0733242512873,0.286177138762,-1.39167118057,0
