region,display_name,operational_count,profile_guided_count,count_difference,relative_count_change,operational_fraction,profile_guided_fraction,fraction_difference
lumen_core,Lumen core,454.5967981245943,393.28934960419014,-61.30744852040414,-0.13486115338542531,0.0872250618422606,0.07546178939809828,-0.011763272444162323
interfacial_shell,Interfacial shell,448.01433077482824,488.9141710488449,40.89984027401664,0.09129136606697717,0.08596206103797284,0.09380965502006225,0.00784759398208941
mouth_transitions,Mouth transitions,108.87009950460073,105.66614090953021,-3.2039585950705174,-0.029429187716826892,0.020889282989316565,0.02027452835895405,-0.0006147546303625143
exterior,Exterior,4200.286909366925,4223.898476208383,23.611566841457716,0.005621417620020746,0.8059235941304501,0.8104540272228855,0.004530433092435393
