region,display_name,cell_count,volume_nm^3,volume_fraction,average_water_count,water_count_fraction,volume_weighted_density_nm^-3,radial_recovery_fraction,axial_inner_fraction,axial_outer_fraction
lumen_core,Lumen core,1692,11.979215734728884,0.06527790991066079,393.28934960419014,0.07546178939809828,32.830976443975956,0.5,0.8,0.2
interfacial_shell,Interfacial shell,1034,19.114933079462542,0.10416231806327894,488.9141710488449,0.09380965502006225,25.577603071712755,0.5,0.8,0.2
mouth_transitions,Mouth transitions,1015,11.57754680520759,0.0630891098442935,105.66614090953021,0.02027452835895405,9.12681612843936,0.5,0.8,0.2
exterior,Exterior,4899,140.839322903155,0.7674706621817668,4223.898476208383,0.8104540272228855,29.990903031483985,0.5,0.8,0.2
