run,timestep,z_A,fraction
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-119.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-117.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-115.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-113.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-111.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-109.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-107.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-105.0,3.334778403975056e-05
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-103.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-101.0,0.00010004335211925168
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-99.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-97.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-95.0,0.0
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-93.0,0.00010004335211925168
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-91.0,0.0001667389201987528
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-89.0,0.0002334344882782539
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-87.0,0.0001667389201987528
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-85.0,0.0004335211925167573
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-83.0,0.0003668256244372561
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-81.0,0.0006336078967552607
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-79.0,0.0011004768733117684
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-77.0,0.0014673024977490245
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-75.0,0.0032013872678160536
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-73.0,0.006169340047353853
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-71.0,0.010204421916163671
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-69.0,0.014006069296695234
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-67.0,0.01664054423583553
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-65.0,0.016207023043318773
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-63.0,0.016507153099676528
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-61.0,0.014539633841331244
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-59.0,0.014472938273251742
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-57.0,0.01487311168172875
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-55.0,0.014439590489211993
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-53.0,0.015006502817887752
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-51.0,0.015373328442325007
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-49.0,0.01373928702437723
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-47.0,0.013038983559542468
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-45.0,0.014472938273251742
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-43.0,0.013539200320138728
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-41.0,0.01437289492113249
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-39.0,0.012705505719144963
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-37.0,0.013672591456297728
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-35.0,0.012838896855303965
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-33.0,0.01253876679894621
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-31.0,0.01313902691166172
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-29.0,0.012338680094707706
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-27.0,0.012772201287224463
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-25.0,0.013805982592456731
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-23.0,0.013772634808416982
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-21.0,0.013572548104178477
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-19.0,0.013605895888218228
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-17.0,0.012405375662787209
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-15.0,0.012038550038349952
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-13.0,0.012138593390469203
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-11.0,0.012038550038349952
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-9.0,0.0119385066862307
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-7.0,0.012438723446826958
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-5.0,0.012672157935105212
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-3.0,0.012672157935105212
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,-1.0,0.013639243672257979
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,1.0,0.012672157935105212
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,3.0,0.012638810151065463
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,5.0,0.0119385066862307
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,7.0,0.012238636742588455
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,9.0,0.012605462367025711
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,11.0,0.013339113615900223
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,13.0,0.013505852536098976
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,15.0,0.013272418047820722
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,17.0,0.012872244639343715
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,19.0,0.01197185447027045
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,21.0,0.012138593390469203
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,23.0,0.012638810151065463
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,25.0,0.012738853503184714
nvt300_contained_bn_like_chromophore_12dipoles_carved_extend_5k_to_20k,6000,27.0,0.013672591456297728
