run,timestep,r_A,fraction
nvt300_fieldZ_water_only,0,0.875,0.001
nvt300_fieldZ_water_only,0,2.625,0.0022333333333333333
nvt300_fieldZ_water_only,0,4.375,0.0038666666666666667
nvt300_fieldZ_water_only,0,6.125,0.005533333333333334
nvt300_fieldZ_water_only,0,7.875,0.0081
nvt300_fieldZ_water_only,0,9.625,0.008566666666666667
nvt300_fieldZ_water_only,0,11.375,0.010066666666666666
nvt300_fieldZ_water_only,0,13.125,0.0127
nvt300_fieldZ_water_only,0,14.875,0.014
nvt300_fieldZ_water_only,0,16.625,0.015533333333333333
nvt300_fieldZ_water_only,0,18.375,0.017133333333333334
nvt300_fieldZ_water_only,0,20.125,0.018266666666666667
nvt300_fieldZ_water_only,0,21.875,0.0207
nvt300_fieldZ_water_only,0,23.625,0.023166666666666665
nvt300_fieldZ_water_only,0,25.375,0.023633333333333333
nvt300_fieldZ_water_only,0,27.125,0.025966666666666666
nvt300_fieldZ_water_only,0,28.875,0.027033333333333333
nvt300_fieldZ_water_only,0,30.625,0.028266666666666666
nvt300_fieldZ_water_only,0,32.375,0.031266666666666665
nvt300_fieldZ_water_only,0,34.125,0.032466666666666665
nvt300_fieldZ_water_only,0,35.875,0.03306666666666667
nvt300_fieldZ_water_only,0,37.625,0.0342
nvt300_fieldZ_water_only,0,39.375,0.0366
nvt300_fieldZ_water_only,0,41.125,0.037733333333333334
nvt300_fieldZ_water_only,0,42.875,0.040266666666666666
nvt300_fieldZ_water_only,0,44.625,0.04543333333333333
nvt300_fieldZ_water_only,0,46.375,0.0458
nvt300_fieldZ_water_only,0,48.125,0.04883333333333333
nvt300_fieldZ_water_only,0,49.875,0.05076666666666667
nvt300_fieldZ_water_only,0,51.625,0.05196666666666667
nvt300_fieldZ_water_only,0,53.375,0.05163333333333334
nvt300_fieldZ_water_only,0,55.125,0.046033333333333336
nvt300_fieldZ_water_only,0,56.875,0.04016666666666667
nvt300_fieldZ_water_only,0,58.625,0.032433333333333335
nvt300_fieldZ_water_only,0,60.375,0.0244
nvt300_fieldZ_water_only,0,62.125,0.0185
nvt300_fieldZ_water_only,0,63.875,0.012966666666666666
nvt300_fieldZ_water_only,0,65.625,0.0097
nvt300_fieldZ_water_only,0,67.375,0.005266666666666667
nvt300_fieldZ_water_only,0,69.125,0.0020666666666666667
nvt300_fieldZ_water_only,0,70.875,0.0010666666666666667
nvt300_fieldZ_water_only,0,72.625,0.00036666666666666667
nvt300_fieldZ_water_only,0,74.375,0.0004
nvt300_fieldZ_water_only,0,76.125,0.0002
nvt300_fieldZ_water_only,0,77.875,0.0002
nvt300_fieldZ_water_only,0,79.625,0.00023333333333333333
nvt300_fieldZ_water_only,0,81.375,0.00013333333333333334
nvt300_fieldZ_water_only,0,83.125,0.0
nvt300_fieldZ_water_only,0,84.875,3.3333333333333335e-05
nvt300_fieldZ_water_only,0,86.625,0.0
nvt300_fieldZ_water_only,0,88.375,0.0
nvt300_fieldZ_water_only,0,90.125,3.3333333333333335e-05
nvt300_fieldZ_water_only,0,91.875,0.0
nvt300_fieldZ_water_only,0,93.625,0.0
nvt300_fieldZ_water_only,0,95.375,0.0
nvt300_fieldZ_water_only,0,97.125,0.0
nvt300_fieldZ_water_only,0,98.875,0.0
nvt300_fieldZ_water_only,0,100.625,0.0
nvt300_fieldZ_water_only,0,102.375,0.0
nvt300_fieldZ_water_only,0,104.125,0.0
nvt300_fieldZ_water_only,0,105.875,0.0
nvt300_fieldZ_water_only,0,107.625,0.0
nvt300_fieldZ_water_only,0,109.375,0.0
nvt300_fieldZ_water_only,0,111.125,0.0
nvt300_fieldZ_water_only,0,112.875,0.0
nvt300_fieldZ_water_only,0,114.625,0.0
nvt300_fieldZ_water_only,0,116.375,0.0
nvt300_fieldZ_water_only,0,118.125,0.0
nvt300_fieldZ_water_only,0,119.875,0.0
nvt300_fieldZ_water_only,0,121.625,0.0
nvt300_fieldZ_water_only,0,123.375,0.0
nvt300_fieldZ_water_only,0,125.125,0.0
nvt300_fieldZ_water_only,0,126.875,0.0
nvt300_fieldZ_water_only,0,128.625,0.0
nvt300_fieldZ_water_only,0,130.375,0.0
nvt300_fieldZ_water_only,0,132.125,0.0
nvt300_fieldZ_water_only,0,133.875,0.0
nvt300_fieldZ_water_only,0,135.625,0.0
nvt300_fieldZ_water_only,0,137.375,0.0
nvt300_fieldZ_water_only,0,139.125,0.0
nvt300_fieldZ_water_only,1000,0.875,0.001
nvt300_fieldZ_water_only,1000,2.625,0.0024333333333333334
nvt300_fieldZ_water_only,1000,4.375,0.0036333333333333335
nvt300_fieldZ_water_only,1000,6.125,0.0058
nvt300_fieldZ_water_only,1000,7.875,0.007933333333333334
nvt300_fieldZ_water_only,1000,9.625,0.008666666666666666
nvt300_fieldZ_water_only,1000,11.375,0.010233333333333334
nvt300_fieldZ_water_only,1000,13.125,0.012766666666666667
nvt300_fieldZ_water_only,1000,14.875,0.013933333333333334
nvt300_fieldZ_water_only,1000,16.625,0.0156
nvt300_fieldZ_water_only,1000,18.375,0.016633333333333333
nvt300_fieldZ_water_only,1000,20.125,0.018833333333333334
nvt300_fieldZ_water_only,1000,21.875,0.020866666666666665
nvt300_fieldZ_water_only,1000,23.625,0.0222
nvt300_fieldZ_water_only,1000,25.375,0.024733333333333333
nvt300_fieldZ_water_only,1000,27.125,0.025433333333333332
nvt300_fieldZ_water_only,1000,28.875,0.0276
nvt300_fieldZ_water_only,1000,30.625,0.0284
nvt300_fieldZ_water_only,1000,32.375,0.031033333333333333
nvt300_fieldZ_water_only,1000,34.125,0.032933333333333335
nvt300_fieldZ_water_only,1000,35.875,0.03253333333333333
nvt300_fieldZ_water_only,1000,37.625,0.03473333333333333
nvt300_fieldZ_water_only,1000,39.375,0.0368
nvt300_fieldZ_water_only,1000,41.125,0.03676666666666667
nvt300_fieldZ_water_only,1000,42.875,0.0411
nvt300_fieldZ_water_only,1000,44.625,0.0458
nvt300_fieldZ_water_only,1000,46.375,0.04533333333333334
nvt300_fieldZ_water_only,1000,48.125,0.0497
nvt300_fieldZ_water_only,1000,49.875,0.05053333333333333
nvt300_fieldZ_water_only,1000,51.625,0.05246666666666667
nvt300_fieldZ_water_only,1000,53.375,0.05076666666666667
nvt300_fieldZ_water_only,1000,55.125,0.04636666666666667
nvt300_fieldZ_water_only,1000,56.875,0.0401
nvt300_fieldZ_water_only,1000,58.625,0.03166666666666667
nvt300_fieldZ_water_only,1000,60.375,0.0247
nvt300_fieldZ_water_only,1000,62.125,0.018
nvt300_fieldZ_water_only,1000,63.875,0.0129
nvt300_fieldZ_water_only,1000,65.625,0.0096
nvt300_fieldZ_water_only,1000,67.375,0.0048
nvt300_fieldZ_water_only,1000,69.125,0.0021
nvt300_fieldZ_water_only,1000,70.875,0.001
nvt300_fieldZ_water_only,1000,72.625,0.0003
nvt300_fieldZ_water_only,1000,74.375,0.0003333333333333333
nvt300_fieldZ_water_only,1000,76.125,0.0002
nvt300_fieldZ_water_only,1000,77.875,0.00023333333333333333
nvt300_fieldZ_water_only,1000,79.625,0.0003
nvt300_fieldZ_water_only,1000,81.375,0.0001
nvt300_fieldZ_water_only,1000,83.125,3.3333333333333335e-05
nvt300_fieldZ_water_only,1000,84.875,3.3333333333333335e-05
nvt300_fieldZ_water_only,1000,86.625,0.0
nvt300_fieldZ_water_only,1000,88.375,0.0
nvt300_fieldZ_water_only,1000,90.125,3.3333333333333335e-05
nvt300_fieldZ_water_only,1000,91.875,0.0
nvt300_fieldZ_water_only,1000,93.625,0.0
nvt300_fieldZ_water_only,1000,95.375,0.0
nvt300_fieldZ_water_only,1000,97.125,0.0
nvt300_fieldZ_water_only,1000,98.875,0.0
nvt300_fieldZ_water_only,1000,100.625,0.0
nvt300_fieldZ_water_only,1000,102.375,0.0
nvt300_fieldZ_water_only,1000,104.125,0.0
nvt300_fieldZ_water_only,1000,105.875,0.0
nvt300_fieldZ_water_only,1000,107.625,0.0
nvt300_fieldZ_water_only,1000,109.375,0.0
nvt300_fieldZ_water_only,1000,111.125,0.0
nvt300_fieldZ_water_only,1000,112.875,0.0
nvt300_fieldZ_water_only,1000,114.625,0.0
nvt300_fieldZ_water_only,1000,116.375,0.0
nvt300_fieldZ_water_only,1000,118.125,0.0
nvt300_fieldZ_water_only,1000,119.875,0.0
nvt300_fieldZ_water_only,1000,121.625,0.0
nvt300_fieldZ_water_only,1000,123.375,0.0
nvt300_fieldZ_water_only,1000,125.125,0.0
nvt300_fieldZ_water_only,1000,126.875,0.0
nvt300_fieldZ_water_only,1000,128.625,0.0
nvt300_fieldZ_water_only,1000,130.375,0.0
nvt300_fieldZ_water_only,1000,132.125,0.0
nvt300_fieldZ_water_only,1000,133.875,0.0
nvt300_fieldZ_water_only,1000,135.625,0.0
nvt300_fieldZ_water_only,1000,137.375,0.0
nvt300_fieldZ_water_only,1000,139.125,0.0
nvt300_fieldZ_water_only,2000,0.875,0.0008333333333333334
nvt300_fieldZ_water_only,2000,2.625,0.0024333333333333334
nvt300_fieldZ_water_only,2000,4.375,0.004066666666666666
nvt300_fieldZ_water_only,2000,6.125,0.005833333333333334
nvt300_fieldZ_water_only,2000,7.875,0.007833333333333333
nvt300_fieldZ_water_only,2000,9.625,0.008233333333333334
nvt300_fieldZ_water_only,2000,11.375,0.0106
nvt300_fieldZ_water_only,2000,13.125,0.012633333333333333
nvt300_fieldZ_water_only,2000,14.875,0.0143
nvt300_fieldZ_water_only,2000,16.625,0.0154
nvt300_fieldZ_water_only,2000,18.375,0.016866666666666665
nvt300_fieldZ_water_only,2000,20.125,0.0189
nvt300_fieldZ_water_only,2000,21.875,0.0206
nvt300_fieldZ_water_only,2000,23.625,0.02266666666666667
nvt300_fieldZ_water_only,2000,25.375,0.0243
nvt300_fieldZ_water_only,2000,27.125,0.025933333333333333
nvt300_fieldZ_water_only,2000,28.875,0.0275
nvt300_fieldZ_water_only,2000,30.625,0.0282
nvt300_fieldZ_water_only,2000,32.375,0.03213333333333333
nvt300_fieldZ_water_only,2000,34.125,0.031733333333333336
nvt300_fieldZ_water_only,2000,35.875,0.033
nvt300_fieldZ_water_only,2000,37.625,0.0349
nvt300_fieldZ_water_only,2000,39.375,0.0365
nvt300_fieldZ_water_only,2000,41.125,0.03816666666666667
nvt300_fieldZ_water_only,2000,42.875,0.04056666666666667
nvt300_fieldZ_water_only,2000,44.625,0.044833333333333336
nvt300_fieldZ_water_only,2000,46.375,0.046266666666666664
nvt300_fieldZ_water_only,2000,48.125,0.049833333333333334
nvt300_fieldZ_water_only,2000,49.875,0.05103333333333333
nvt300_fieldZ_water_only,2000,51.625,0.0517
nvt300_fieldZ_water_only,2000,53.375,0.0512
nvt300_fieldZ_water_only,2000,55.125,0.04546666666666667
nvt300_fieldZ_water_only,2000,56.875,0.03963333333333333
nvt300_fieldZ_water_only,2000,58.625,0.03203333333333333
nvt300_fieldZ_water_only,2000,60.375,0.024533333333333334
nvt300_fieldZ_water_only,2000,62.125,0.017966666666666666
nvt300_fieldZ_water_only,2000,63.875,0.0127
nvt300_fieldZ_water_only,2000,65.625,0.009333333333333334
nvt300_fieldZ_water_only,2000,67.375,0.0047666666666666664
nvt300_fieldZ_water_only,2000,69.125,0.0019333333333333333
nvt300_fieldZ_water_only,2000,70.875,0.001
nvt300_fieldZ_water_only,2000,72.625,0.0004333333333333333
nvt300_fieldZ_water_only,2000,74.375,0.0002666666666666667
nvt300_fieldZ_water_only,2000,76.125,0.00016666666666666666
nvt300_fieldZ_water_only,2000,77.875,0.00023333333333333333
nvt300_fieldZ_water_only,2000,79.625,0.0003
nvt300_fieldZ_water_only,2000,81.375,0.00013333333333333334
nvt300_fieldZ_water_only,2000,83.125,3.3333333333333335e-05
nvt300_fieldZ_water_only,2000,84.875,0.0
nvt300_fieldZ_water_only,2000,86.625,3.3333333333333335e-05
