run,timestep,r_A,count,shell_volume_A3,number_density_O_per_A3
nvt300_fieldZ_carbon_like,0,0.875,21,1924.225500323748,0.010913481812015681
nvt300_fieldZ_carbon_like,0,2.625,80,5772.676500971245,0.013858389602559593
nvt300_fieldZ_carbon_like,0,4.375,113,9621.127501618741,0.011744985188169257
nvt300_fieldZ_carbon_like,0,6.125,181,13469.578502266239,0.013437688489624748
nvt300_fieldZ_carbon_like,0,7.875,237,17318.029502913734,0.0136851597325276
nvt300_fieldZ_carbon_like,0,9.625,251,21166.480503561233,0.011858372012190197
nvt300_fieldZ_carbon_like,0,11.375,304,25014.931504208726,0.012152741651475337
nvt300_fieldZ_carbon_like,0,13.125,374,28863.382504856225,0.012957594278393221
nvt300_fieldZ_carbon_like,0,14.875,427,32711.83350550372,0.01305338020652856
nvt300_fieldZ_carbon_like,0,16.625,442,36560.28450615122,0.012089621455917118
nvt300_fieldZ_carbon_like,0,18.375,500,40408.73550679871,0.012373562145142496
nvt300_fieldZ_carbon_like,0,20.125,589,44257.18650744621,0.013308573058545001
nvt300_fieldZ_carbon_like,0,21.875,635,48105.63750809371,0.013200116096438013
nvt300_fieldZ_carbon_like,0,23.625,648,51954.0885087412,0.012472550642303635
nvt300_fieldZ_carbon_like,0,25.375,719,55802.539509388705,0.012884718264103898
nvt300_fieldZ_carbon_like,0,27.125,786,59650.990510036194,0.01317664624307884
nvt300_fieldZ_carbon_like,0,28.875,820,63499.4415106837,0.012913499402385075
nvt300_fieldZ_carbon_like,0,30.625,885,67347.89251133119,0.01314072299814133
nvt300_fieldZ_carbon_like,0,32.375,933,71196.34351197869,0.013104605573501455
nvt300_fieldZ_carbon_like,0,34.125,968,75044.79451262619,0.012898962630074697
nvt300_fieldZ_carbon_like,0,35.875,1004,78893.24551327368,0.012726057769179726
nvt300_fieldZ_carbon_like,0,37.625,1029,82741.69651392118,0.012436293227645775
nvt300_fieldZ_carbon_like,0,39.375,1119,86590.14751456867,0.012922948304386821
nvt300_fieldZ_carbon_like,0,41.125,1163,90438.59851521616,0.012859553543438944
nvt300_fieldZ_carbon_like,0,42.875,1207,94287.04951586366,0.012801333865017422
nvt300_fieldZ_carbon_like,0,44.625,1333,98135.50051651117,0.013583259808979366
nvt300_fieldZ_carbon_like,0,46.375,1360,101983.95151715867,0.013335431504349798
nvt300_fieldZ_carbon_like,0,48.125,1497,105832.40251780614,0.014145006296612533
nvt300_fieldZ_carbon_like,0,49.875,1516,109680.85351845366,0.013821920156237068
nvt300_fieldZ_carbon_like,0,51.625,1617,113529.30451910115,0.014243018636020465
nvt300_fieldZ_carbon_like,0,53.375,1510,117377.75551974864,0.012864447725326838
nvt300_fieldZ_carbon_like,0,55.125,1421,121226.20652039614,0.01172188787216499
nvt300_fieldZ_carbon_like,0,56.875,1178,125074.65752104363,0.009418374779893386
nvt300_fieldZ_carbon_like,0,58.625,983,128923.10852169115,0.007624699801856015
nvt300_fieldZ_carbon_like,0,60.375,767,132771.55952233865,0.005776839578893048
nvt300_fieldZ_carbon_like,0,62.125,557,136620.01052298612,0.004077001589062866
nvt300_fieldZ_carbon_like,0,63.875,407,140468.46152363362,0.0028974475521789836
nvt300_fieldZ_carbon_like,0,65.625,253,144316.9125242811,0.0017530862847237889
nvt300_fieldZ_carbon_like,0,67.375,81,148165.36352492863,0.0005466864729581139
nvt300_fieldZ_carbon_like,0,69.125,10,152013.8145255761,6.578349494885884e-05
nvt300_fieldZ_carbon_like,0,70.875,6,155862.2655262236,3.849552667377665e-05
nvt300_fieldZ_carbon_like,0,72.625,14,159710.7165268711,8.765848844992514e-05
nvt300_fieldZ_carbon_like,0,74.375,12,163559.16752751858,7.336794495472728e-05
nvt300_fieldZ_carbon_like,0,76.125,9,167407.61852816612,5.376099414786049e-05
nvt300_fieldZ_carbon_like,0,77.875,4,171256.0695288136,2.3356836408808307e-05
