run,timestep,z_A,fraction
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-119.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-117.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-115.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-113.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-111.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-109.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-107.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-105.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-103.0,3.334778403975056e-05
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-101.0,3.334778403975056e-05
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-99.0,6.669556807950112e-05
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-97.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-95.0,0.0
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-93.0,6.669556807950112e-05
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-91.0,0.0002667822723180045
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-89.0,0.0001667389201987528
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-87.0,0.0002667822723180045
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-85.0,0.000300130056357755
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-83.0,0.0004668689765565078
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-81.0,0.000533564544636009
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-79.0,0.0010004335211925167
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-77.0,0.0014006069296695234
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-75.0,0.002734518291259546
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-73.0,0.004535298629406076
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-71.0,0.009203988394971154
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-69.0,0.011871811118151198
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-67.0,0.015573415146563512
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-65.0,0.017474238836829293
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-63.0,0.016273718611398272
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-61.0,0.01604028412312002
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-59.0,0.014472938273251742
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-57.0,0.014572981625370993
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-55.0,0.01493980724980825
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-53.0,0.014606329409410744
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-51.0,0.015440024010404509
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-49.0,0.014706372761529996
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-47.0,0.013505852536098976
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-45.0,0.014072764864774736
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-43.0,0.013405809183979725
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-41.0,0.014072764864774736
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-39.0,0.014439590489211993
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-37.0,0.012838896855303965
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-35.0,0.014039417080734985
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-33.0,0.012405375662787209
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-31.0,0.012705505719144963
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-29.0,0.012605462367025711
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-27.0,0.012838896855303965
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-25.0,0.013939373728615733
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-23.0,0.014172808216893987
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-21.0,0.013639243672257979
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-19.0,0.013539200320138728
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-17.0,0.012772201287224463
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-15.0,0.012205288958548704
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-13.0,0.012138593390469203
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-11.0,0.012238636742588455
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-9.0,0.011671724413912695
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-7.0,0.012805549071264214
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-5.0,0.012605462367025711
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-3.0,0.013038983559542468
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,-1.0,0.013239070263780971
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,1.0,0.013005635775502717
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,3.0,0.012938940207423217
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,5.0,0.011805115550071698
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,7.0,0.012438723446826958
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,9.0,0.012171941174508955
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,11.0,0.013839330376496482
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,13.0,0.013672591456297728
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,15.0,0.013272418047820722
nvt300_fieldZ_contained_bn_like_chromophore_12dipoles_carved_10k,0,17.0,0.01313902691166172
