run,log_file,Step,Atoms,Temp,c_twater,PotEng,KinEng,TotEng,Press,c_msdwater[4]
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,5000.0,107280.0,234.15963,301.59873,-257845.63,53939.612,-203906.01,-197.49307,1.4533448
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,5500.0,107280.0,233.62677,300.91241,-263482.98,53816.867,-209666.12,-208.82867,1.6152062
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,6000.0,107280.0,233.32609,300.52512,-260152.9,53747.602,-206405.3,-201.80776,1.7804592
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,6500.0,107280.0,233.20657,300.37118,-270796.57,53720.071,-217076.5,-214.92278,1.946671
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,7000.0,107280.0,232.83036,299.88662,-268226.96,53633.409,-214593.55,-216.13224,2.1175334
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,7500.0,107280.0,233.08377,300.21301,-259704.77,53691.783,-206012.98,-212.59628,2.2925848
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,8000.0,107280.0,233.59874,300.8763,-265447.61,53810.409,-211637.2,-218.83593,2.4716205
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,8500.0,107280.0,233.84798,301.19732,-263704.75,53867.822,-209836.93,-222.63985,2.6525947
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,9000.0,107280.0,233.4512,300.68627,-252294.52,53776.422,-198518.1,-208.70859,2.8333131
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,9500.0,107280.0,233.18604,300.34474,-263945.65,53715.342,-210230.31,-225.82321,3.0074702
nvt300_fieldZ_scaffold_water,simulations/inorganic/bn_like_scaffold_water/nvt300_fieldZ_contained_bn_like_scaffold_water_30000w.log,10000.0,107280.0,232.91915,300.00099,-270337.13,53653.863,-216683.26,-229.68703,3.1806332
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,0.0,90000.0,302.23823,302.23823,-121202.03,54053.983,-67148.046,-89.332966,6.5456232e-24
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,500.0,90000.0,302.27668,302.27668,-111522.42,54060.861,-57461.558,-35.135286,0.086173158
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,1000.0,90000.0,302.17088,302.17088,-124280.05,54041.939,-70238.115,-44.291216,0.23738565
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,1500.0,90000.0,300.72459,300.72459,-115407.02,53783.276,-61623.741,-31.443487,0.38808721
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,2000.0,90000.0,299.76986,299.76986,-119881.21,53612.526,-66268.681,-45.27465,0.53541129
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,2500.0,90000.0,301.04532,301.04532,-122419.48,53840.638,-68578.839,-46.022905,0.68273386
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,3000.0,90000.0,299.85241,299.85241,-131394.21,53627.29,-77766.924,-62.35407,0.83324659
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,3500.0,90000.0,300.81256,300.81256,-124416.16,53799.009,-70617.153,-56.320007,0.98701701
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,4000.0,90000.0,300.69081,300.69081,-128940.85,53777.235,-75163.612,-62.594264,1.1436292
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,4500.0,90000.0,301.46735,301.46735,-134771.03,53916.116,-80854.915,-71.058027,1.3057038
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,5000.0,90000.0,300.44947,300.44947,-132254.57,53734.073,-78520.502,-73.074422,1.4712462
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,5500.0,90000.0,299.76088,299.76088,-119376.98,53610.921,-65766.058,-60.323665,1.6399969
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,6000.0,90000.0,300.94043,300.94043,-132880.11,53821.878,-79058.23,-75.718647,1.8144008
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,6500.0,90000.0,301.23601,301.23601,-121399.29,53874.741,-67524.55,-60.582962,1.9928687
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,7000.0,90000.0,300.65405,300.65405,-145573.88,53770.661,-91803.222,-92.508183,2.1768832
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,7500.0,90000.0,300.48625,300.48625,-126551.22,53740.65,-72810.573,-69.146624,2.3581492
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,8000.0,90000.0,300.82151,300.82151,-127322.65,53800.609,-73522.044,-72.888588,2.5409419
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,8500.0,90000.0,300.74642,300.74642,-131368.63,53787.18,-77581.449,-81.040955,2.730942
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,9000.0,90000.0,300.05789,300.05789,-124465.01,53664.039,-70800.966,-72.141297,2.9224477
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,9500.0,90000.0,300.01098,300.01098,-135899.73,53655.65,-82244.077,-87.629968,3.1162784
nvt300_fieldZ_water_only,simulations/inorganic/water_only_control/nvt300_fieldZ_water_only_contained_30000w.log,10000.0,90000.0,301.43417,301.43417,-136572.26,53910.182,-82662.074,-93.100854,3.3106855
