model,frame,snapshot_time_ps,initial_state,minimum_survival_probability,time_of_minimum_survival_ps,maximum_norm_error,maximum_population_PYR2_bright,time_of_maximum_PYR2_bright_ps,time_average_PYR2_bright,diagonal_ensemble_PYR2_bright,maximum_population_PYR3_bright,time_of_maximum_PYR3_bright_ps,time_average_PYR3_bright,diagonal_ensemble_PYR3_bright,maximum_population_PYR4_bright,time_of_maximum_PYR4_bright_ps,time_average_PYR4_bright,diagonal_ensemble_PYR4_bright,maximum_population_PYR5_bright,time_of_maximum_PYR5_bright_ps,time_average_PYR5_bright,diagonal_ensemble_PYR5_bright
point_dipole,8,40.0,PYR3_bright,0.8502760288345134,0.32,2.220446049250313e-15,0.13511956445287923,10.450000000000001,0.0673969127081529,0.06724008488257675,1.0000000000000013,0.0,0.9246736019527682,0.9248427033570371,0.015918580085399606,0.96,0.007926547266833936,0.00791427503267917,7.12983452966163e-06,2.24,2.9380722463554317e-06,2.9367277082951994e-06
point_dipole,9,45.0,PYR3_bright,0.7898199361052037,8.4,9.992007221626409e-16,0.014789319748432306,5.8500000000000005,0.007357320550127934,0.007360384732656447,0.9999999999999996,0.0,0.8949019298258025,0.8945137003614839,0.19693799176671875,19.355,0.09773609616489203,0.09812124883087768,1.247835132733132e-05,13.51,4.653459177127696e-06,4.666074981717408e-06
point_dipole,10,50.0,PYR3_bright,0.9667603442641768,18.44,2.6645352591003757e-15,0.028271538683311153,3.63,0.014092523618845446,0.014072999798147093,1.0000000000000022,0.0,0.983325811705429,0.9833435897965186,0.005252259834778526,15.540000000000001,0.002578885162206537,0.002580630507091366,6.313175844865677e-06,7.075,2.77951352117881e-06,2.7798982449667194e-06
point_dipole,11,55.0,PYR3_bright,0.974843874668726,11.94,1.7763568394002505e-15,0.007778442659369061,14.525,0.0037621805723929615,0.003762157878146215,1.0000000000000009,0.0,0.987397330932872,0.987399592416264,0.017952976140282906,4.41,0.00883748593043404,0.008835247113243351,7.30056229200709e-06,1.61,3.0025643020307076e-06,3.002592347597041e-06
point_dipole,12,60.0,PYR3_bright,0.8742512371057443,14.385,2.1094237467877974e-15,0.10924717663266688,14.385,0.05439960132228527,0.05446655813944551,0.9999999999999984,0.0,0.9369278159087365,0.9368688561619752,0.018108654587974136,5.64,0.00866997554540738,0.008661978980465768,6.819174519055231e-06,15.77,2.607223569240508e-06,2.606718111925612e-06
point_dipole,13,65.0,PYR3_bright,0.9854241735269461,7.72,1.5543122344752192e-15,0.006741319627430523,7.72,0.002761023479655957,0.002747006844547273,0.9999999999999991,0.0,0.9927081700982241,0.9927041432142611,0.010191110852464602,1.985,0.004528265532002058,0.004546308497885371,6.043263045656073e-06,5.665,2.5408901168792514e-06,2.5414433052699018e-06
point_dipole,14,70.0,PYR3_bright,0.7482150522046135,17.275000000000002,1.4432899320127035e-15,0.24565192214678327,17.28,0.12289538204905968,0.12253974290095604,0.9999999999999991,0.0,0.8734006423498316,0.8737567309413431,0.008407801461090155,10.635,0.003702705132820188,0.0037022549982660543,3.369025972829796e-06,0.91,1.270468287811552e-06,1.2711594341487979e-06
point_dipole,15,75.0,PYR3_bright,0.8804667180585606,3.17,1.3322676295501878e-15,0.03548072274474093,16.830000000000002,0.017203497995187226,0.0172112700818315,0.9999999999999996,0.0,0.9398615310465493,0.9398320002889272,0.0876620293136078,9.995000000000001,0.04293089320375219,0.042952650267157604,1.0747806967418508e-05,0.735,4.077754510648315e-06,4.079362083072011e-06
point_dipole,16,80.0,PYR3_bright,0.9623597414228802,10.700000000000001,1.3322676295501878e-15,0.010938657805685393,4.745,0.005278490563746993,0.005279315512213849,1.0000000000000004,0.0,0.9811178832415126,0.9811410474330924,0.027599777138233986,1.49,0.013600523016918985,0.013576535526894588,7.745357638953764e-06,16.66,3.103177822031842e-06,3.1015277997301657e-06
point_dipole,17,85.0,PYR3_bright,0.0260073125207867,15.81,8.881784197001252e-16,0.8689798152836912,17.475,0.43031436696964936,0.4309873323667323,1.0,0.0,0.46222553314376247,0.4606329381736701,0.28008681389493467,1.645,0.10745640850669246,0.10837601438008344,1.4571612739254734e-05,1.645,3.6913798958604355e-06,3.7150795143055877e-06
point_dipole,18,90.0,PYR3_bright,0.164677557141168,19.115000000000002,8.881784197001252e-16,0.5592154915110803,3.615,0.2121259916157572,0.21480897492583867,0.9999999999999998,0.0,0.5580277272355586,0.5554899421858756,0.6116527846507864,19.12,0.22984238007232932,0.22969719246237957,1.493415532384098e-05,11.925,3.901076355012323e-06,3.890425906210825e-06
point_dipole,19,95.0,PYR3_bright,0.8012890686028196,2.81,1.887379141862766e-15,0.13841106229258035,14.675,0.0676484077819569,0.06774514745336423,0.9999999999999989,0.0,0.899663526401313,0.8994563717756069,0.06634876836271479,14.045,0.03268436880172157,0.032794777200175304,9.704942548237983e-06,19.67,3.697015007528307e-06,3.703570852530057e-06
point_dipole,20,100.0,PYR3_bright,0.9441902019004939,9.92,2.55351295663786e-15,0.03704068811531091,6.22,0.018070612731615324,0.01807638287163,0.999999999999998,0.0,0.9719772038258937,0.9719885776925484,0.020600838466184202,11.595,0.009949336360991637,0.00993219319443845,7.043112728165595e-06,0.84,2.8470814975380865e-06,2.846241381297949e-06
point_dipole,0,0.0,PYR4_bright,0.9545173678335964,19.48,2.220446049250313e-15,0.0008429613212900519,19.945,0.00046209127294968334,0.0004609964742193654,0.04491416092465512,19.85,0.022819472103687684,0.022784371353208585,1.0000000000000013,0.0,0.9766796984157204,0.9767158901823251,8.022365849733445e-05,3.715,3.8738207643681696e-05,3.8741990248613943e-05
point_dipole,1,5.0,PYR4_bright,0.9864929234926726,13.415000000000001,8.881784197001252e-16,0.004349950162502692,12.05,0.001985914452059867,0.001989747815491871,0.00984250387808099,11.705,0.004736931148748846,0.004739207992216065,1.0000000000000004,0.0,0.9932411015927706,0.9932349884788807,7.319189976737447e-05,2.055,3.605280642098595e-05,3.6055713411625124e-05
point_dipole,2,10.0,PYR4_bright,0.866840732598865,10.625,1.4432899320127035e-15,0.02703193323198909,2.1750000000000003,0.011034839972841094,0.010748956796201862,0.11944950358441955,10.625,0.056557565614227166,0.056202982615776456,0.9999999999999993,0.0,0.9323729280280865,0.9330133804185492,7.408136635344644e-05,4.3500000000000005,3.466638484456771e-05,3.4680169471700325e-05
point_dipole,3,15.0,PYR4_bright,0.9873895454410995,7.985,8.881784197001252e-16,0.0036686736407849454,9.17,0.001744120706677933,0.0017369609829227472,0.009338077516017498,10.355,0.004571734755002498,0.004571223758646432,1.0000000000000004,0.0,0.9936554719740474,0.9936631412445118,5.814397378127082e-05,5.69,2.867256427267559e-05,2.8674013919247255e-05
point_dipole,4,20.0,PYR4_bright,0.9002478557174387,7.33,1.2212453270876722e-15,0.003827234918576183,13.9,0.0018504635570611545,0.0018470767885206383,0.09611825130157488,12.89,0.04806848437215838,0.04799380858399535,0.9999999999999993,0.0,0.9500437533387037,0.9501218166539391,7.51906026994338e-05,11.875,3.7298732076322876e-05,3.729797354421997e-05
point_dipole,5,25.0,PYR4_bright,0.9953676715042421,10.74,6.661338147750939e-16,0.0003636231794036612,5.62,0.00014911963784427517,0.00014911000273062813,0.004321960303798662,9.07,0.002129866229521085,0.002128295070071964,1.0,0.0,0.997678637791544,0.9976802146528956,8.554791277668106e-05,8.9,4.237634109058208e-05,4.238027430189508e-05
point_dipole,6,30.0,PYR4_bright,0.7454726121044511,7.47,1.887379141862766e-15,0.009663721271848166,7.465,0.003720660129019338,0.003718304374068936,0.2497642059968398,11.86,0.12451636355327902,0.12366806359419462,0.9999999999999989,0.0,0.8717257773267311,0.8725764265458054,7.573468464682233e-05,5.325,3.7198990969267215e-05,3.720548592999486e-05
point_dipole,7,35.0,PYR4_bright,0.9870754320314931,13.475,9.992007221626409e-16,0.0018159774406368637,6.425,0.0008337900645067532,0.000836660279020065,0.01133386859621542,0.625,0.005587955536534965,0.00559178001551716,0.9999999999999996,0.0,0.9935364368753982,0.9935297421874141,8.484064077239286e-05,13.025,4.18175235597434e-05,4.181751804822721e-05
point_dipole,8,40.0,PYR4_bright,0.9834092886135305,12.05,6.661338147750939e-16,0.0007708791386701168,10.13,0.00034068014042832435,0.000340413431781071,0.015918580085399606,0.96,0.007926547266833936,0.00791427503267917,1.0,0.0,0.9916911906346993,0.9917037262483697,8.475111511547754e-05,16.42,4.1581958038333595e-05,4.15852871700672e-05
point_dipole,9,45.0,PYR4_bright,0.8030188120150841,7.67,8.881784197001252e-16,0.0008024028576355239,13.51,0.0003698311737605198,0.00037018392797261233,0.19693799176671872,19.355,0.09773609616489203,0.09812124883087768,1.0000000000000004,0.0,0.9018634376641839,0.9014779405480227,6.733740896896873e-05,0.745,3.063499716373714e-05,3.0626693127251545e-05
point_dipole,10,50.0,PYR4_bright,0.9944016034407647,14.815,1.3322676295501878e-15,0.00045022946961816425,19.17,0.00017914590971236763,0.00017925674067091515,0.005252259834778526,15.540000000000001,0.002578885162206537,0.002580630507091366,1.0000000000000009,0.0,0.9972009127041449,0.9971990531926874,8.295044340510016e-05,10.76,4.105622393698858e-05,4.1059559551203015e-05
point_dipole,11,55.0,PYR4_bright,0.9799740725254312,10.65,1.7763568394002505e-15,0.0025624004837863775,18.935,0.0011517626105380014,0.0011503312563076252,0.017952976140282906,4.41,0.00883748593043404,0.008835247113243351,0.9999999999999989,0.0,0.9899672941047871,0.9899709610375474,8.858212968349917e-05,4.305,4.34573542396199e-05,4.34605929001939e-05
point_dipole,12,60.0,PYR4_bright,0.9816343279152029,16.92,2.6645352591003757e-15,0.0013067611246056308,8.745000000000001,0.0004966401041281103,0.0004975589759693083,0.018108654587974136,5.64,0.00866997554540738,0.008661978980465768,1.0000000000000018,0.0,0.9907936399445687,0.9908007068587135,8.11101368083412e-05,6.215,3.9744405897817653e-05,3.9755184853436514e-05
point_dipole,13,65.0,PYR4_bright,0.8433798993049737,5.8100000000000005,1.3322676295501878e-15,0.14922670972009575,13.530000000000001,0.07187080402503795,0.07391948785410468,0.010191110852464602,1.985,0.004528265532002057,0.004546308497885371,1.0000000000000009,0.0,0.9235639403088954,0.921497238641835,7.691873151665627e-05,19.27,3.6990134065433895e-05,3.696500617581377e-05
point_dipole,14,70.0,PYR4_bright,0.9907754476552773,3.545,1.2212453270876722e-15,0.002299477589165719,13.725,0.0008688610253913526,0.0008678299300409251,0.008407801461090155,10.635,0.0037027051328201877,0.0037022549982660543,0.9999999999999996,0.0,0.9953793425344641,0.9953808126555769,9.882877205087039e-05,6.2700000000000005,4.909130732371871e-05,4.910241611565011e-05
point_dipole,15,75.0,PYR4_bright,0.9108087740418838,9.995000000000001,7.771561172376096e-16,0.004423041549842277,13.165000000000001,0.0016716821538497006,0.0016722165692423696,0.08766202931360777,9.995000000000001,0.04293089320375219,0.042952650267157604,1.0,0.0,0.9553566184090061,0.9553343167590643,8.593552749799583e-05,14.625,4.080623339211748e-05,4.081640453576488e-05
point_dipole,16,80.0,PYR4_bright,0.9702651113276897,1.49,1.1102230246251565e-15,0.0029098983375578035,9.21,0.0012640248834838786,0.0012595403660516224,0.027599777138233996,1.49,0.013600523016918985,0.013576535526894588,1.0000000000000004,0.0,0.9850929547026618,0.9851214148288384,8.713470535348524e-05,15.17,4.24973969358267e-05,4.250927821576889e-05
point_dipole,17,85.0,PYR4_bright,0.7191191650508207,1.6400000000000001,8.881784197001252e-16,0.07582985663041268,15.82,0.03456992557786306,0.03463853085742017,0.28008681389493467,1.645,0.10745640850669244,0.10837601438008344,0.9999999999999998,0.0,0.8579431035768087,0.8569549116925251,6.898317036421019e-05,9.865,3.056233863551327e-05,3.054306997084327e-05
point_dipole,18,90.0,PYR4_bright,0.044476112260741545,15.485000000000001,1.9984014443252818e-15,0.8216267064516299,15.505,0.32346504694626743,0.32691456526678353,0.6116527846507864,19.12,0.2298423800723293,0.22969719246237957,1.0000000000000013,0.0,0.4466671695926707,0.4433629103472354,6.913306348665809e-05,7.195,2.5403388733679446e-05,2.5331923602499506e-05
point_dipole,19,95.0,PYR4_bright,0.9309108013840535,10.59,1.3322676295501878e-15,0.004196075500602716,17.5,0.0017141241974770133,0.0017249116903342865,0.06634876836271479,14.045,0.03268436880172157,0.032794777200175304,1.0000000000000009,0.0,0.9655616855965442,0.9654404960510531,8.331226914969436e-05,1.73,3.982140425798223e-05,3.981505843817655e-05
point_dipole,20,100.0,PYR4_bright,0.9761665085898836,7.055,6.661338147750939e-16,0.004689996926458836,5.38,0.00196044966949469,0.0019706136155797777,0.020600838466184195,11.595,0.009949336360991637,0.00993219319443845,1.0,0.0,0.9880502342257949,0.9880572059266163,8.169463080967773e-05,6.7,3.9979743718904344e-05,3.998726336546343e-05
point_dipole,0,0.0,PYR5_bright,0.9999157204490297,3.715,1.7763568394002505e-15,6.982021149591156e-07,18.79,2.849147588497729e-07,2.845949546356679e-07,7.845670775032231e-06,19.1,3.122902389341338e-06,3.121428946532556e-06,8.022365849733445e-05,3.715,3.8738207643681696e-05,3.8741990248613943e-05,1.0000000000000013,0.0,0.9999578539752093,0.9999578519858514
point_dipole,1,5.0,PYR5_bright,0.9999232111353242,2.055,7.771561172376096e-16,5.227830819771587e-07,14.105,1.5956878518730713e-07,1.5973242232230743e-07,5.20991490987291e-06,5.55,2.199782552520433e-06,2.2000978367767513e-06,7.319189976737444e-05,2.055,3.605280642098595e-05,3.6055713411625124e-05,0.9999999999999998,0.0,0.9999615878422412,0.9999615844563291
point_dipole,2,10.0,PYR5_bright,0.9999221406308508,4.3500000000000005,1.3322676295501878e-15,9.232715822844917e-07,2.165,2.3522960810134985e-07,2.32531473804627e-07,1.0935534435197868e-05,6.265000000000001,4.042676314726282e-06,4.032131872105345e-06,7.408136635344644e-05,4.3500000000000005,3.4666384844567716e-05,3.4680169471700325e-05,1.0000000000000009,0.0,0.9999610557092332,0.9999610551671829
point_dipole,3,15.0,PYR5_bright,0.999938558727682,5.69,1.1102230246251565e-15,2.2048380608795435e-07,18.345,7.627470210588348e-08,7.636208171324353e-08,4.623444272653491e-06,13.68,1.9872002204269857e-06,1.9875601841554333e-06,5.814397378127082e-05,5.69,2.867256427267559e-05,2.8674013919247255e-05,1.0000000000000004,0.0,0.9999692639608051,0.9999692620638152
point_dipole,4,20.0,PYR5_bright,0.9999226371461121,8.6,3.552713678800501e-15,2.1439710103719746e-07,8.6,7.709183127070652e-08,7.712039801177658e-08,3.221977245751787e-06,14.16,1.3074670828156622e-06,1.307994771176495e-06,7.51906026994338e-05,11.875,3.7298732076322876e-05,3.729797354421997e-05,1.000000000000003,0.0,0.9999613167090124,0.9999613169112894
point_dipole,5,25.0,PYR5_bright,0.9999089606597,14.805,1.4432899320127035e-15,4.071823319538093e-07,8.185,1.3964353667059362e-07,1.3958865787010003e-07,6.8538698745622235e-06,13.41,3.047735722034964e-06,3.0474356724834488e-06,8.554791277668106e-05,8.9,4.237634109058208e-05,4.238027430189508e-05,0.9999999999999993,0.0,0.99995443627965,0.9999544327013671
point_dipole,6,30.0,PYR5_bright,0.9999205887395964,11.495000000000001,9.992007221626409e-16,9.211340684444334e-07,16.27,3.2911754868900357e-07,3.297061528288945e-07,5.471699150797338e-06,11.875,2.186697049801814e-06,2.1825481032901253e-06,7.57346846468223e-05,5.325,3.7198990969267215e-05,3.720548592999486e-05,0.9999999999999998,0.0,0.999960285194432,0.9999602822598138
point_dipole,7,35.0,PYR5_bright,0.9999106846836681,16.6,1.7763568394002505e-15,2.548260852249915e-07,2.49,8.857009738635094e-08,8.849338416304813e-08,6.562275300929263e-06,0.805,2.777345358683235e-06,2.777705872676004e-06,8.484064077239286e-05,13.025,4.18175235597434e-05,4.181751804822721e-05,1.0000000000000013,0.0,0.9999553165609851,0.9999553162826961
point_dipole,8,40.0,PYR5_bright,0.9999106685067032,16.42,1.1102230246251565e-15,4.4770039817734925e-07,9.5,1.4949062373291943e-07,1.4957240315371858e-07,7.12983452966163e-06,2.24,2.9380722463554317e-06,2.9367277082951994e-06,8.475111511547754e-05,16.42,4.15819580383336e-05,4.15852871700672e-05,1.0000000000000004,0.0,0.999955330479092,0.999955328412719
point_dipole,9,45.0,PYR5_bright,0.9999293547912566,0.72,1.7763568394002505e-15,2.393533992233667e-07,5.535,8.798328662139938e-08,8.799972736163038e-08,1.247835132733132e-05,13.51,4.653459177127696e-06,4.666074981717408e-06,6.733740896896873e-05,0.745,3.063499716373714e-05,3.0626693127251545e-05,1.0000000000000009,0.0,0.9999646235603735,0.9999646192321646
point_dipole,10,50.0,PYR5_bright,0.9999121137927903,10.76,1.9984014443252818e-15,4.0238734005384914e-07,4.055,1.324443830327939e-07,1.325363483801387e-07,6.313175844865675e-06,7.075,2.77951352117881e-06,2.7798982449667194e-06,8.295044340510016e-05,10.76,4.105622393698858e-05,4.1059559551203015e-05,0.9999999999999989,0.0,0.9999560318181575,0.9999560280058543
