time_ps,temperature_K,potential_kJ_mol,total_energy_kJ_mol,CAP_SOL_LJ_kJ_mol
16.45,300.094116210938,-762751.6875,-638865.1875,11.215804100037
16.5,299.861145019531,-762940.6875,-639150.375,11.955076217651
16.55,301.170806884766,-762867.5625,-638536.5625,17.649061203003
16.6,301.626037597656,-763549.625,-639030.6875,18.454887390137
16.65,300.299377441406,-762803.6875,-638832.4375,11.548301696777
16.7,301.776275634766,-764000.75,-639419.8125,13.572825431824
16.75,299.250091552734,-763370.75,-639832.6875,24.036931991577
16.8,300.276885986328,-763914.9375,-639953.0,28.01244354248
16.85,299.282196044922,-763794.625,-640243.3125,16.914772033691
16.9,302.212799072266,-764999.8125,-640238.625,10.713505744934
16.95,300.489044189453,-764151.25,-640101.6875,11.855033874512
17.0,300.542022705078,-764310.6875,-640239.25,13.760940551758
17.05,299.829071044922,-763568.8125,-639791.75,19.230228424072
17.1,298.625610351562,-763098.0625,-639817.75,14.682180404663
17.15,299.544921875,-763549.9375,-639890.125,23.053798675537
17.2,300.597503662109,-763603.625,-639509.3125,26.72819519043
17.25,300.176818847656,-763917.5,-639996.875,18.239889144897
17.3,300.699890136719,-764624.125,-640487.5,21.736343383789
17.35,301.410400390625,-764680.9375,-640251.0,23.489238739014
17.4,299.749084472656,-764636.1875,-640892.125,24.212455749512
17.45,297.980987548828,-763570.6875,-640556.5,33.0256690979
17.5,298.726867675781,-764275.375,-640953.3125,25.157066345215
17.55,297.144653320312,-764377.375,-641708.5,19.26277923584
17.6,297.82861328125,-763857.875,-640906.625,14.585903167725
17.65,298.751007080078,-764628.5625,-641296.5,26.557653427124
17.7,300.022766113281,-764574.9375,-640717.875,20.489961624146
17.75,296.062835693359,-762937.8125,-640715.5,13.547624588013
17.8,298.093841552734,-763904.625,-640843.875,18.931503295898
17.85,301.192718505859,-764487.8125,-640147.75,19.894153594971
17.9,299.002960205078,-763372.9375,-639936.875,14.371332168579
17.95,299.497314453125,-764165.4375,-640525.3125,19.701320648193
18.0,299.443725585938,-764160.75,-640542.75,21.319629669189
18.05,301.001007080078,-764715.9375,-640455.0,17.301170349121
18.1,302.111511230469,-764577.6875,-639858.375,19.822788238525
18.15,298.883392333984,-763889.0625,-640502.375,21.704582214355
18.2,302.000823974609,-764327.375,-639653.75,20.115163803101
18.25,302.701477050781,-765113.9375,-640151.0,20.147071838379
18.3,300.519622802734,-764602.0,-640539.8125,19.574798583984
18.35,302.133636474609,-765206.5625,-640478.0625,11.360424041748
18.4,300.205688476562,-765058.5625,-641126.0,12.051807403564
18.45,300.114624023438,-764780.125,-640885.125,14.773584365845
18.5,302.009185791016,-764624.5,-639947.375,27.02917098999
18.55,300.725311279297,-763734.9375,-639587.875,19.842708587646
18.6,301.347473144531,-764137.625,-639733.6875,19.270822525024
18.65,300.149627685547,-763506.625,-639597.1875,25.332555770874
18.7,299.505798339844,-763578.1875,-639934.5625,21.00048828125
18.75,300.022583007812,-763659.625,-639802.625,17.752460479736
18.8,301.185119628906,-764098.875,-639762.0,14.192827224731
18.85,301.851928710938,-764181.3125,-639569.125,15.287878990173
18.9,300.590393066406,-763720.1875,-639628.8125,23.700059890747
18.95,299.50927734375,-762756.3125,-639111.25,17.662729263306
19.0,298.294464111328,-762373.1875,-639229.625,14.02824306488
19.05,301.116577148438,-763567.6875,-639259.0625,13.874292373657
19.1,299.982696533203,-762601.375,-638760.875,18.63881111145
19.15,299.725677490234,-762790.8125,-639056.375,26.986141204834
19.2,301.39990234375,-763815.0625,-639389.5,28.341440200806
19.25,301.511627197266,-763179.375,-638707.6875,18.14111328125
19.3,300.124053955078,-762623.875,-638725.0,13.408124923706
19.35,301.422943115234,-763067.8125,-638632.75,17.617998123169
19.4,300.662078857422,-762437.5,-638316.5,16.727750778198
19.45,300.836730957031,-761946.5625,-637753.5,13.955919265747
19.5,302.706512451172,-762194.625,-637229.625,11.537590026855
19.55,299.602935791016,-762139.9375,-638456.1875,12.247623443604
19.6,300.677490234375,-763331.5625,-639204.25,15.026616096497
19.65,298.990173339844,-762868.125,-639437.375,13.858184814453
19.7,300.257385253906,-763926.75,-639972.8125,18.801280975342
19.75,300.038421630859,-763892.0625,-640028.5625,20.990776062012
19.8,299.320129394531,-763365.125,-639798.125,13.652762413025
19.85,298.829406738281,-764544.4375,-641180.0,17.96169090271
19.9,298.242767333984,-764462.5,-641340.25,18.120403289795
19.95,296.801391601562,-763769.375,-641242.1875,14.808775901794
20.0,299.628265380859,-765130.25,-641436.0625,15.390731811523
