hydrogen_node,end,hydrogen_role,attached_heavy_node,direction_x,direction_y,direction_z,local_angle_violations,local_heavy_clashes,minimum_heavy_clearance_nm,heavy_neighbor_angle_1_deg,heavy_neighbor_angle_2_deg
H:LOWER:BRIDGE_PASSIVANT_H:0071,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:09:3,0.28606263411342275,0.010440532127544333,-0.9581540401485472,0,0,0.22952289225552686,120.48190483403482,120.48190483403482
H:LOWER:BRIDGE_PASSIVANT_H:0072,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:10:1,-0.4967805984186285,-0.7776155169285837,-0.3853870066137687,0,0,0.18715387863500338,120.49291143251797,120.49291143251803
H:LOWER:BRIDGE_PASSIVANT_H:0073,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:10:2,-0.7631300426397787,0.2803559748924977,-0.5822654595308628,0,0,0.21469410707390513,120.4897467278092,120.48974672780915
H:LOWER:BRIDGE_PASSIVANT_H:0074,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:10:3,-0.10931005975656388,0.9903160761674602,0.08558843450082392,0,0,0.16669871171552522,120.49291152016772,120.49291152016784
H:LOWER:BRIDGE_PASSIVANT_H:0075,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:11:1,-0.30530581020865816,0.09489962080487901,-0.9475138121546962,0,0,0.11380444034450844,108.79974265736377,106.20354054813524
H:LOWER:BRIDGE_PASSIVANT_H:0076,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:11:2,0.29032230784515034,0.025512139695151145,0.956588777006944,0,0,0.1927241183688298,113.00213933482847,113.00213933482867
H:LOWER:BRIDGE_PASSIVANT_H:0077,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:11:3,0.6610131988924248,0.6412196986689358,0.3897420286919578,0,0,0.16465219916904353,113.00201781694435,113.00201781694417
H:LOWER:BRIDGE_PASSIVANT_H:0078,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:12:1,0.16028514819711742,0.8696890104987017,-0.4668508287292819,0,0,0.0998780638188518,115.85032576635453,111.81814877673447
H:LOWER:BRIDGE_PASSIVANT_H:0079,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:12:2,0.15783202894710624,-0.21566669441738773,0.9636269649389836,0,0,0.15653105541620568,114.00192158868256,114.00192158868275
H:LOWER:BRIDGE_PASSIVANT_H:0080,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:12:3,0.8751910482225944,0.4819996354302434,0.04143646408839774,0,0,0.09370595594962224,117.15585099582164,108.73608559865414
H:LOWER:BRIDGE_PASSIVANT_H:0081,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:13:1,-0.917138375800605,-0.0707102593933674,-0.3922464261791953,0,0,0.19075345034985589,120.51451616683572,120.51451616683575
H:LOWER:BRIDGE_PASSIVANT_H:0082,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:13:2,-0.11678745913404702,-0.8196799054172612,-0.5607901051589294,0,0,0.2146024105270563,120.52101754013361,120.52101754013354
H:LOWER:BRIDGE_PASSIVANT_H:0083,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:13:3,0.8140795371831869,-0.570308665657245,0.10964731194088134,0,0,0.1878950992439715,120.51451653486933,120.5145165348693
H:LOWER:BRIDGE_PASSIVANT_H:0084,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:14:1,-0.4375732616873304,-0.88428843919646,0.1629834254143646,0,0,0.22881348306743998,119.87513213030978,120.28644874843303
H:LOWER:BRIDGE_PASSIVANT_H:0085,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:14:2,0.4395767882131942,-0.6345785914045043,-0.6356746483817391,0,0,0.21516111939510082,121.0053410670922,121.0053410670921
H:LOWER:BRIDGE_PASSIVANT_H:0086,LOWER,BRIDGE_PASSIVANT_H,BR:LOWER:14:3,-0.22240815107258283,0.21418489489398274,-0.9511358710172426,0,0,0.2300889841011339,121.00269648671998,121.00269648672011
H:LOWER:SEED_PASSIVANT_H:0000,LOWER,SEED_PASSIVANT_H,S:1680,0.07371671239407608,-0.4105802021663948,-0.9088397790055249,0,0,0.09686386221087875,117.98488831959554,116.52240366641485
H:LOWER:SEED_PASSIVANT_H:0001,LOWER,SEED_PASSIVANT_H,S:1682,2.3848697306576214e-15,-1.7665701708781767e-15,-1.0,0,0,0.1080470559639634,120.18342912083475,120.18342912083459
H:LOWER:SEED_PASSIVANT_H:0002,LOWER,SEED_PASSIVANT_H,S:1684,4.981968365522125e-15,-2.0151782152673766e-15,-1.0,0,0,0.19364670647122584,119.72498445884727,119.72498445884683
H:LOWER:SEED_PASSIVANT_H:0003,LOWER,SEED_PASSIVANT_H,S:1686,1.7607385070494133e-16,-7.042954028404448e-16,-1.0,0,0,0.10763915713187512,120.29386454800449,120.29386454800442
H:LOWER:SEED_PASSIVANT_H:0004,LOWER,SEED_PASSIVANT_H,S:1688,-0.37846843388640433,-0.10278592928538394,-0.919889502762431,0,0,0.09015389365209321,116.68041962896565,118.76960755797246
H:LOWER:SEED_PASSIVANT_H:0005,LOWER,SEED_PASSIVANT_H,S:1690,0.11652987284891016,0.11770438610660147,-0.9861878453038675,0,0,0.09171093941556091,120.53635169070672,119.42644118935499
H:LOWER:SEED_PASSIVANT_H:0006,LOWER,SEED_PASSIVANT_H,S:1692,-1.7676934969719897e-15,-1.3699624601739717e-15,-1.0,0,0,0.10806629524838074,120.16225432397482,120.16225432397498
H:LOWER:SEED_PASSIVANT_H:0007,LOWER,SEED_PASSIVANT_H,S:1694,-7.096904207060323e-16,-2.0679515313825693e-26,-1.0,0,0,0.1935426181721586,120.03973563987097,120.0397356398709
H:LOWER:SEED_PASSIVANT_H:0008,LOWER,SEED_PASSIVANT_H,S:1696,-0.0,-2.0679515313825693e-26,-1.0,0,0,0.10812332428289143,120.1622543239749,120.1622543239749
H:LOWER:SEED_PASSIVANT_H:0009,LOWER,SEED_PASSIVANT_H,S:1698,-0.143243978408356,0.16907633351717313,-0.9751381215469612,0,0,0.09625836508774571,117.69617914228233,121.04500252325695
H:LOWER:SEED_PASSIVANT_H:0010,LOWER,SEED_PASSIVANT_H,S:1700,-0.30530581020865816,0.09489962080487901,-0.9475138121546962,0,0,0.09349669369656088,118.23927756779969,118.79149440976569
H:LOWER:SEED_PASSIVANT_H:0011,LOWER,SEED_PASSIVANT_H,S:1702,-1.7607385070494133e-16,-7.042954028404448e-16,-1.0,0,0,0.10798173760815429,120.29386454800442,120.29386454800449
H:LOWER:SEED_PASSIVANT_H:0012,LOWER,SEED_PASSIVANT_H,S:1704,-0.0,-2.0679515313825693e-26,-1.0,0,0,0.19360656960618491,119.9232205953673,119.9232205953673
H:LOWER:SEED_PASSIVANT_H:0013,LOWER,SEED_PASSIVANT_H,S:1706,1.2365991196002437e-15,8.832850854080659e-16,-1.0,0,0,0.10782482630319552,120.18342912083482,120.18342912083475
H:LOWER:SEED_PASSIVANT_H:0014,LOWER,SEED_PASSIVANT_H,S:1708,-0.13300069791435953,-0.32457021658739604,-0.9364640883977902,0,0,0.09079886721160456,121.7345677151274,114.68548915384467
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0117,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-2:-4,-0.5000033887378088,-0.8660234472869126,-0.0,0,0,0.21415051652751113,119.99999999999994,120.00000000000021
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0118,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-2:4,0.9999999999923443,-3.912981791365237e-06,-0.0,0,0,0.21415051652751152,119.99999999999984,120.0000000000001
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0119,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-5:-3,-0.5000033887378075,-0.8660234472869133,-0.0,0,0,0.21415051652751096,120.00000000000017,119.99999999999982
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0120,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-5:3,0.9999999999923443,-3.9129817941407865e-06,-0.0,0,0,0.21415051652751163,119.99999999999999,120.00000000000007
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0121,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-7:-1,0.49999661125453626,-0.8660273602687044,-0.0,0,0,0.22897588896868565,119.99999999999999,119.99999999999994
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0122,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-7:1,0.49999661125453515,-0.866027360268705,-0.0,0,0,0.22897588896868565,119.99999999999994,119.99999999999984
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0123,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:2:-4,-0.9999999999923443,3.912981792808527e-06,-0.0,0,0,0.22897588896868598,119.99999999999997,119.99999999999997
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0124,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:2:4,0.5000033887378095,0.8660234472869122,-0.0,0,0,0.22897588896868565,119.99999999999994,119.99999999999997
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0125,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:5:-3,-0.9999999999923443,3.912981791254206e-06,-0.0,0,0,0.22897588896868598,119.99999999999997,120.00000000000014
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0126,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:5:3,0.5000033887378095,0.8660234472869122,-0.0,0,0,0.22897588896868565,119.99999999999994,119.99999999999997
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0127,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:7:-1,-0.49999661125453626,0.8660273602687044,-0.0,0,0,0.2141505165275113,119.99999999999991,120.00000000000001
H:UPPER:ANNULUS_INNER_PASSIVANT_H:0128,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:7:1,-0.4999966112545374,0.8660273602687036,-0.0,0,0,0.2141505165275112,120.00000000000011,119.99999999999997
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0102,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-14:-2,-0.49999661125453626,0.8660273602687044,-0.0,0,0,0.1494646976634495,119.99999999999989,120.00000000000004
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0103,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-14:-4,-0.464121404018111,0.8525444835452297,0.2403314917127072,0,0,0.20340438880081335,117.65359142320266,120.41511198193116
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0104,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-14:0,-0.49999661125453615,0.8660273602687045,-1.7909000642508587e-26,0,0,0.19382814479407837,120.00000000000004,119.99999999999989
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0105,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-14:2,-0.49999661125453515,0.866027360268705,-0.0,0,0,0.13356788579674977,119.99999999999999,119.99999999999979
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0106,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-14:4,-0.464121404018111,0.8525444835452297,0.2403314917127072,0,0,0.20315405806303355,120.41511198193102,117.65359142320266
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0107,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:10:-6,0.9999999999923443,-3.912981794029756e-06,-0.0,0,0,0.12355276523679791,120.0000000000001,120.00000000000014
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0108,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:10:6,-0.5000033887378098,-0.8660234472869118,-0.0,0,0,0.15288042315296932,119.99999999999999,119.99999999999997
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0109,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:13:-5,0.9792696438669041,0.01911109642283245,0.2016574585635359,0,0,0.19948577867512887,120.41029926513404,118.23446260967219
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0110,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:13:5,-0.4375732616873304,-0.88428843919646,0.1629834254143646,0,0,0.1961895753542512,123.16369020361365,115.94892741896551
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0111,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:1:-9,0.9792696438669041,0.01911109642283245,0.2016574585635359,0,0,0.19978947102152264,120.41029926513411,118.23446260967211
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0112,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:1:9,-0.4321680280821823,-0.7715446190716004,0.4668508287292818,0,0,0.20946103889694595,115.60503571621695,116.87825372549325
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0113,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:4:-8,0.9999999999923443,-3.912981795473046e-06,-0.0,0,0,0.16782125327541794,120.00000000000024,120.00000000000001
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0114,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:4:8,-0.5000033887378095,-0.8660234472869122,-0.0,0,0,0.14764298667560963,119.99999999999991,119.99999999999999
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0115,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:7:-7,0.9999999999923443,-3.9129817906358e-06,7.773476097726698e-32,0,0,0.1932674509627597,119.99999999999991,120.0000000000001
H:UPPER:ANNULUS_OUTER_PASSIVANT_H:0116,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:7:7,-0.5000033887378096,-0.8660234472869122,1.7908961775128122e-26,0,0,0.19348578453967194,119.99999999999991,119.99999999999999
H:UPPER:BRIDGE_PASSIVANT_H:0129,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:00:1,0.6066027911275589,-0.7589687056414548,-0.2366422566939179,0,0,0.21464696009899348,120.48190483403503,120.48190483403485
H:UPPER:BRIDGE_PASSIVANT_H:0130,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:00:2,0.10101701646052288,-0.7240403143675206,0.6823204419889503,0,0,0.22956861413818855,120.39977405391471,120.49343839373131
H:UPPER:BRIDGE_PASSIVANT_H:0131,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:00:3,0.006296586035945924,0.2823776023728556,0.959282670896566,0,0,0.21464696009899373,120.48190483403529,120.48190483403513
H:UPPER:BRIDGE_PASSIVANT_H:0132,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:01:1,0.7468951233339367,0.5037322166956957,0.4340524491381476,0,0,0.15919322119604312,120.50262411217369,120.5026241121743
H:UPPER:BRIDGE_PASSIVANT_H:0133,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:01:2,0.5630897255735632,-0.6533655059409422,0.506007387890756,0,0,0.22953249779934323,120.50379730720735,120.50379730720701
H:UPPER:BRIDGE_PASSIVANT_H:0134,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:01:3,-0.39319638761466924,-0.9085968883601195,-0.1408839779005524,0,0,0.19289692248028106,120.34435819677479,119.66568102579026
H:UPPER:BRIDGE_PASSIVANT_H:0135,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:02:1,0.27484448403643597,-0.054856497214383425,0.9599225355767588,0,0,0.13701561509620255,118.50203896913972,118.50203896913987
H:UPPER:BRIDGE_PASSIVANT_H:0136,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:02:2,-0.7900318025603672,0.47625595115100167,-0.38604406476006314,0,0,0.18864413455249243,118.50189670494773,118.50189670494784
H:UPPER:BRIDGE_PASSIVANT_H:0137,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:02:3,-0.2853948918686852,-0.49540357130583557,-0.8204419889502763,0,0,0.09953076103189674,116.71409230946534,113.17739973859754
H:UPPER:BRIDGE_PASSIVANT_H:0138,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:03:1,-0.5415717122801466,-0.6578644981941283,0.5233683048043111,0,0,0.09608504349317755,114.00435938859813,114.00435938859863
H:UPPER:BRIDGE_PASSIVANT_H:0139,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:03:2,0.018818196112876145,0.29025799811847247,-0.9567633824636654,0,0,0.15999566407015578,114.00481001814846,114.0048100181483
H:UPPER:BRIDGE_PASSIVANT_H:0140,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:03:3,-0.9763954017510155,-0.19403785734514528,0.09487533586964642,0,0,0.10011740355626253,114.00435934744642,114.00435934744577
H:UPPER:BRIDGE_PASSIVANT_H:0141,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:04:1,0.7489200539338678,-0.5000437106248511,0.43482759834240375,0,0,0.15983612624695628,120.50454612762428,120.50454612762434
H:UPPER:BRIDGE_PASSIVANT_H:0142,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:04:2,0.5612542123787215,0.6566400395220925,0.5038031039836556,0,0,0.2295246954982413,120.50657917432989,120.5065791743295
H:UPPER:BRIDGE_PASSIVANT_H:0143,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:04:3,-0.4072225085640014,0.912883537731706,0.02852148413541409,0,0,0.2069940039230337,120.50454609154949,120.5045460915491
H:UPPER:BRIDGE_PASSIVANT_H:0144,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:05:1,0.623059282738299,0.7435704339411129,-0.24269351034228667,0,0,0.21464184638350667,120.47683076208601,120.47683076208533
H:UPPER:BRIDGE_PASSIVANT_H:0145,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:05:2,0.11193879221032287,0.7221255745005316,0.6826451211652885,0,0,0.22966869127932807,120.45381855559987,120.45381855559977
H:UPPER:BRIDGE_PASSIVANT_H:0146,UPPER,BRIDGE_PASSIVANT_H,BR:UPPER:05:3,0.02337233253379953,-0.2956830234581556,0.9550001485395556,0,0,0.21464184638350678,120.47683076208584,120.47683076208563
