selected_subset,selected_transform_type,row,R0,R1,R2,translation_nm,determinant,subset_RMSD_nm,subset_maximum_deviation_nm
INNER_BOUNDARY_HEAVY,ORTHOGONAL_REFLECTION_ALLOWED,0,0.8660293167397111,-0.49999322250141487,-9.62413207695205e-31,2.3439758809029394,-1.0,1.905793032953756e-15,2.0350724194510405e-15
INNER_BOUNDARY_HEAVY,ORTHOGONAL_REFLECTION_ALLOWED,1,0.49999322250141487,0.866029316739711,3.6090495288570194e-31,-1.3533073350875227,-1.0,1.905793032953756e-15,2.0350724194510405e-15
INNER_BOUNDARY_HEAVY,ORTHOGONAL_REFLECTION_ALLOWED,2,-6.5302802227150846e-31,7.93754350849031e-31,-1.0,10.017999999999999,-1.0,1.905793032953756e-15,2.0350724194510405e-15
