decision,heavy_nodes,fixed_heavy_nodes,exact_bridge_nodes,bridge_paths,heavy_edges,maximum_BN_bond_deviation_nm,maximum_bridge_BN_bond_deviation_nm,critical_angle_minimum_deg,critical_angle_mean_deg,critical_angle_maximum_deg,critical_angle_RMS_deviation_deg,minimum_nonbonded_heavy_heavy_nm,heavy_heavy_clash_count,lower_aperture_diameter_nm,upper_aperture_diameter_nm,maximum_lower_upper_asymmetry_nm,fixed_coordinates_unchanged,hydrogen_coordinates_generated,candidate_is_final_chemistry,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,QM_authorized,failed_gates,required_next_step
R2_SELECTED_FOUR_ATOM_BN_BRIDGE_HEAVY_COORDINATE_EMBEDDING_REQUIRES_REVIEW,2112,1992,120,30,3066,0.0011953939551086479,4.410696145812354e-05,70.89983978777892,117.35353360923618,168.1814725624514,16.11053625375514,0.15974739665991966,0,1.045415170115679,1.045415170115679,0.0,True,False,False,False,False,False,False,False,False,aperture_errors_are_within10percent,REVIEW_R2_SELECTED_FOUR_ATOM_HEAVY_COORDINATE_EMBEDDING_FAILURES
