temperature_K,frame,effective_capture_rate_at_kappa1_ps_inv,effective_capture_timescale_at_kappa1_ps,exact_full_slow_rate_at_kappa1_ps_inv,exact_full_slow_timescale_at_kappa1_ps,internal_relaxation_rate_at_kappa1_ps_inv,internal_relaxation_timescale_at_kappa1_ps,timescale_separation_ratio,relative_effective_vs_exact_slow_mode_error,PYR2_conditional_high_population,PYR3_conditional_high_population,PYR4_conditional_high_population,PYR2_direct_capture_rate_at_kappa1_ps_inv,PYR3_direct_capture_rate_at_kappa1_ps_inv,PYR4_direct_capture_rate_at_kappa1_ps_inv,PYR2_capture_contribution_fraction,PYR3_capture_contribution_fraction,PYR4_capture_contribution_fraction
150.0,7,8.365698386565552e-06,119535.74630492258,8.33948671232585e-06,119911.45672334837,0.004377625046128597,228.43436554356373,523.282676932103,0.00314308004124047,0.06188017765041498,0.8041743132040626,0.13394550914552247,1.030398831314954e-07,2.7432144162188526e-06,4.5938827889129795e-05,0.0007621750126079531,0.26369855416696875,0.7355392708204234
200.0,7,1.0474425803148512e-05,95470.6271058228,1.0446451623667213e-05,95726.2844863442,0.005216695639088952,191.6922261109028,498.04120408403327,0.002677864263298837,0.10385100616836895,0.7108200875523843,0.18532890627924664,1.0303988446003745e-07,2.743214657798137e-06,4.5938828945618154e-05,0.0010216116737808022,0.18616123879983237,0.812817149526387
250.0,7,1.1850801854430606e-05,84382.4757416001,1.182390354142334e-05,84574.43825523816,0.006132799054905489,163.05768231556883,517.5007674786705,0.0022749097126030593,0.13796474716115714,0.6427577419443252,0.2192775108945177,1.0303993349209236e-07,2.7432206618596382e-06,4.593886357380573e-05,0.0011995710118488012,0.148785402028531,0.8500150269596203
300.0,7,1.2767952772606318e-05,78321.09170590786,1.2743190230841465e-05,78473.2850946358,0.00708651831815346,141.11301983631517,555.0238510716931,0.0019431979995811093,0.16457635960939881,0.5932896527434947,0.24213398764710664,1.0304045058754626e-07,2.7432688772614034e-06,4.5939200105171896e-05,0.001328170815809563,0.1274717308685833,0.8712000983156071
150.0,8,7.241915986676865e-06,138085.00427783548,7.2244570328841694e-06,138418.70682436283,0.011769944534570984,84.96216758394861,1625.2528414061205,0.002416645806491242,0.32994911504204205,0.547909836768927,0.12214104818903096,1.3033208018283027e-07,2.953809243877299e-06,4.5688914367780554e-05,0.005938063158565624,0.22347969013128688,0.7705822467101475
200.0,8,8.897058060283425e-06,112396.7038569763,8.878684763532193e-06,112629.29438686046,0.014191727491261926,70.4635852552634,1595.103392054276,0.002069371448651567,0.3404346937538078,0.4980012236901501,0.1615640825560422,1.303320881305589e-07,2.9538095072303738e-06,4.568891569118137e-05,0.004986992802383452,0.1653356355754146,0.829677371622202
250.0,8,1.0081856881952255e-05,99188.0773263228,1.006417231844176e-05,99362.36864382609,0.016720277896859877,59.80761840015849,1658.4522169513434,0.0017571801188350196,0.3440505213912164,0.46642250611826924,0.18952697249051437,1.3033230124563128e-07,2.953816035763974e-06,4.5688957059526736e-05,0.004447682279436753,0.13665402059809645,0.8588982971224668
300.0,8,1.0954319053690191e-05,91288.19373424487,1.0938188544508466e-05,91422.81612086963,0.019303074411585464,51.80521914166235,1762.1427965513585,0.0014746965748568591,0.3451770732278378,0.4448084273836991,0.21001449938846312,1.3033410470473058e-07,2.9538683707163837e-06,4.568934617443251e-05,0.00410690473622769,0.11994406391095461,0.8759490313528177
150.0,9,1.4295706104333142e-05,69951.07430873191,1.4292989181843459e-05,69964.37115269848,0.012065927357484999,82.87800600586728,844.0245811871945,0.00019008777346126912,0.11895256707649883,0.5352751643486647,0.34577226857483645,9.35410495900996e-08,5.043489579724942e-06,3.3504492683663455e-05,0.000778341964682651,0.1888437474844114,0.8103779105509059
200.0,9,1.4291682130814349e-05,69970.76976991366,1.4288710468093575e-05,69985.32178484416,0.014542764172023798,68.76271857063595,1017.5684036988264,0.00020797277174938863,0.1583332809811296,0.4891867296943477,0.35247998932452274,9.354104978955384e-08,5.0434896129311265e-06,3.350449284264075e-05,0.0010363133733338457,0.17263245623673876,0.8263312303899275
250.0,9,1.4188148364872437e-05,70481.36051888479,1.4185198745032298e-05,70496.01616263595,0.017133577300738365,58.364927676656606,1207.5978387115217,0.00020793644792407455,0.18647950080440232,0.4597831620641574,0.3537373371314403,9.354106041720793e-08,5.043491019036785e-06,3.350450003993322e-05,0.0012294409251106108,0.1634400902034662,0.8353304688714233
300.0,9,1.4072154231772558e-05,71062.32517990516,1.4069429740885232e-05,71076.0861255121,0.01978268214033607,50.54926288084271,1405.803391187264,0.0001936461489557544,0.20720088855803986,0.4395347847739242,0.3532643266680359,9.354120468683697e-08,5.043507318890565e-06,3.350458739710987e-05,0.0013773172471448056,0.15753074244376325,0.841091940309092
150.0,10,4.268407023211725e-06,234279.43833893305,4.239627307542782e-06,235869.78936117463,0.003056299763705667,327.19303645383644,716.0281920363775,0.006788265472707944,0.23661826292797983,0.7128154512721084,0.05056628579991178,1.474259200499972e-07,2.740268549204808e-06,4.509363421734097e-05,0.008172525469827774,0.4576193769446203,0.534208097585552
200.0,10,5.717067116504477e-06,174914.86099806693,5.674245073597409e-06,176234.89768763387,0.00343745795890814,290.9126488102958,601.2624810691162,0.007546738350502607,0.27770488928824266,0.6350094063359971,0.08728570437576014,1.4742592811880705e-07,2.740268891735116e-06,4.509363499401826e-05,0.0071611720156753685,0.3043687412936381,0.6884700866906864
250.0,10,6.995139199730793e-06,142956.41179499115,6.9448943804798185e-06,143990.6707308212,0.003870730051138916,258.34919686681894,553.345679137862,0.00723478522469665,0.29992280082178463,0.5812551168555729,0.11882208232264246,1.4742614936265003e-07,2.7402768090689585e-06,4.509366200702031e-05,0.006321026982982472,0.22770096082338043,0.7659780121936371
300.0,10,8.051996675814482e-06,124192.79841528836,7.99908187990506e-06,125014.34727304839,0.00433246735395773,230.81535723206204,538.0612447308902,0.006615108671703009,0.31270125811466304,0.5427427742433764,0.1445559676419606,1.4742805064229755e-07,2.740337285172988e-06,4.509393548196709e-05,0.005725404365318551,0.18471173305184027,0.8095628625828412
150.0,11,1.0226384871433743e-05,97786.26685500442,1.0207192759045302e-05,97970.12984925072,0.007558043883636871,132.30936673508808,739.072896107149,0.001880253742776956,0.09047329871984953,0.7418260833597929,0.16770061792035745,9.442381165601188e-08,2.9787982478309248e-06,4.77523094411686e-05,0.0008353718176679053,0.21608322638825356,0.7830814017940785
200.0,11,1.2158465311318194e-05,82247.22235865657,1.2139565462545188e-05,82375.27142840083,0.009214148096504107,108.52875268842324,757.8380873387654,0.0015568801726321582,0.13451600387789406,0.6517937815094482,0.2136902146126577,9.442381302199886e-08,2.9787984562833347e-06,4.775231053813405e-05,0.0010446642461371361,0.1596881070481848,0.8392672287056782
250.0,11,1.3335221554512722e-05,74989.38025979731,1.3317701204558557e-05,75088.03393619515,0.01096171384466529,91.226610562058,822.0121277966903,0.0013155686319323643,0.1671638867302937,0.5907605210985938,0.2420755921711124,9.442386226101041e-08,2.9788038892029336e-06,4.775234650129463e-05,0.001183651861434196,0.13196329214646826,0.8668530559920976
300.0,11,1.4093590178658421e-05,70954.2414192145,1.4077916355317985e-05,71033.23920675564,0.012751559425556011,78.42178094671716,904.7772259523614,0.0011133624426256366,0.19139030233082807,0.5480381171385577,0.2605715805306142,9.442437317587262e-08,2.9788489720676457e-06,4.775269606185968e-05,0.0012822786174735692,0.11583441558873833,0.8828833057937882
150.0,12,4.705545449034986e-06,212515.2144062449,4.6947136190651196e-06,213005.5379606168,0.01265106889352525,79.0447043183675,2688.544618375694,0.002307239769829324,0.5858273361220688,0.33149515700751,0.08267750687042114,4.129900493711753e-07,2.5702019135270138e-06,4.3682922216821225e-05,0.051416113835996334,0.18106497877740618,0.7675189073865974
200.0,12,6.452582890446417e-06,154976.6995601998,6.4399389563709846e-06,155280.97498668171,0.015287142897838743,65.41444707378103,2369.1509520121967,0.001963362410900492,0.5311570474549822,0.3465401940851237,0.12230275845989418,4.1299008198287164e-07,2.5702020460161508e-06,4.3682923012400614e-05,0.033996090604120344,0.1380343857625048,0.8279695236333748
250.0,12,7.789968608738284e-06,128370.22204149379,7.777131035446217e-06,128582.12050719607,0.01809113041368815,55.275705670850606,2322.362428186769,0.001650682396060528,0.4951805838657747,0.35187477986988625,0.15294463626433893,4.1299091098471e-07,2.57020572399998e-06,4.368295036777686e-05,0.026252362583754997,0.1160968187135347,0.8576508187027103
300.0,12,8.814757216177111e-06,113446.11944215202,8.802668223291106e-06,113601.91871756404,0.020985155163495594,47.65273319205829,2380.6844191900145,0.0013733327872131596,0.46994524972549206,0.3535094611226709,0.176545289151837,4.1299767265410264e-07,2.570237601630574e-06,4.3683225133372165e-05,0.022018336937889363,0.10307751957616641,0.8749041434859443
150.0,13,5.943277957549389e-06,168257.31644096505,5.932562202155603e-06,168561.23305991615,0.005095963431643379,196.23374724208205,857.4331316896063,0.0018062609423449933,0.08577691583900228,0.8210249134517654,0.09319817070923242,1.3041141026345944e-06,2.4930482666320493e-06,4.060766757308989e-05,0.01882174894479752,0.344398285249751,0.6367799658054515
200.0,13,7.738613303413685e-06,129222.11781261592,7.727147135015257e-06,129413.86808444996,0.00633493372161202,157.85484804496656,818.6135517092619,0.001483881204548154,0.1332272570621696,0.7249908378720016,0.1417819050658289,1.3041141138103477e-06,2.4930483827112752e-06,4.060766794341087e-05,0.02245150900644852,0.23356086742827462,0.7439876235652768
250.0,13,9.049296935600583e-06,110505.82239885711,9.038775377032971e-06,110634.45636019949,0.007728753544545012,129.38696961113533,854.0722665580286,0.0011640469121897328,0.16866529669630595,0.6540595329575258,0.17727517034616821,1.3041145622295474e-06,2.4930516734624442e-06,4.060768261452097e-05,0.02430673577513915,0.18019125958491986,0.7955020046399409
300.0,13,9.99681122125095e-06,100031.8979590439,9.987735152318692e-06,100122.79908802408,0.009208679958952224,108.5931973374587,921.1617339914014,0.0009087214262134048,0.19469772260914586,0.6023568118529828,0.20294546553787127,1.3041195713237462e-06,2.493080610450302e-06,4.0607845071379525e-05,0.025399010237083988,0.15022031075379394,0.8243806790091222
150.0,14,4.183158372638758e-05,23905.382271462862,4.166231453262375e-05,24002.507091077434,0.0029581977782399296,338.0436586613153,70.71684872341764,0.004062885023617257,0.13337763707383307,0.09269388714625208,0.7739284757799147,2.5579725673518685e-07,1.1756592294598589e-06,5.38660754493693e-05,0.0008155950751581579,0.0026051230728149303,0.9965792818520269
200.0,14,3.682615572034458e-05,27154.612813619064,3.6665230240855483e-05,27273.795730476988,0.0038492586364343223,259.79028546814624,104.5251278918533,0.004389048655414706,0.18182487122343574,0.13839785062160997,0.6797772781549543,2.5579726150624117e-07,1.175659246154477e-06,5.386607920003751e-05,0.001262969300566587,0.004418292095618158,0.9943187386038151
250.0,14,3.3342023085663555e-05,29992.181261189915,3.3202294969713577e-05,30118.399975428765,0.004808396008026395,207.96955956430256,144.21428464830964,0.004208387283994554,0.21386852461140435,0.1719205210852995,0.6142109543032962,2.5579742475541297e-07,1.1756598502322237e-06,5.386617705522608e-05,0.0016407827950716007,0.006062021298218611,0.9922971959067098
300.0,14,3.0876432796415196e-05,32387.160997306062,3.075761688597871e-05,32512.271796189252,0.005806527697039312,172.2199655587434,188.056947359329,0.0038629751738226627,0.2357103094356495,0.19650002764974403,0.5677896629146065,2.557990589687069e-07,1.1756661347300395e-06,5.386698964558448e-05,0.001952766880177368,0.007482031020375581,0.990565202099447
150.0,15,1.446747082175455e-05,69120.58177413518,1.4463821940277706e-05,69138.01926828753,0.044079027963866556,22.686525683364486,3046.7680569008294,0.00025227643785367943,0.20120935223329575,0.5258472013968624,0.2729434463698419,8.866622678135037e-08,4.200545978255527e-06,4.4847330696147094e-05,0.0012331439458526168,0.15267667543404354,0.8460901806201039
200.0,15,1.5094490580622353e-05,66249.33744261343,1.5091297189766211e-05,66263.35612011704,0.05545999161925574,18.031016067676426,3674.1876993485857,0.00021160479553121534,0.23188895976208698,0.476637958087462,0.29147308215045103,8.866622893498565e-08,4.200546187804412e-06,4.484733206503816e-05,0.0013621340504300179,0.13264043242223933,0.8659974335273306
250.0,15,1.5429402078378158e-05,64811.3254758809,1.5426646162290362e-05,64822.903791262695,0.06694900806099659,14.936741095385756,4339.053951728623,0.0001786464834159785,0.2512326700770306,0.4470982360255712,0.30166909389739827,8.866629873627953e-08,4.200552044466024e-06,4.48473743968875e-05,0.0014437287241726123,0.12171951964659514,0.8768367516292324
300.0,15,1.563305829589707e-05,63967.01023384863,1.5631066978984306e-05,63975.15929939283,0.07849005209007057,12.740468038579703,5020.773965300856,0.00012739481670954135,0.2644588403553998,0.42752724011120996,0.30801391953339013,8.866697187013538e-08,4.200603042128461e-06,4.4847769629570455e-05,0.0014999473624911282,0.11487657702109792,0.8836234756164109
150.0,16,1.174446106571527e-05,85146.52093481118,1.1731668534352302e-05,85239.36702369586,0.011094810409143402,90.13222967522589,944.6845067698896,0.0010904272760101186,0.12050484481467796,0.6729149611027797,0.20658019408254244,9.185228349684428e-08,3.095513968443293e-06,4.6714907988819664e-05,0.0009424566275733926,0.17736170693680683,0.8216958364356197
200.0,16,1.326485858421368e-05,75387.15875871349,1.3252834565736459e-05,75455.55594464105,0.013646825570644231,73.27711450720862,1028.7954058466273,0.0009072789988873186,0.16311164440854786,0.5925182389741246,0.24437011661732755,9.185228507731272e-08,3.0955141616581737e-06,4.6714909192613686e-05,0.001129463775774683,0.13827125167907625,0.8605992845451491
250.0,16,1.413374262270101e-05,70752.66804376662,1.4122796616613831e-05,70807.50556328312,0.01628566363261335,61.40369975451413,1152.2541528707347,0.0007750593869135798,0.19273872529785993,0.5409316442989949,0.26632963040314533,9.185234005749192e-08,3.095519317780296e-06,4.671494773752208e-05,0.0012525700666058506,0.11847282062691207,0.8802746093064822
300.0,16,1.4675946311269245e-05,68138.70661492733,1.4666395117269677e-05,68183.08057325553,0.01896490060985341,52.72898712057788,1292.2437986360578,0.0006512298300433168,0.21402343120613881,0.5057538070114255,0.28022276178243577,9.185289674503941e-08,3.095562806337241e-06,4.671531634948769e-05,0.001339516492541348,0.10667745990225225,0.8919830236052064
150.0,17,1.0732403159752347e-05,93175.77667507928,1.0732131259302066e-05,93178.13729991896,0.6355381187652658,1.5734697423701618,59216.75782257242,2.5335177488268596e-05,0.41067053721133684,0.3369355031992565,0.2523939595894067,2.6800217645087656e-06,3.604740991245746e-06,3.334957768358719e-05,0.10254981679185134,0.11316805767631996,0.7842821255318286
200.0,17,1.1320116340965904e-05,88338.31472041865,1.1319899802323028e-05,88340.00454622254,0.8354522221007737,1.1969565386820866,73802.44132981125,1.912902469602944e-05,0.39120691861359413,0.3372457214646887,0.2715473599217172,2.68002177534138e-06,3.6047410038072734e-06,3.3349577777171676e-05,0.09261769304918431,0.10739142990279552,0.7999908770480202
250.0,17,1.1683699273368258e-05,85589.33062231352,1.1683525943104836e-05,85590.60037780472,1.0360825431221183,0.9651740651730434,88677.61133528639,1.4835441309877301e-05,0.37954300370373745,0.33704891056715486,0.28340808572910764,2.6800222820608567e-06,3.604741609436983e-06,3.334958249264368e-05,0.08706007259574748,0.1039888312690683,0.8089510961351842
300.0,17,1.1930451086154292e-05,83819.12743940883,1.1930379968208194e-05,83819.62709190967,1.2370715933555008,0.8083606521814515,103690.26153513724,5.961079721481769e-06,0.37178232477402895,0.3367560085122969,0.29146166671367413,2.6800285721521725e-06,3.604749285152674e-06,3.334964409481688e-05,0.08351631013951338,0.1017497974040871,0.8147338924563996
150.0,18,1.344574179618265e-05,74372.98850137876,1.3445729127068664e-05,74373.05857863971,2.992058373510986,0.33421807838146056,222528.32300858657,9.422407566337631e-07,0.3839020784341129,0.2812159503191878,0.33488197124669933,9.425509014962742e-06,6.321227538268591e-06,2.40372428999798e-05,0.26911661372011303,0.13220765624568998,0.598675730034197
200.0,18,1.3408129443588309e-05,74581.61887586745,1.3408119866054949e-05,74581.67215014825,3.9517452724824764,0.25305274784875054,294727.55980679905,7.143084530653144e-07,0.3711380313201569,0.2938664960062443,0.3349954726735988,9.42550905301563e-06,6.3212275584778654e-06,2.4037242987577806e-05,0.26089879940705224,0.13854259096195476,0.6005586096309931
250.0,18,1.3382837242498126e-05,74722.57054912324,1.3382836460163285e-05,74722.57491726078,4.912587498222121,0.20355871531283723,367081.1659146432,5.8458073774607964e-08,0.3635111217376719,0.3015847621728575,0.33490411608947057,9.425510833451437e-06,6.321228550082372e-06,2.4037247172597067e-05,0.25602030077285315,0.14245007798966633,0.6015296212374805
300.0,18,1.3364869063353451e-05,74823.03008429808,1.3364957068353632e-05,74822.53739279578,5.874007968464749,0.17024151233171778,439511.07493984455,6.584757416737384e-06,0.3584422508082791,0.3067813392405943,0.3347764099511266,9.42553293829403e-06,6.321241270085617e-06,2.4037299881908558e-05,0.25279029861456526,0.1450997277494611,0.6021099736359736
150.0,19,1.194994381562117e-05,83682.4018111937,1.1946429362422326e-05,83707.01986867432,0.08656521343175708,11.55198445606954,7243.984973268038,0.0002941844037432509,0.2882017737194144,0.4819817613568252,0.22981646492376043,1.1107310657807037e-07,3.864418666419484e-06,4.3753840862392355e-05,0.002678796387852427,0.15586511068163023,0.8414560929305174
200.0,19,1.2887650466785944e-05,77593.66244275481,1.2884667733935385e-05,77611.62496772963,0.10983297529497799,9.104733777031024,8522.34281012195,0.0002314947433764785,0.3017076961665041,0.4436973704837956,0.2545949333497004,1.1107310896387487e-07,3.864418788443217e-06,4.3753841655573076e-05,0.002600288694817407,0.13304461191738415,0.8643550993877984
