run,timestep,n_water_oxygen,water_r_mean_A,water_r_min_A,water_r_max_A,water_abs_z_mean_A,water_abs_z_min_A,water_abs_z_max_A,fraction_inside_lumen_segment,fraction_radial_outside_lumen,fraction_axial_outside_segment,fraction_radial_outside_outer_radius,scaffold_r_min_A,scaffold_r_max_A,scaffold_r_mean_A
nvt300_hold_contained_bn_like_extend_20k_to_50k,20000,30000,41.79317478856423,0.1457809570597271,73.34019537429663,40.08439278006,0.0116595,114.499,0.9973666666666666,0.0026,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,22000,30000,41.73074529111918,0.30034843629691166,73.64635601263649,39.957620039615094,0.000447723,113.917,0.9972666666666666,0.0026666666666666666,0.00016666666666666666,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,24000,30000,41.669937346317084,0.3396755528117971,73.78473219372691,39.82930768257533,0.00350235,113.25,0.9972666666666666,0.0026666666666666666,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,26000,30000,41.60851831449072,0.11331962844785541,75.10424781914801,39.705976495567995,0.00107932,112.53,0.9969333333333333,0.003,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,28000,30000,41.546074966556226,0.3674132003752723,75.19066658202999,39.58337971934073,0.000731312,111.953,0.9967,0.0031666666666666666,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,30000,30000,41.48223706563865,0.7086361286304559,74.80539040851266,39.45980807346667,0.00123786,111.336,0.9968666666666667,0.003033333333333333,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,32000,30000,41.418061437787095,0.07292006890205192,73.86894817309908,39.336014768572866,0.000517254,110.609,0.9965,0.0033666666666666667,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,34000,30000,41.35233894292927,0.0731482010458904,74.56117730863697,39.21418267409501,0.00322522,110.005,0.9967333333333334,0.0031666666666666666,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,36000,30000,41.28688592123865,0.07219791389451638,74.86110622452756,39.09497313880267,0.00364337,109.44,0.9967333333333334,0.0032333333333333333,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,38000,30000,41.21956630999021,0.28529164654612654,74.4101236291138,38.97562252301,0.0036794,108.748,0.9963666666666666,0.0035666666666666668,6.666666666666667e-05,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,40000,30000,41.152043278708405,0.2863685516253487,73.96218051639636,38.85880804209167,0.00325155,108.108,0.9962,0.0037333333333333333,0.0001,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,42000,30000,41.08310691915991,0.20813164491083522,73.34072921951349,38.744369163254994,0.00254574,107.564,0.9962666666666666,0.0036333333333333335,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,44000,30000,41.01573193796208,0.4192692664541488,73.74179516786936,38.6315347196494,0.000882202,106.941,0.9963,0.0036,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,46000,30000,40.95311448942108,0.3618840032607134,73.71389746587816,38.525753877744364,0.000614351,106.275,0.9962,0.0037,0.00013333333333333334,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,48000,30000,40.893988798229785,0.3921428350920108,73.01600683589866,38.42136670501767,0.00128532,105.694,0.9963666666666666,0.0035666666666666668,0.0001,0.0,69.99996272434721,120.00007182431185,94.99996372291416
nvt300_hold_contained_bn_like_extend_20k_to_50k,50000,30000,40.83667103769102,0.141013818845672,73.25115605708896,38.314764759572,0.00161948,105.14,0.9961333333333333,0.003833333333333333,0.0001,0.0,69.99996272434721,120.00007182431185,94.99996372291416
