exciton_state,energy_eV,shift_meV_from_mean_site,participation_ratio,dominant_site,weight_PYR2,weight_PYR3,weight_PYR4,weight_PYR5
X1,3.7403380535360453,-31.53694646395433,2.417520849272408,PYR4,0.002780339067839528,0.10641046206112639,0.4980613502807934,0.3927478485902412
X2,3.7548350426867567,-17.039957313242926,1.0233328319350463,PYR2,0.9885094298087492,0.004788806327595994,0.0021480610328721284,0.004553702830783028
X3,3.777695582869639,5.820582869639157,1.521617662095966,PYR3,0.008543907928790322,0.7835064016672457,7.304269207454684e-06,0.20794238613475677
X4,3.8146313209075586,42.75632090755899,2.399793019958071,PYR4,0.00016632319462129712,0.10529432994403223,0.499783284417127,0.394756062444219
