,X1,X2,X3,X4
PYR2,0.0,1.0,0.0,0.0
PYR3,0.6274939095906572,0.0,-0.7670377922442196,0.133807394024938
PYR4,-0.6961224782093517,0.0,-0.47567577861375476,0.537723022542153
PYR5,0.348804943712532,0.0,0.4305642564232558,0.832435902837201
