case,exciton_state,energy_eV,shift_meV_from_mean_site,participation_ratio,dominant_site,weight_PYR2,weight_PYR3,weight_PYR4,weight_PYR5
hydrated_J34_17meV_J45_33meV,X1,3.746140721927837,-31.359278072162766,2.471183584797233,PYR4,0.0,0.39374860657336785,0.4845865046683293,0.12166488875830263
hydrated_J34_17meV_J45_33meV,X2,3.755,-22.499999999999964,1.0,PYR2,1.0,0.0,0.0,0.0
hydrated_J34_17meV_J45_33meV,X3,3.775542489976633,-1.9575100233666376,2.316332587320644,PYR3,0.0,0.5883469747308867,0.22626744635980184,0.18538557890931118
hydrated_J34_17meV_J45_33meV,X4,3.8333167880955297,55.816788095529816,1.7727194286067829,PYR5,0.0,0.017904418695745012,0.28914604897186874,0.692949532332386
