grid,cube_file,file_size_bytes,natoms,n_values,voxel_volume_bohr3,grid_length_x_A,grid_length_y_A,grid_length_z_A,net_transition_charge,boundary_max_ratio,gauge_sign,aligned_mu_x_au,aligned_mu_y_au,aligned_mu_z_au,raw_mu_magnitude_au,ORCA_mu_magnitude_au,cosine_to_ORCA,raw_to_ORCA_ratio,raw_relative_error,sqrt2_scaled_mu_magnitude_au,sqrt2_scaled_to_ORCA_ratio,sqrt2_scaled_relative_error,empirical_scale_to_ORCA,empirical_scale_over_sqrt2,net_charge_pass,boundary_pass,cosine_pass,sqrt2_scaled_dipole_pass
40,runs/phase1A/day016_md_bath_extraction/day019_transition_density_pilot/inputs/PYR2/pilot.cistp02.N40.cube,908824,26,64000,0.22456736481469391,8.37847600965747,16.558477227062028,14.228477687646256,0.0005677195968700155,1.7975850542339513e-07,-1,0.1604205461404906,1.5530069603638563,0.00033298622173297244,1.5612704703037272,2.2245082082563776,0.9999994498954204,0.7018497232372489,0.2981502767627511,2.2079698736361517,0.9925653973499208,0.007434602650079225,1.424806432048654,1.007490289979813,True,True,True,True
80,runs/phase1A/day016_md_bath_extraction/day019_transition_density_pilot/inputs/PYR2/pilot.cistp02.N80.cube,7259224,26,512000,0.027018445879961505,8.378474422125839,16.55850051085931,14.228498854734692,-9.247365940599992e-05,1.6722520899853543e-07,-1,0.16165327891197373,1.5621989476548839,0.0027244370002270637,1.5705428224642546,2.2245082082563776,0.9999967413663874,0.7060179938357177,0.2939820061642823,2.221082959816669,0.9984602221619161,0.0015397778380839,1.4163944952268293,1.001542152410188,True,True,True,True
120,runs/phase1A/day016_md_bath_extraction/day019_transition_density_pilot/inputs/PYR2/pilot.cistp02.N120.cube,24481625,26,1728000,0.007904997587917049,8.37849929345475,16.558510565226317,14.228480333532312,8.692068995029643e-05,1.0479640113910983e-07,-1,0.16181674311742797,1.5636345751650558,-0.0009384912770802475,1.5719855672908112,2.2245082082563776,0.9999999755450416,0.7066665618298485,0.29333343817015145,2.2231233091174287,0.9993774358153372,0.0006225641846627772,1.415094549557561,1.0006229520122742,True,True,True,True
