atom_id_i,atom_id_j,type_i,type_j,distance_A
5365,5653,1,2,3.3898999999999972
7013,7301,2,1,3.389900000000001
9253,9541,1,2,3.3898200000000003
16734,17022,2,1,3.389799999999994
13425,13713,1,2,3.389800000000001
3704,3992,1,2,3.389800000000001
7876,8164,2,1,3.38983
395,683,1,2,3.3899000000000115
11764,12052,1,2,3.3898999999999972
2327,2615,1,2,3.3898999999999972
4567,4855,1,2,3.389800000000001
15936,16224,2,1,3.389799999999994
13954,14242,1,2,3.389799999999994
10387,10675,1,2,3.389800000000001
12627,12915,1,2,3.389800000000001
2906,3194,2,1,3.389799999999994
14275,14563,2,1,3.389800000000008
7078,7366,2,1,3.389900000000001
10966,11254,2,1,3.389800000000001
1529,1817,1,2,3.389799999999994
15138,15426,2,1,3.389800000000008
5701,5989,1,2,3.389800000000001
9589,9877,1,2,3.389800000000001
7607,7895,2,1,3.3898200000000003
15667,15955,2,1,3.3899000000000115
731,1019,1,2,3.389799999999994
4903,5191,2,1,3.389800000000001
8791,9079,1,2,3.3898399999999995
2921,3209,1,2,3.389799999999994
6809,7097,2,1,3.3897999999999975
3242,3530,2,1,3.3898999999999972
12963,13251,2,1,3.389800000000001
10981,11269,1,2,3.389800000000001
7414,7702,1,2,3.389800000000001
14869,15157,2,1,3.389799999999994
11302,11590,1,2,3.389800000000001
5432,5720,1,2,3.3898999999999972
9320,9608,1,2,3.3898200000000003
13492,13780,1,2,3.389800000000001
6011,6299,2,1,3.389800000000001
10183,10471,1,2,3.3897999999999975
6616,6904,1,2,3.389800000000001
14071,14359,2,1,3.389799999999994
4634,4922,2,1,3.389800000000001
16003,16291,2,1,3.389799999999994
12694,12982,2,1,3.3898999999999972
3257,3545,1,2,3.3898999999999972
7145,7433,2,1,3.389900000000001
11317,11605,1,2,3.389800000000001
1596,1884,1,2,3.389799999999994
3836,4124,2,1,3.389800000000001
15205,15493,2,1,3.389800000000008
8008,8296,2,1,3.38983
9656,9944,1,2,3.389800000000001
11896,12184,2,1,3.389800000000001
2459,2747,1,2,3.3898999999999972
13828,14116,2,1,3.389799999999994
6347,6635,1,2,3.389800000000001
16068,16356,2,1,3.389799999999994
10519,10807,1,2,3.389800000000001
798,1086,1,2,3.389799999999994
14407,14695,1,2,3.3898999999999972
4970,5258,2,1,3.389800000000001
7210,7498,1,2,3.389800000000001
8858,9146,1,2,3.3898399999999995
13030,13318,1,2,3.389800000000001
1661,1949,1,2,3.389799999999994
16918,17206,2,1,3.389799999999994
5549,5837,1,2,3.389800000000001
9721,10009,1,2,3.389800000000001
4172,4460,1,2,3.3898999999999972
8060,8348,2,1,3.38983
2190,2478,1,2,3.389799999999994
863,1151,2,1,3.389799999999994
12232,12520,1,2,3.389800000000001
2795,3083,2,1,3.389800000000008
10250,10538,1,2,3.3897999999999975
6683,6971,2,1,3.3897999999999975
14422,14710,2,1,3.3898999999999972
10855,11143,2,1,3.389900000000001
3374,3662,1,2,3.3898999999999972
14743,15031,2,1,3.389799999999994
12761,13049,2,1,3.3898999999999972
16933,17221,2,1,3.389799999999994
1997,2285,2,1,3.389800000000008
5885,6173,2,1,3.389800000000001
13624,13912,2,1,3.3898999999999972
10057,10345,2,1,3.389900000000001
3903,4191,2,1,3.389800000000001
15272,15560,1,2,3.389799999999994
8075,8363,1,2,3.3898399999999995
11963,12251,2,1,3.389800000000001
16135,16423,1,2,3.389799999999994
1199,1487,1,2,3.3899000000000115
10586,10874,1,2,3.389800000000001
3105,3393,2,1,3.389799999999994
7277,7565,1,2,3.389800000000001
11165,11453,2,1,3.389800000000001
1728,2016,2,1,3.389799999999994
13097,13385,1,2,3.389800000000001
15337,15625,1,2,3.389799999999994
5900,6188,1,2,3.389800000000001
9788,10076,2,1,3.389800000000001
4239,4527,1,2,3.3898999999999972
6479,6767,2,1,3.389800000000001
8411,8699,2,1,3.38982
930,1218,1,2,3.389799999999994
12299,12587,1,2,3.389800000000001
5102,5390,1,2,3.389800000000001
6750,7038,2,1,3.3897999999999975
8990,9278,1,2,3.38983
16471,16759,2,1,3.3899000000000115
13162,13450,1,2,3.389800000000001
3441,3729,1,2,3.3898999999999972
7613,7901,2,1,3.3898200000000003
11501,11789,1,2,3.389800000000001
132,420,1,2,3.389799999999994
2064,2352,1,2,3.389799999999994
15673,15961,2,1,3.3899000000000115
5952,6240,2,1,3.389800000000001
4304,4592,1,2,3.3898999999999972
9519,9807,2,1,3.389800000000001
13691,13979,2,1,3.3898999999999972
10124,10412,1,2,3.3897999999999975
2643,2931,2,1,3.389800000000008
14012,14300,2,1,3.389799999999994
6815,7103,2,1,3.3897999999999975
1266,1554,1,2,3.3899000000000115
14875,15163,2,1,3.389799999999994
9326,9614,1,2,3.3898200000000003
7344,7632,2,1,3.389800000000001
11516,11804,2,1,3.389800000000001
15404,15692,2,1,3.389799999999994
468,756,1,2,3.3899000000000115
4640,4928,2,1,3.389800000000001
9855,10143,1,2,3.389900000000001
8528,8816,1,2,3.38982
2658,2946,1,2,3.389800000000008
12700,12988,2,1,3.3898999999999972
2979,3267,2,1,3.389799999999994
6546,6834,2,1,3.389800000000001
10718,11006,1,2,3.389900000000001
7151,7439,2,1,3.389900000000001
997,1285,1,2,3.389799999999994
14606,14894,2,1,3.3898999999999972
5169,5457,1,2,3.389800000000001
9057,9345,1,2,3.38983
13229,13517,1,2,3.389800000000001
1860,2148,1,2,3.389800000000008
5748,6036,2,1,3.389800000000001
9920,10208,1,2,3.389900000000001
6353,6641,1,2,3.389800000000001
13808,14096,2,1,3.3898999999999972
4371,4659,2,1,3.389800000000001
15740,16028,2,1,3.3899000000000115
12431,12719,2,1,3.389800000000001
16319,16607,1,2,3.389799999999994
2994,3282,1,2,3.389799999999994
6882,7170,2,1,3.3897999999999975
11054,11342,1,2,3.389800000000001
1333,1621,1,2,3.3899000000000115
3573,3861,2,1,3.389800000000001
14942,15230,2,1,3.389799999999994
7745,8033,2,1,3.3898200000000003
9393,9681,1,2,3.3898200000000003
11633,11921,2,1,3.3898999999999972
2196,2484,1,2,3.389799999999994
13565,13853,2,1,3.3898999999999972
6084,6372,1,2,3.389900000000001
10256,10544,1,2,3.3897999999999975
535,823,1,2,3.3899000000000115
14144,14432,1,2,3.389800000000008
4707,4995,2,1,3.389800000000001
6947,7235,1,2,3.389900000000001
8595,8883,1,2,3.38982
1398,1686,1,2,3.3899000000000115
12767,13055,2,1,3.3898999999999972
5286,5574,1,2,3.3898999999999972
16655,16943,1,2,3.3899000000000115
9458,9746,1,2,3.3898200000000003
3909,4197,2,1,3.389800000000001
7797,8085,2,1,3.38983
1927,2215,1,2,3.389800000000008
11969,12257,2,1,3.389800000000001
2532,2820,1,2,3.3898999999999972
9987,10275,1,2,3.389900000000001
6420,6708,1,2,3.389800000000001
14159,14447,2,1,3.389800000000008
10592,10880,1,2,3.389800000000001
3111,3399,2,1,3.389799999999994
12498,12786,2,1,3.389800000000001
16670,16958,2,1,3.3899000000000115
1734,2022,2,1,3.389800000000008
9189,9477,1,2,3.38983
5622,5910,1,2,3.389800000000001
13361,13649,2,1,3.389800000000001
3640,3928,2,1,3.389800000000001
15009,15297,1,2,3.389800000000008
9794,10082,2,1,3.389900000000001
7812,8100,1,2,3.38983
11700,11988,2,1,3.3898999999999972
15872,16160,1,2,3.389799999999994
936,1224,1,2,3.389799999999994
10323,10611,1,2,3.3897999999999975
2842,3130,2,1,3.389800000000008
14211,14499,1,2,3.389800000000008
7014,7302,1,2,3.389900000000001
10902,11190,2,1,3.389900000000001
1465,1753,2,1,3.389799999999994
15074,15362,1,2,3.389800000000008
12834,13122,2,1,3.3898999999999972
9525,9813,2,1,3.389800000000001
3976,4264,2,1,3.389800000000001
6216,6504,1,2,3.389900000000001
8148,8436,1,2,3.3898399999999995
667,955,2,1,3.389799999999994
12036,12324,2,1,3.389800000000001
4839,5127,2,1,3.389800000000001
6487,6775,1,2,3.389800000000001
8727,9015,2,1,3.3898399999999995
16208,16496,1,2,3.389799999999994
12899,13187,2,1,3.3898999999999972
3178,3466,1,2,3.3898999999999972
16787,17075,2,1,3.389799999999994
7350,7638,1,2,3.389800000000001
11238,11526,1,2,3.389800000000001
1801,2089,2,1,3.389800000000008
9256,9544,2,1,3.3898200000000003
4041,4329,1,2,3.3898999999999972
5689,5977,1,2,3.389800000000001
15410,15698,1,2,3.389799999999994
13428,13716,2,1,3.389800000000001
9861,10149,1,2,3.389900000000001
13749,14037,2,1,3.3898999999999972
2380,2668,1,2,3.3898999999999972
6552,6840,2,1,3.389800000000001
1003,1291,1,2,3.389799999999994
14612,14900,2,1,3.3898999999999972
9063,9351,1,2,3.38983
16518,16806,2,1,3.3899000000000115
12951,13239,2,1,3.3898999999999972
7081,7369,1,2,3.389900000000001
11253,11541,2,1,3.389800000000001
15141,15429,1,2,3.389800000000008
205,493,1,2,3.389799999999994
4377,4665,2,1,3.389800000000001
9592,9880,2,1,3.389800000000001
2395,2683,2,1,3.3898999999999972
6283,6571,1,2,3.389900000000001
2716,3004,2,1,3.389800000000008
10455,10743,2,1,3.389800000000001
734,1022,2,1,3.389799999999994
14343,14631,1,2,3.389800000000008
4906,5194,1,2,3.389800000000001
8794,9082,2,1,3.3898399999999995
1597,1885,2,1,3.389799999999994
12966,13254,1,2,3.389800000000001
5485,5773,2,1,3.389800000000001
16854,17142,2,1,3.389799999999994
7417,7705,1,2,3.389800000000001
9657,9945,2,1,3.389800000000001
6090,6378,1,2,3.389900000000001
13545,13833,2,1,3.3898999999999972
15477,15765,2,1,3.389799999999994
4108,4396,1,2,3.3898999999999972
7996,8284,2,1,3.38983
12168,12456,2,1,3.389800000000001
16056,16344,1,2,3.389799999999994
2731,3019,1,2,3.389800000000008
6619,6907,2,1,3.389800000000001
10791,11079,1,2,3.389900000000001
1070,1358,1,2,3.389799999999994
3310,3598,2,1,3.3898999999999972
14679,14967,2,1,3.3898999999999972
9130,9418,1,2,3.38983
11370,11658,2,1,3.389800000000001
13302,13590,2,1,3.389800000000001
1933,2221,1,2,3.389800000000008
5821,6109,1,2,3.389800000000001
9993,10281,1,2,3.389900000000001
272,560,1,2,3.389799999999994
13881,14169,1,2,3.389799999999994
4444,4732,2,1,3.389800000000001
6684,6972,1,2,3.3897999999999975
8332,8620,1,2,3.3898399999999995
12504,12792,2,1,3.389800000000001
1135,1423,1,2,3.389799999999994
16392,16680,1,2,3.389799999999994
5023,5311,1,2,3.389800000000001
9195,9483,1,2,3.38983
14410,14698,2,1,3.3898999999999972
3646,3934,2,1,3.389800000000001
7534,7822,2,1,3.3898200000000003
1664,1952,2,1,3.389799999999994
11706,11994,2,1,3.3898999999999972
2269,2557,1,2,3.389799999999994
9724,10012,2,1,3.389800000000001
6157,6445,1,2,3.389900000000001
2848,3136,2,1,3.389800000000008
12235,12523,2,1,3.389800000000001
5038,5326,2,1,3.389800000000001
1471,1759,2,1,3.389799999999994
8926,9214,1,2,3.3898399999999995
5359,5647,1,2,3.3898999999999972
16407,16695,2,1,3.389799999999994
13098,13386,2,1,3.389800000000001
9531,9819,2,1,3.389800000000001
3377,3665,2,1,3.3898999999999972
14746,15034,1,2,3.389799999999994
16986,17274,1,2,3.389799999999994
7549,7837,1,2,3.3898200000000003
11437,11725,2,1,3.389800000000001
15609,15897,1,2,3.3899000000000115
673,961,2,1,3.389799999999994
5888,6176,1,2,3.389800000000001
10060,10348,1,2,3.389900000000001
13948,14236,1,2,3.389799999999994
2579,2867,2,1,3.3898999999999972
6751,7039,1,2,3.3897999999999975
10639,10927,2,1,3.389800000000001
1202,1490,2,1,3.3899000000000115
12571,12859,2,1,3.389800000000001
14811,15099,1,2,3.389799999999994
9262,9550,2,1,3.3898200000000003
1781,2069,1,2,3.389800000000008
3713,4001,2,1,3.389800000000001
5953,6241,1,2,3.389800000000001
7885,8173,1,2,3.38983
404,692,2,1,3.3899000000000115
11773,12061,2,1,3.3898999999999972
4576,4864,2,1,3.389800000000001
15945,16233,1,2,3.389799999999994
8464,8752,2,1,3.38982
2915,3203,1,2,3.389799999999994
16524,16812,2,1,3.3899000000000115
7087,7375,1,2,3.389900000000001
10975,11263,1,2,3.389800000000001
1538,1826,2,1,3.389799999999994
3778,4066,1,2,3.389800000000001
5426,5714,1,2,3.3898999999999972
15147,15435,1,2,3.389800000000008
8993,9281,2,1,3.38983
13165,13453,2,1,3.389800000000001
9598,9886,2,1,3.389800000000001
2117,2405,1,2,3.389799999999994
13486,13774,1,2,3.389800000000001
6289,6577,1,2,3.389900000000001
15676,15964,1,2,3.3899000000000115
740,1028,2,1,3.389799999999994
14349,14637,1,2,3.389800000000008
4628,4916,2,1,3.389800000000001
12367,12655,2,1,3.389800000000001
8800,9088,2,1,3.3898399999999995
16255,16543,2,1,3.389799999999994
12688,12976,2,1,3.3898999999999972
6818,7106,1,2,3.3897999999999975
16860,17148,2,1,3.389799999999994
10990,11278,2,1,3.389800000000001
14878,15166,1,2,3.389799999999994
9329,9617,2,1,3.3898200000000003
2132,2420,2,1,3.389799999999994
6020,6308,1,2,3.389800000000001
10192,10480,2,1,3.3897999999999975
471,759,2,1,3.3899000000000115
14080,14368,1,2,3.389799999999994
4643,4931,1,2,3.389800000000001
8531,8819,2,1,3.38982
1334,1622,2,1,3.3899000000000115
12703,12991,1,2,3.3898999999999972
5222,5510,2,1,3.3898999999999972
16591,16879,2,1,3.3899000000000115
7154,7442,1,2,3.389900000000001
9394,9682,2,1,3.3898200000000003
5827,6115,1,2,3.389800000000001
13282,13570,2,1,3.389800000000001
3845,4133,1,2,3.389800000000001
15214,15502,1,2,3.389800000000008
7733,8021,2,1,3.3898200000000003
11905,12193,1,2,3.389800000000001
15793,16081,2,1,3.3899000000000115
2468,2756,2,1,3.3898999999999972
6356,6644,2,1,3.389800000000001
807,1095,2,1,3.389799999999994
3047,3335,1,2,3.389799999999994
14416,14704,2,1,3.3898999999999972
4979,5267,1,2,3.389800000000001
8867,9155,2,1,3.3898399999999995
11107,11395,1,2,3.389800000000001
1670,1958,2,1,3.389799999999994
13039,13327,1,2,3.389800000000001
5558,5846,2,1,3.389800000000001
16927,17215,2,1,3.389799999999994
9730,10018,2,1,3.389800000000001
9,297,1,2,3.389799999999994
13618,13906,2,1,3.3898999999999972
4181,4469,1,2,3.3898999999999972
8069,8357,1,2,3.3898399999999995
15808,16096,1,2,3.3899000000000115
6087,6375,2,1,3.389900000000001
872,1160,1,2,3.389799999999994
12241,12529,1,2,3.389800000000001
16129,16417,1,2,3.389799999999994
14147,14435,2,1,3.389800000000008
8932,9220,1,2,3.38983
3383,3671,2,1,3.3898999999999972
7271,7559,2,1,3.389800000000001
1401,1689,2,1,3.3899000000000115
11443,11731,2,1,3.389800000000001
9461,9749,2,1,3.3898200000000003
5894,6182,1,2,3.389800000000001
3912,4200,1,2,3.389800000000001
2585,2873,2,1,3.3898999999999972
11972,12260,1,2,3.389800000000001
4775,5063,1,2,3.389800000000001
1208,1496,2,1,3.3899000000000115
8663,8951,1,2,3.3898399999999995
5096,5384,1,2,3.389800000000001
16144,16432,2,1,3.389799999999994
12835,13123,1,2,3.3898999999999972
9268,9556,2,1,3.3898200000000003
3114,3402,1,2,3.389799999999994
16723,17011,1,2,3.389799999999994
14483,14771,2,1,3.3898999999999972
7286,7574,2,1,3.389800000000001
11174,11462,1,2,3.389800000000001
15346,15634,2,1,3.389799999999994
410,698,2,1,3.3899000000000115
5625,5913,2,1,3.389800000000001
9797,10085,1,2,3.389900000000001
2316,2604,2,1,3.3898999999999972
13685,13973,2,1,3.3898999999999972
6488,6776,2,1,3.389800000000001
10376,10664,2,1,3.389800000000001
12308,12596,2,1,3.389800000000001
939,1227,1,2,3.389799999999994
14548,14836,2,1,3.3898999999999972
8999,9287,2,1,3.38983
12887,13175,1,2,3.3898999999999972
1518,1806,2,1,3.389799999999994
3450,3738,2,1,3.3898999999999972
5690,5978,2,1,3.389800000000001
7622,7910,1,2,3.3898200000000003
141,429,2,1,3.389799999999994
11510,11798,2,1,3.389800000000001
15682,15970,1,2,3.3899000000000115
8201,8489,2,1,3.3898399999999995
2652,2940,1,2,3.389800000000008
670,958,1,2,3.389799999999994
6824,7112,1,2,3.3897999999999975
10712,11000,1,2,3.389900000000001
1275,1563,2,1,3.3899000000000115
14884,15172,1,2,3.389799999999994
5163,5451,1,2,3.389800000000001
3515,3803,1,2,3.389800000000001
8730,9018,1,2,3.3898399999999995
12902,13190,1,2,3.3898999999999972
9335,9623,2,1,3.3898200000000003
16790,17078,1,2,3.389799999999994
1854,2142,1,2,3.389800000000008
13223,13511,1,2,3.389800000000001
6026,6314,1,2,3.389800000000001
15413,15701,2,1,3.389799999999994
477,765,2,1,3.3899000000000115
14086,14374,1,2,3.389799999999994
4365,4653,2,1,3.389800000000001
7932,8220,1,2,3.38983
12104,12392,2,1,3.389800000000001
8537,8825,2,1,3.38982
15992,16280,1,2,3.389799999999994
12425,12713,2,1,3.389800000000001
6555,6843,2,1,3.389800000000001
16597,16885,2,1,3.3899000000000115
10727,11015,2,1,3.389900000000001
14615,14903,1,2,3.3898999999999972
9066,9354,2,1,3.38983
1869,2157,2,1,3.389800000000008
13238,13526,2,1,3.389800000000001
5757,6045,1,2,3.389800000000001
9929,10217,2,1,3.389900000000001
208,496,2,1,3.389799999999994
11577,11865,1,2,3.3898999999999972
13817,14105,1,2,3.3898999999999972
4380,4668,1,2,3.389800000000001
8268,8556,2,1,3.3898399999999995
1071,1359,2,1,3.389799999999994
12440,12728,1,2,3.389800000000001
4959,5247,2,1,3.389800000000001
16328,16616,2,1,3.389799999999994
6891,7179,1,2,3.3897999999999975
9131,9419,2,1,3.38983
10779,11067,1,2,3.389900000000001
3582,3870,1,2,3.389800000000001
14951,15239,1,2,3.389799999999994
7470,7758,2,1,3.389800000000001
11642,11930,1,2,3.3898999999999972
15530,15818,2,1,3.389799999999994
6093,6381,2,1,3.389900000000001
544,832,2,1,3.3899000000000115
2784,3072,1,2,3.389800000000008
14153,14441,2,1,3.389800000000008
4716,5004,1,2,3.389800000000001
12171,12459,2,1,3.389800000000001
8604,8892,2,1,3.38982
10844,11132,1,2,3.389900000000001
1407,1695,2,1,3.3899000000000115
12776,13064,1,2,3.3898999999999972
5295,5583,2,1,3.3898999999999972
16664,16952,2,1,3.3899000000000115
9467,9755,2,1,3.3898200000000003
13355,13643,2,1,3.389800000000001
3918,4206,1,2,3.389800000000001
7806,8094,1,2,3.38983
15545,15833,1,2,3.389799999999994
609,897,1,2,3.389799999999994
11978,12266,1,2,3.389800000000001
15866,16154,1,2,3.389799999999994
5824,6112,2,1,3.389800000000001
8669,8957,1,2,3.3898399999999995
13884,14172,2,1,3.389799999999994
3120,3408,1,2,3.389799999999994
7008,7296,1,2,3.389900000000001
1138,1426,2,1,3.389799999999994
11180,11468,1,2,3.389800000000001
9198,9486,2,1,3.38983
13086,13374,2,1,3.389800000000001
3649,3937,1,2,3.389800000000001
340,628,1,2,3.3899000000000115
11709,11997,1,2,3.3898999999999972
4512,4800,1,2,3.389800000000001
15881,16169,2,1,3.389799999999994
8400,8688,1,2,3.38982
945,1233,1,2,3.389799999999994
4833,5121,2,1,3.389800000000001
2851,3139,1,2,3.389800000000008
16460,16748,1,2,3.3899000000000115
14220,14508,2,1,3.389800000000008
7023,7311,2,1,3.389900000000001
10911,11199,1,2,3.389900000000001
1474,1762,1,2,3.389799999999994
15083,15371,2,1,3.389800000000008
5362,5650,2,1,3.3898999999999972
147,435,1,2,3.389799999999994
9534,9822,1,2,3.389800000000001
11774,12062,1,2,3.3898999999999972
2053,2341,2,1,3.389799999999994
13422,13710,2,1,3.389800000000001
6225,6513,2,1,3.389900000000001
10113,10401,2,1,3.3897999999999975
676,964,1,2,3.389799999999994
12045,12333,1,2,3.389800000000001
4564,4852,2,1,3.389800000000001
14285,14573,2,1,3.389800000000008
8736,9024,1,2,3.3898399999999995
12624,12912,2,1,3.389800000000001
3187,3475,2,1,3.3898999999999972
5427,5715,2,1,3.3898999999999972
16796,17084,1,2,3.389799999999994
7359,7647,2,1,3.389800000000001
11247,11535,2,1,3.389800000000001
7938,8226,1,2,3.38983
2389,2677,2,1,3.3898999999999972
407,695,1,2,3.3899000000000115
6561,6849,2,1,3.389800000000001
10449,10737,2,1,3.389800000000001
1012,1300,1,2,3.389799999999994
8467,8755,1,2,3.38982
3252,3540,2,1,3.3898999999999972
4900,5188,1,2,3.389800000000001
14621,14909,2,1,3.3898999999999972
12639,12927,1,2,3.389800000000001
9072,9360,2,1,3.38983
16527,16815,1,2,3.3899000000000115
1591,1879,2,1,3.389799999999994
10978,11266,2,1,3.389800000000001
5763,6051,1,2,3.389800000000001
3781,4069,2,1,3.389800000000001
15150,15438,2,1,3.389800000000008
7669,7957,1,2,3.3898200000000003
214,502,2,1,3.389799999999994
4102,4390,2,1,3.3898999999999972
11841,12129,2,1,3.389800000000001
8274,8562,2,1,3.3898399999999995
15729,16017,1,2,3.3899000000000115
6292,6580,2,1,3.389900000000001
16334,16622,2,1,3.389799999999994
14352,14640,2,1,3.389800000000008
8803,9091,1,2,3.3898399999999995
1606,1894,1,2,3.389799999999994
12975,13263,2,1,3.389800000000001
5494,5782,1,2,3.389800000000001
16863,17151,1,2,3.389799999999994
9666,9954,1,2,3.389800000000001
11314,11602,2,1,3.389800000000001
13554,13842,1,2,3.3898999999999972
4117,4405,2,1,3.3898999999999972
8005,8293,1,2,3.38983
808,1096,1,2,3.389799999999994
2456,2744,2,1,3.3898999999999972
4696,4984,1,2,3.389800000000001
12177,12465,2,1,3.389800000000001
16065,16353,1,2,3.389799999999994
6628,6916,1,2,3.3897999999999975
8868,9156,1,2,3.3898399999999995
10516,10804,2,1,3.389800000000001
14688,14976,1,2,3.3898999999999972
3319,3607,2,1,3.3898999999999972
7207,7495,2,1,3.389800000000001
16928,17216,1,2,3.389799999999994
11379,11667,2,1,3.389800000000001
15267,15555,2,1,3.389799999999994
5830,6118,2,1,3.389800000000001
281,569,2,1,3.389799999999994
13890,14178,2,1,3.389799999999994
2521,2809,2,1,3.3898999999999972
4453,4741,1,2,3.389800000000001
11908,12196,2,1,3.389800000000001
8341,8629,2,1,3.3898399999999995
1144,1432,2,1,3.389799999999994
12513,12801,1,2,3.389800000000001
5032,5320,2,1,3.389800000000001
13092,13380,2,1,3.389800000000001
3655,3943,1,2,3.389800000000001
11110,11398,2,1,3.389800000000001
7543,7831,1,2,3.3898200000000003
15282,15570,1,2,3.389799999999994
11715,12003,1,2,3.3898999999999972
346,634,1,2,3.3899000000000115
15603,15891,1,2,3.3899000000000115
5561,5849,1,2,3.389800000000001
9733,10021,1,2,3.389800000000001
8406,8694,1,2,3.38982
13621,13909,1,2,3.3898999999999972
2857,3145,1,2,3.389800000000008
6745,7033,1,2,3.3897999999999975
875,1163,2,1,3.389799999999994
10917,11205,1,2,3.389900000000001
4763,5051,1,2,3.389800000000001
8935,9223,2,1,3.38983
12823,13111,1,2,3.3898999999999972
3386,3674,2,1,3.3898999999999972
11446,11734,1,2,3.389800000000001
77,365,2,1,3.389799999999994
15618,15906,2,1,3.3899000000000115
8137,8425,2,1,3.3898399999999995
4570,4858,2,1,3.389800000000001
2588,2876,1,2,3.3898999999999972
13957,14245,2,1,3.389799999999994
16197,16485,1,2,3.389799999999994
6760,7048,2,1,3.3897999999999975
10648,10936,1,2,3.389800000000001
1211,1499,1,2,3.3899000000000115
14820,15108,2,1,3.389799999999994
5099,5387,2,1,3.389800000000001
7339,7627,1,2,3.389800000000001
9271,9559,1,2,3.3898200000000003
11511,11799,1,2,3.389800000000001
1790,2078,2,1,3.389800000000008
13159,13447,2,1,3.389800000000001
5962,6250,2,1,3.389800000000001
9850,10138,2,1,3.389900000000001
413,701,1,2,3.3899000000000115
11782,12070,1,2,3.3898999999999972
4301,4589,2,1,3.3898999999999972
14022,14310,2,1,3.389799999999994
15670,15958,1,2,3.3899000000000115
8473,8761,1,2,3.38982
12361,12649,2,1,3.389800000000001
2924,3212,2,1,3.389799999999994
5164,5452,2,1,3.389800000000001
16533,16821,1,2,3.3899000000000115
14551,14839,1,2,3.3898999999999972
10984,11272,2,1,3.389800000000001
7675,7963,1,2,3.3898200000000003
2126,2414,2,1,3.389799999999994
6298,6586,2,1,3.389900000000001
144,432,1,2,3.389799999999994
10186,10474,2,1,3.3897999999999975
749,1037,1,2,3.389799999999994
2989,3277,2,1,3.389799999999994
4637,4925,1,2,3.389800000000001
14358,14646,2,1,3.389800000000008
8204,8492,1,2,3.3898399999999995
12376,12664,1,2,3.389800000000001
16264,16552,1,2,3.389799999999994
1328,1616,2,1,3.3899000000000115
5500,5788,1,2,3.389800000000001
10715,11003,2,1,3.389900000000001
3518,3806,2,1,3.389800000000001
14887,15175,2,1,3.389799999999994
7406,7694,1,2,3.389800000000001
3839,4127,1,2,3.389800000000001
11578,11866,2,1,3.3898999999999972
8011,8299,1,2,3.38983
15466,15754,1,2,3.389799999999994
6029,6317,2,1,3.389800000000001
16071,16359,1,2,3.389799999999994
14089,14377,2,1,3.389799999999994
8540,8828,1,2,3.38982
1343,1631,1,2,3.3899000000000115
12712,13000,2,1,3.3898999999999972
5231,5519,1,2,3.3898999999999972
16600,16888,1,2,3.3899000000000115
9403,9691,1,2,3.3898200000000003
11051,11339,2,1,3.389800000000001
13291,13579,1,2,3.389800000000001
3854,4142,2,1,3.389800000000001
7742,8030,1,2,3.3898200000000003
545,833,1,2,3.3899000000000115
2193,2481,2,1,3.389799999999994
4433,4721,1,2,3.389800000000001
11914,12202,2,1,3.389800000000001
15802,16090,1,2,3.3899000000000115
6365,6653,1,2,3.389800000000001
8605,8893,1,2,3.38982
10253,10541,2,1,3.3897999999999975
3056,3344,2,1,3.389799999999994
16665,16953,1,2,3.3899000000000115
6944,7232,2,1,3.389900000000001
14425,14713,1,2,3.3898999999999972
11116,11404,2,1,3.389800000000001
15004,15292,2,1,3.389800000000008
5567,5855,1,2,3.389800000000001
9455,9743,2,1,3.3898200000000003
18,306,2,1,3.389799999999994
2258,2546,2,1,3.389799999999994
13627,13915,1,2,3.3898999999999972
4190,4478,2,1,3.3898999999999972
11645,11933,2,1,3.3898999999999972
8078,8366,2,1,3.3898399999999995
4769,5057,1,2,3.389800000000001
12829,13117,1,2,3.3898999999999972
6959,7247,1,2,3.389900000000001
3392,3680,2,1,3.3898999999999972
10847,11135,2,1,3.389900000000001
7280,7568,2,1,3.389800000000001
15019,15307,1,2,3.389800000000008
5298,5586,1,2,3.3898999999999972
83,371,2,1,3.389799999999994
11452,11740,2,1,3.389800000000001
15340,15628,2,1,3.389799999999994
9470,9758,1,2,3.3898200000000003
13358,13646,1,2,3.389800000000001
8143,8431,2,1,3.3898399999999995
2594,2882,1,2,3.389800000000008
612,900,2,1,3.389799999999994
4500,4788,1,2,3.389800000000001
15869,16157,2,1,3.389799999999994
10654,10942,1,2,3.389800000000001
8672,8960,2,1,3.3898399999999995
12560,12848,1,2,3.389800000000001
3123,3411,2,1,3.389799999999994
16732,17020,2,1,3.389799999999994
7295,7583,1,2,3.389800000000001
11183,11471,2,1,3.389800000000001
5634,5922,1,2,3.389800000000001
7874,8162,2,1,3.38983
4307,4595,2,1,3.3898999999999972
11762,12050,1,2,3.3898999999999972
2325,2613,1,2,3.3898999999999972
15934,16222,2,1,3.389799999999994
13694,13982,1,2,3.3898999999999972
6497,6785,1,2,3.389800000000001
10385,10673,1,2,3.389800000000001
948,1236,2,1,3.389799999999994
3188,3476,1,2,3.3898999999999972
4836,5124,1,2,3.389800000000001
14557,14845,1,2,3.3898999999999972
9008,9296,2,1,3.38983
1527,1815,1,2,3.389799999999994
12896,13184,1,2,3.3898999999999972
5699,5987,1,2,3.389800000000001
7347,7635,2,1,3.389800000000001
9587,9875,1,2,3.389800000000001
11519,11807,1,2,3.389800000000001
