atom_id_i,atom_id_j,type_i,type_j,distance_A
7232,7520,1,2,3.389800000000001
11120,11408,2,1,3.389800000000001
1683,1971,1,2,3.389799999999994
3923,4211,2,1,3.389800000000001
15292,15580,1,2,3.389799999999994
7811,8099,2,1,3.38983
356,644,1,2,3.3899000000000115
9743,10031,1,2,3.389800000000001
11983,12271,2,1,3.389800000000001
6434,6722,1,2,3.389800000000001
885,1173,2,1,3.389799999999994
14494,14782,1,2,3.3898999999999972
12254,12542,2,1,3.389800000000001
5057,5345,2,1,3.389800000000001
16426,16714,1,2,3.3899000000000115
8945,9233,2,1,3.38983
1748,2036,2,1,3.389800000000008
3396,3684,2,1,3.3898999999999972
5636,5924,1,2,3.389800000000001
13117,13405,2,1,3.389800000000001
7568,7856,1,2,3.3898200000000003
15023,15311,1,2,3.389800000000008
87,375,2,1,3.389799999999994
9808,10096,2,1,3.389900000000001
11456,11744,2,1,3.389800000000001
4259,4547,2,1,3.3898999999999972
15628,15916,1,2,3.3899000000000115
8147,8435,2,1,3.3898399999999995
12319,12607,2,1,3.389800000000001
2598,2886,1,2,3.389800000000008
6770,7058,1,2,3.3897999999999975
10658,10946,1,2,3.389900000000001
1221,1509,1,2,3.3899000000000115
14830,15118,2,1,3.389799999999994
3461,3749,1,2,3.389800000000001
12848,13136,2,1,3.3898999999999972
5972,6260,2,1,3.389800000000001
102,390,1,2,3.389799999999994
3990,4278,2,1,3.389800000000001
15359,15647,1,2,3.389799999999994
423,711,1,2,3.3899000000000115
8162,8450,1,2,3.3898399999999995
4595,4883,1,2,3.389800000000001
12050,12338,2,1,3.389800000000001
8483,8771,1,2,3.38982
16222,16510,1,2,3.389799999999994
6501,6789,1,2,3.389800000000001
12655,12943,1,2,3.389800000000001
10673,10961,2,1,3.389900000000001
14561,14849,1,2,3.3898999999999972
3797,4085,2,1,3.389800000000001
11252,11540,1,2,3.389800000000001
9012,9300,2,1,3.38983
1815,2103,2,1,3.389800000000008
15424,15712,1,2,3.389799999999994
5703,5991,1,2,3.389800000000001
13184,13472,2,1,3.389800000000001
9875,10163,2,1,3.389900000000001
13763,14051,1,2,3.3898999999999972
4326,4614,1,2,3.389800000000001
1017,1305,2,1,3.389799999999994
12386,12674,1,2,3.389800000000001
4905,5193,2,1,3.389800000000001
16274,16562,2,1,3.389799999999994
6837,7125,2,1,3.3897999999999975
9077,9365,2,1,3.38983
11009,11297,1,2,3.389800000000001
3528,3816,2,1,3.389800000000001
14897,15185,2,1,3.389799999999994
7700,7988,2,1,3.3898200000000003
11588,11876,2,1,3.3898999999999972
219,507,2,1,3.389799999999994
2151,2439,1,2,3.389799999999994
6039,6327,2,1,3.389800000000001
10211,10499,1,2,3.3897999999999975
490,778,1,2,3.3899000000000115
2730,3018,2,1,3.389800000000008
14099,14387,2,1,3.389799999999994
4662,4950,2,1,3.389800000000001
12117,12405,1,2,3.389800000000001
8550,8838,1,2,3.38982
6902,7190,2,1,3.3897999999999975
1353,1641,1,2,3.3899000000000115
14962,15250,2,1,3.389799999999994
5241,5529,1,2,3.3898999999999972
9413,9701,1,2,3.3898200000000003
3259,3547,1,2,3.3898999999999972
13301,13589,1,2,3.389800000000001
7431,7719,1,2,3.389800000000001
3864,4152,2,1,3.389800000000001
11319,11607,1,2,3.389800000000001
7752,8040,1,2,3.3898200000000003
15491,15779,1,2,3.389799999999994
555,843,1,2,3.3899000000000115
11924,12212,2,1,3.389800000000001
15812,16100,1,2,3.3899000000000115
9942,10230,2,1,3.389900000000001
8615,8903,1,2,3.38982
3066,3354,2,1,3.389799999999994
1084,1372,2,1,3.389799999999994
14693,14981,2,1,3.389799999999994
11126,11414,2,1,3.389800000000001
5256,5544,2,1,3.3898999999999972
9144,9432,1,2,3.38983
13316,13604,2,1,3.389800000000001
3595,3883,2,1,3.389800000000001
6440,6728,1,2,3.389800000000001
286,574,1,2,3.389799999999994
11655,11943,2,1,3.3898999999999972
4458,4746,2,1,3.389800000000001
891,1179,2,1,3.389799999999994
8346,8634,1,2,3.3898399999999995
4779,5067,1,2,3.389800000000001
15827,16115,2,1,3.3899000000000115
12518,12806,2,1,3.389800000000001
14166,14454,1,2,3.389800000000008
2797,3085,2,1,3.389800000000008
16406,16694,1,2,3.389799999999994
6969,7257,1,2,3.389900000000001
10857,11145,2,1,3.389900000000001
1420,1708,1,2,3.3899000000000115
15029,15317,1,2,3.389800000000008
3660,3948,2,1,3.389800000000001
9480,9768,1,2,3.3898200000000003
11720,12008,2,1,3.3898999999999972
6171,6459,1,2,3.389900000000001
10059,10347,2,1,3.389900000000001
622,910,2,1,3.389799999999994
11991,12279,2,1,3.389800000000001
14231,14519,1,2,3.389800000000008
4794,5082,2,1,3.389800000000001
8682,8970,2,1,3.3898399999999995
1485,1773,2,1,3.389799999999994
12854,13142,2,1,3.3898999999999972
5373,5661,1,2,3.3898999999999972
16742,17030,2,1,3.389799999999994
3133,3421,2,1,3.389799999999994
7305,7593,1,2,3.389800000000001
14760,15048,1,2,3.389799999999994
11193,11481,2,1,3.389800000000001
3996,4284,2,1,3.389800000000001
15365,15653,1,2,3.389799999999994
7884,8172,2,1,3.38983
12056,12344,2,1,3.389800000000001
2335,2623,1,2,3.3898999999999972
6507,6795,1,2,3.389800000000001
10395,10683,1,2,3.389800000000001
3198,3486,1,2,3.3898999999999972
14567,14855,1,2,3.3898999999999972
12585,12873,2,1,3.389800000000001
16473,16761,2,1,3.3899000000000115
1537,1825,1,2,3.389799999999994
5709,5997,1,2,3.389800000000001
15096,15384,1,2,3.389800000000008
3727,4015,2,1,3.389800000000001
160,448,2,1,3.389799999999994
7899,8187,1,2,3.38983
4332,4620,1,2,3.389800000000001
11787,12075,2,1,3.3898999999999972
8220,8508,2,1,3.3898399999999995
6238,6526,1,2,3.389900000000001
10410,10698,2,1,3.389800000000001
14298,14586,1,2,3.389800000000008
7101,7389,1,2,3.389900000000001
8749,9037,2,1,3.3898399999999995
10989,11277,1,2,3.389800000000001
3534,3822,1,2,3.389800000000001
1552,1840,2,1,3.389799999999994
15161,15449,1,2,3.389800000000008
5440,5728,1,2,3.3898999999999972
12921,13209,2,1,3.3898999999999972
16809,17097,2,1,3.389799999999994
9612,9900,2,1,3.389800000000001
13500,13788,1,2,3.389800000000001
4063,4351,1,2,3.3898999999999972
7951,8239,2,1,3.38983
754,1042,2,1,3.389799999999994
12123,12411,1,2,3.389800000000001
4642,4930,2,1,3.389800000000001
16011,16299,2,1,3.389799999999994
6574,6862,1,2,3.389800000000001
8814,9102,2,1,3.3898399999999995
10746,11034,2,1,3.389900000000001
3265,3553,1,2,3.3898999999999972
16874,17162,2,1,3.389799999999994
14634,14922,1,2,3.3898999999999972
11325,11613,1,2,3.389800000000001
1888,2176,2,1,3.389800000000008
5776,6064,2,1,3.389800000000001
9948,10236,2,1,3.389900000000001
227,515,2,1,3.389799999999994
2467,2755,1,2,3.3898999999999972
13836,14124,2,1,3.389799999999994
4399,4687,1,2,3.389800000000001
11854,12142,1,2,3.389800000000001
6639,6927,2,1,3.3897999999999975
1090,1378,2,1,3.389799999999994
14699,14987,2,1,3.389799999999994
4978,5266,2,1,3.389800000000001
2996,3284,1,2,3.389799999999994
14365,14653,1,2,3.389800000000008
9150,9438,2,1,3.38983
13038,13326,2,1,3.389800000000001
7168,7456,1,2,3.389900000000001
3601,3889,1,2,3.389800000000001
11056,11344,1,2,3.389800000000001
7489,7777,1,2,3.3898200000000003
15228,15516,1,2,3.389800000000008
11661,11949,2,1,3.3898999999999972
292,580,1,2,3.3899000000000115
15549,15837,1,2,3.389799999999994
9679,9967,2,1,3.389800000000001
2803,3091,2,1,3.389800000000008
821,1109,2,1,3.389799999999994
14430,14718,2,1,3.3898999999999972
10863,11151,2,1,3.389900000000001
4993,5281,1,2,3.389800000000001
8881,9169,2,1,3.3898399999999995
13053,13341,1,2,3.389800000000001
3332,3620,1,2,3.3898999999999972
16941,17229,2,1,3.389799999999994
7504,7792,2,1,3.3898200000000003
23,311,1,2,3.389799999999994
11392,11680,1,2,3.389800000000001
4195,4483,1,2,3.3898999999999972
628,916,2,1,3.389799999999994
8083,8371,1,2,3.3898399999999995
5843,6131,2,1,3.389800000000001
15564,15852,2,1,3.3899000000000115
12255,12543,1,2,3.389800000000001
2534,2822,1,2,3.3898999999999972
16143,16431,1,2,3.389799999999994
13903,14191,2,1,3.389799999999994
6706,6994,2,1,3.3897999999999975
10594,10882,1,2,3.389800000000001
1157,1445,1,2,3.3899000000000115
3397,3685,1,2,3.3898999999999972
14766,15054,2,1,3.389799999999994
9217,9505,1,2,3.3898200000000003
11457,11745,1,2,3.389800000000001
1736,2024,2,1,3.389800000000008
5908,6196,2,1,3.389800000000001
9796,10084,2,1,3.389900000000001
359,647,2,1,3.3899000000000115
13968,14256,1,2,3.389799999999994
4531,4819,2,1,3.389800000000001
8419,8707,2,1,3.38982
6437,6725,2,1,3.389800000000001
2870,3158,2,1,3.389800000000008
16479,16767,2,1,3.3899000000000115
12591,12879,2,1,3.389800000000001
7042,7330,1,2,3.389900000000001
14497,14785,2,1,3.3898999999999972
10930,11218,2,1,3.389900000000001
15102,15390,1,2,3.389800000000008
3733,4021,2,1,3.389800000000001
7621,7909,2,1,3.3898200000000003
11793,12081,2,1,3.3898999999999972
2072,2360,1,2,3.389799999999994
6244,6532,1,2,3.389900000000001
10132,10420,1,2,3.3897999999999975
4262,4550,1,2,3.3898999999999972
14304,14592,1,2,3.389800000000008
2935,3223,1,2,3.389799999999994
8150,8438,1,2,3.3898399999999995
12322,12610,1,2,3.389800000000001
16210,16498,1,2,3.389799999999994
1274,1562,1,2,3.3899000000000115
5446,5734,1,2,3.3898999999999972
3464,3752,2,1,3.389800000000001
14833,15121,2,1,3.389799999999994
11524,11812,2,1,3.3898999999999972
7957,8245,2,1,3.38983
5975,6263,1,2,3.389800000000001
10147,10435,2,1,3.3897999999999975
14035,14323,1,2,3.389799999999994
2666,2954,2,1,3.389800000000008
6838,7126,1,2,3.3897999999999975
3271,3559,1,2,3.3898999999999972
8486,8774,2,1,3.38982
10726,11014,1,2,3.389900000000001
1289,1577,2,1,3.3899000000000115
12658,12946,2,1,3.389800000000001
5177,5465,1,2,3.389800000000001
16546,16834,2,1,3.3899000000000115
14898,15186,1,2,3.389799999999994
9349,9637,2,1,3.3898200000000003
13237,13525,1,2,3.389800000000001
15169,15457,1,2,3.389800000000008
3800,4088,1,2,3.389800000000001
7688,7976,2,1,3.3898200000000003
11860,12148,1,2,3.389800000000001
491,779,2,1,3.3899000000000115
15748,16036,2,1,3.3899000000000115
4379,4667,2,1,3.389800000000001
6311,6599,1,2,3.389900000000001
8551,8839,2,1,3.38982
3002,3290,1,2,3.389799999999994
14371,14659,1,2,3.389800000000008
11062,11350,1,2,3.389800000000001
1625,1913,2,1,3.389799999999994
5513,5801,2,1,3.389800000000001
9685,9973,2,1,3.389800000000001
2204,2492,1,2,3.389799999999994
13573,13861,2,1,3.3898999999999972
6376,6664,2,1,3.389800000000001
11591,11879,1,2,3.3898999999999972
15763,16051,1,2,3.3899000000000115
827,1115,2,1,3.389799999999994
4715,5003,2,1,3.389800000000001
8887,9175,2,1,3.3898399999999995
2733,3021,1,2,3.389800000000008
12775,13063,2,1,3.3898999999999972
14102,14390,1,2,3.389799999999994
6905,7193,1,2,3.3897999999999975
3338,3626,1,2,3.3898999999999972
16947,17235,2,1,3.389799999999994
7226,7514,1,2,3.389800000000001
10793,11081,1,2,3.389900000000001
14965,15253,1,2,3.389799999999994
29,317,1,2,3.389799999999994
11398,11686,1,2,3.389800000000001
9416,9704,2,1,3.3898200000000003
2540,2828,1,2,3.3898999999999972
9995,10283,1,2,3.389900000000001
558,846,2,1,3.3899000000000115
14167,14455,2,1,3.389800000000008
10600,10888,1,2,3.389800000000001
4730,5018,1,2,3.389800000000001
8618,8906,2,1,3.38982
12790,13078,1,2,3.3898999999999972
3069,3357,1,2,3.389799999999994
16678,16966,2,1,3.3899000000000115
7241,7529,2,1,3.389800000000001
11129,11417,1,2,3.389800000000001
3932,4220,1,2,3.389800000000001
5580,5868,2,1,3.389800000000001
7820,8108,1,2,3.38983
15301,15589,2,1,3.389799999999994
11992,12280,1,2,3.389800000000001
2271,2559,1,2,3.389799999999994
15880,16168,1,2,3.389799999999994
13640,13928,2,1,3.3898999999999972
6443,6731,2,1,3.389800000000001
10331,10619,1,2,3.3897999999999975
894,1182,1,2,3.389799999999994
3134,3422,1,2,3.389799999999994
14503,14791,2,1,3.3898999999999972
8954,9242,1,2,3.38983
11194,11482,1,2,3.389800000000001
1473,1761,2,1,3.389799999999994
12842,13130,2,1,3.3898999999999972
3405,3693,1,2,3.3898999999999972
5645,5933,2,1,3.389800000000001
9533,9821,2,1,3.389800000000001
96,384,1,2,3.389799999999994
13705,13993,2,1,3.3898999999999972
8156,8444,1,2,3.3898399999999995
6174,6462,2,1,3.389900000000001
2607,2895,2,1,3.389800000000008
16216,16504,1,2,3.389799999999994
6779,7067,2,1,3.3897999999999975
14234,14522,2,1,3.389800000000008
10667,10955,2,1,3.389900000000001
3470,3758,2,1,3.389800000000001
14839,15127,2,1,3.389799999999994
7358,7646,1,2,3.389800000000001
16745,17033,1,2,3.389799999999994
1809,2097,2,1,3.389800000000008
11530,11818,2,1,3.3898999999999972
5981,6269,2,1,3.389800000000001
13436,13724,2,1,3.389800000000001
9869,10157,2,1,3.389900000000001
3999,4287,1,2,3.389800000000001
7887,8175,1,2,3.38983
2672,2960,2,1,3.389800000000008
14041,14329,2,1,3.389799999999994
12059,12347,1,2,3.389800000000001
15947,16235,1,2,3.389799999999994
1011,1299,2,1,3.389799999999994
5183,5471,1,2,3.389800000000001
3201,3489,2,1,3.3898999999999972
14570,14858,2,1,3.3898999999999972
11261,11549,2,1,3.389800000000001
15149,15437,1,2,3.389800000000008
1824,2112,1,2,3.389800000000008
5712,6000,2,1,3.389800000000001
9884,10172,1,2,3.389900000000001
163,451,1,2,3.389799999999994
2403,2691,2,1,3.3898999999999972
13772,14060,2,1,3.3898999999999972
6575,6863,2,1,3.389800000000001
3008,3296,1,2,3.389799999999994
10463,10751,2,1,3.389800000000001
8223,8511,1,2,3.3898399999999995
1026,1314,1,2,3.389799999999994
12395,12683,2,1,3.389800000000001
4914,5202,1,2,3.389800000000001
16283,16571,1,2,3.389799999999994
9086,9374,1,2,3.38983
10734,11022,2,1,3.389900000000001
12974,13262,1,2,3.389800000000001
3537,3825,2,1,3.389800000000001
7425,7713,1,2,3.389800000000001
228,516,1,2,3.389799999999994
11597,11885,2,1,3.3898999999999972
4116,4404,1,2,3.3898999999999972
15485,15773,1,2,3.389799999999994
6048,6336,1,2,3.389800000000001
8288,8576,1,2,3.3898399999999995
14108,14396,1,2,3.389799999999994
2739,3027,2,1,3.389800000000008
6627,6915,2,1,3.3897999999999975
10799,11087,1,2,3.389900000000001
1362,1650,2,1,3.3899000000000115
5250,5538,2,1,3.3898999999999972
9422,9710,2,1,3.3898200000000003
1941,2229,1,2,3.389800000000008
13310,13598,2,1,3.389800000000001
11328,11616,2,1,3.389800000000001
15500,15788,2,1,3.389799999999994
564,852,2,1,3.3899000000000115
4452,4740,2,1,3.389800000000001
2470,2758,2,1,3.3898999999999972
8624,8912,2,1,3.38982
13839,14127,1,2,3.389799999999994
6642,6930,1,2,3.3897999999999975
3075,3363,1,2,3.389799999999994
16684,16972,2,1,3.3899000000000115
6963,7251,1,2,3.389900000000001
10530,10818,2,1,3.389800000000001
14702,14990,1,2,3.389799999999994
9153,9441,1,2,3.38983
13041,13329,1,2,3.389800000000001
5844,6132,1,2,3.389800000000001
2277,2565,1,2,3.389799999999994
9732,10020,2,1,3.389800000000001
11664,11952,1,2,3.3898999999999972
295,583,2,1,3.3899000000000115
10337,10625,1,2,3.3897999999999975
13904,14192,1,2,3.389799999999994
4467,4755,2,1,3.389800000000001
8355,8643,2,1,3.38982
2806,3094,1,2,3.389800000000008
16415,16703,2,1,3.389799999999994
6978,7266,2,1,3.389900000000001
10866,11154,1,2,3.389900000000001
3669,3957,1,2,3.389800000000001
5317,5605,2,1,3.3898999999999972
7557,7845,1,2,3.3898200000000003
15038,15326,2,1,3.389800000000008
11729,12017,1,2,3.3898999999999972
2008,2296,1,2,3.389800000000008
13377,13665,2,1,3.389800000000001
15617,15905,1,2,3.3899000000000115
6180,6468,2,1,3.389900000000001
10068,10356,1,2,3.389900000000001
631,919,1,2,3.389799999999994
2871,3159,1,2,3.389800000000008
4519,4807,2,1,3.389800000000001
14240,14528,2,1,3.389800000000008
8691,8979,1,2,3.3898399999999995
10931,11219,1,2,3.389900000000001
12579,12867,2,1,3.389800000000001
1210,1498,2,1,3.3899000000000115
3142,3430,1,2,3.389799999999994
5382,5670,2,1,3.3898999999999972
16751,17039,1,2,3.389799999999994
9270,9558,2,1,3.3898200000000003
13442,13730,2,1,3.389800000000001
7893,8181,1,2,3.38983
5911,6199,1,2,3.389800000000001
2344,2632,2,1,3.3898999999999972
15953,16241,1,2,3.389799999999994
10083,10371,2,1,3.3897999999999975
6516,6804,2,1,3.389800000000001
13971,14259,1,2,3.389799999999994
10404,10692,2,1,3.389800000000001
3207,3495,2,1,3.3898999999999972
14576,14864,2,1,3.3898999999999972
7095,7383,1,2,3.389900000000001
8422,8710,1,2,3.38982
11267,11555,2,1,3.389800000000001
1546,1834,2,1,3.389799999999994
16482,16770,1,2,3.3899000000000115
9285,9573,1,2,3.3898200000000003
5718,6006,2,1,3.389800000000001
13173,13461,2,1,3.389800000000001
9606,9894,2,1,3.389800000000001
3736,4024,1,2,3.389800000000001
13778,14066,2,1,3.3898999999999972
7624,7912,1,2,3.3898200000000003
11796,12084,1,2,3.3898999999999972
15684,15972,1,2,3.3899000000000115
4920,5208,1,2,3.389800000000001
14307,14595,2,1,3.389800000000008
2938,3226,2,1,3.389799999999994
6826,7114,1,2,3.3897999999999975
10998,11286,2,1,3.389800000000001
14886,15174,1,2,3.389799999999994
1561,1849,1,2,3.389799999999994
5449,5737,2,1,3.3898999999999972
16818,17106,1,2,3.389799999999994
9621,9909,1,2,3.389800000000001
2140,2428,2,1,3.389799999999994
13509,13797,2,1,3.389800000000001
7960,8248,1,2,3.38983
10200,10488,2,1,3.3897999999999975
763,1051,1,2,3.389799999999994
12132,12420,2,1,3.389800000000001
4651,4939,1,2,3.389800000000001
16020,16308,1,2,3.389799999999994
8823,9111,1,2,3.3898399999999995
12711,12999,1,2,3.3898999999999972
3274,3562,2,1,3.3898999999999972
16883,17171,1,2,3.389799999999994
7162,7450,1,2,3.389900000000001
11334,11622,2,1,3.389800000000001
3853,4141,1,2,3.389800000000001
15222,15510,1,2,3.389800000000008
5785,6073,1,2,3.389800000000001
8025,8313,1,2,3.38983
2476,2764,2,1,3.3898999999999972
13845,14133,1,2,3.389799999999994
6364,6652,2,1,3.389800000000001
10536,10824,2,1,3.389800000000001
1099,1387,1,2,3.389799999999994
4987,5275,1,2,3.389800000000001
16614,16902,1,2,3.3899000000000115
1678,1966,2,1,3.389799999999994
13047,13335,1,2,3.389800000000001
11065,11353,2,1,3.389800000000001
15237,15525,2,1,3.389800000000008
301,589,2,1,3.3899000000000115
4189,4477,1,2,3.3898999999999972
2207,2495,2,1,3.389799999999994
13576,13864,1,2,3.3898999999999972
8361,8649,2,1,3.38982
6379,6667,1,2,3.389800000000001
2812,3100,2,1,3.389800000000008
10267,10555,2,1,3.3897999999999975
6700,6988,2,1,3.3897999999999975
16421,16709,2,1,3.3899000000000115
14439,14727,1,2,3.3898999999999972
4718,5006,1,2,3.389800000000001
8890,9178,1,2,3.3898399999999995
1409,1697,2,1,3.3899000000000115
12778,13066,1,2,3.3898999999999972
5581,5869,1,2,3.389800000000001
16950,17238,1,2,3.389799999999994
9469,9757,2,1,3.3898200000000003
2014,2302,1,2,3.389800000000008
32,320,2,1,3.389799999999994
13641,13929,1,2,3.3898999999999972
11401,11689,2,1,3.389800000000001
8092,8380,2,1,3.3898399999999995
2543,2831,2,1,3.3898999999999972
16152,16440,2,1,3.389799999999994
6715,7003,1,2,3.3897999999999975
10603,10891,2,1,3.389800000000001
3406,3694,2,1,3.3898999999999972
5054,5342,1,2,3.389800000000001
7294,7582,2,1,3.389800000000001
14775,15063,1,2,3.389799999999994
9226,9514,2,1,3.3898200000000003
16681,16969,1,2,3.3899000000000115
1745,2033,1,2,3.389800000000008
11466,11754,2,1,3.389800000000001
15354,15642,2,1,3.389799999999994
13114,13402,1,2,3.389800000000001
5917,6205,1,2,3.389800000000001
9805,10093,1,2,3.389900000000001
368,656,2,1,3.3899000000000115
2608,2896,1,2,3.389800000000008
4256,4544,1,2,3.3898999999999972
13977,14265,1,2,3.389799999999994
8428,8716,2,1,3.38982
947,1235,1,2,3.389799999999994
12316,12604,1,2,3.389800000000001
16488,16776,1,2,3.3899000000000115
5119,5407,1,2,3.389800000000001
13179,13467,1,2,3.389800000000001
7630,7918,1,2,3.3898200000000003
11518,11806,2,1,3.389800000000001
5648,5936,1,2,3.389800000000001
2081,2369,2,1,3.389799999999994
15690,15978,1,2,3.3899000000000115
9820,10108,2,1,3.389900000000001
6253,6541,2,1,3.389900000000001
13708,13996,1,2,3.3898999999999972
10141,10429,2,1,3.3897999999999975
8159,8447,2,1,3.3898399999999995
2944,3232,2,1,3.389799999999994
6832,7120,1,2,3.3897999999999975
16219,16507,2,1,3.389799999999994
1283,1571,2,1,3.3899000000000115
9022,9310,2,1,3.38983
5455,5743,2,1,3.3898999999999972
12910,13198,1,2,3.3898999999999972
9343,9631,2,1,3.3898200000000003
3473,3761,1,2,3.389800000000001
13515,13803,2,1,3.389800000000001
7361,7649,2,1,3.389800000000001
11533,11821,1,2,3.3898999999999972
15421,15709,2,1,3.389799999999994
4657,4945,1,2,3.389800000000001
2675,2963,1,2,3.389800000000008
14044,14332,1,2,3.389799999999994
6563,6851,2,1,3.389800000000001
10735,11023,1,2,3.389900000000001
14623,14911,2,1,3.3898999999999972
1298,1586,2,1,3.3899000000000115
16555,16843,1,2,3.3899000000000115
5186,5474,2,1,3.3898999999999972
9358,9646,1,2,3.3898200000000003
13246,13534,2,1,3.389800000000001
1877,2165,1,2,3.389800000000008
7697,7985,1,2,3.3898200000000003
9937,10225,1,2,3.389900000000001
500,788,1,2,3.3899000000000115
11869,12157,2,1,3.389800000000001
4388,4676,1,2,3.389800000000001
15757,16045,1,2,3.3899000000000115
8560,8848,1,2,3.38982
12448,12736,1,2,3.389800000000001
3011,3299,2,1,3.389799999999994
5251,5539,1,2,3.3898999999999972
6899,7187,1,2,3.3897999999999975
16620,16908,1,2,3.3899000000000115
11071,11359,2,1,3.389800000000001
3590,3878,1,2,3.389800000000001
14959,15247,1,2,3.389799999999994
5522,5810,1,2,3.389800000000001
7762,8050,1,2,3.3898200000000003
9410,9698,2,1,3.3898200000000003
12977,13265,2,1,3.389800000000001
2213,2501,2,1,3.389799999999994
13582,13870,1,2,3.3898999999999972
6101,6389,2,1,3.389900000000001
10273,10561,2,1,3.3897999999999975
4724,5012,1,2,3.389800000000001
16351,16639,2,1,3.389799999999994
1415,1703,2,1,3.3899000000000115
12784,13072,1,2,3.3898999999999972
10802,11090,1,2,3.389900000000001
14974,15262,2,1,3.389799999999994
38,326,2,1,3.389799999999994
3926,4214,1,2,3.389800000000001
8098,8386,2,1,3.3898399999999995
1944,2232,2,1,3.389800000000008
13313,13601,1,2,3.389800000000001
6116,6404,1,2,3.389900000000001
2549,2837,2,1,3.3898999999999972
16158,16446,2,1,3.389799999999994
10004,10292,2,1,3.389900000000001
14176,14464,1,2,3.389800000000008
4455,4743,1,2,3.389800000000001
15824,16112,1,2,3.3899000000000115
8627,8915,1,2,3.38982
1146,1434,2,1,3.389799999999994
12515,12803,1,2,3.389800000000001
5318,5606,1,2,3.3898999999999972
1751,2039,1,2,3.389800000000008
16687,16975,1,2,3.3899000000000115
9206,9494,2,1,3.38983
11138,11426,2,1,3.389800000000001
13378,13666,1,2,3.389800000000001
7829,8117,2,1,3.38983
11717,12005,1,2,3.3898999999999972
2280,2568,2,1,3.389799999999994
15889,16177,2,1,3.389799999999994
6452,6740,1,2,3.389800000000001
10340,10628,2,1,3.3897999999999975
3143,3431,2,1,3.389799999999994
4791,5079,1,2,3.389800000000001
7031,7319,2,1,3.389900000000001
14512,14800,1,2,3.3898999999999972
8963,9251,2,1,3.38983
16418,16706,1,2,3.3899000000000115
1482,1770,1,2,3.389799999999994
15091,15379,2,1,3.389800000000008
12851,13139,1,2,3.3898999999999972
5654,5942,1,2,3.389800000000001
9542,9830,1,2,3.389800000000001
105,393,2,1,3.389799999999994
2345,2633,1,2,3.3898999999999972
3993,4281,1,2,3.389800000000001
13714,14002,1,2,3.3898999999999972
8165,8453,2,1,3.3898399999999995
684,972,1,2,3.389799999999994
12053,12341,1,2,3.389800000000001
4856,5144,1,2,3.389800000000001
16225,16513,2,1,3.389799999999994
12916,13204,1,2,3.3898999999999972
3195,3483,2,1,3.3898999999999972
7367,7655,2,1,3.389800000000001
11255,11543,2,1,3.389800000000001
5385,5673,1,2,3.3898999999999972
1818,2106,1,2,3.389800000000008
15427,15715,2,1,3.389799999999994
9557,9845,2,1,3.389800000000001
5990,6278,1,2,3.389800000000001
13445,13733,1,2,3.389800000000001
7896,8184,2,1,3.38983
4587,4875,1,2,3.389800000000001
15956,16244,2,1,3.389799999999994
1020,1308,1,2,3.389799999999994
8759,9047,2,1,3.3898399999999995
5192,5480,2,1,3.3898999999999972
12647,12935,1,2,3.389800000000001
9080,9368,1,2,3.38983
3210,3498,1,2,3.3898999999999972
16819,17107,2,1,3.389799999999994
7098,7386,2,1,3.389900000000001
13252,13540,2,1,3.389800000000001
11270,11558,1,2,3.389800000000001
15158,15446,2,1,3.389800000000008
5721,6009,1,2,3.389800000000001
9609,9897,1,2,3.389800000000001
4394,4682,2,1,3.389800000000001
2412,2700,1,2,3.3898999999999972
16021,16309,2,1,3.389799999999994
6300,6588,2,1,3.389900000000001
13781,14069,1,2,3.3898999999999972
10472,10760,1,2,3.389800000000001
14360,14648,2,1,3.389800000000008
1035,1323,2,1,3.389799999999994
4923,5211,2,1,3.389800000000001
16292,16580,2,1,3.389799999999994
1614,1902,1,2,3.389799999999994
12983,13271,2,1,3.389800000000001
7434,7722,2,1,3.389800000000001
9674,9962,1,2,3.389800000000001
237,525,2,1,3.389799999999994
11606,11894,1,2,3.3898999999999972
4125,4413,2,1,3.3898999999999972
15494,15782,2,1,3.389799999999994
8297,8585,2,1,3.3898399999999995
12185,12473,2,1,3.389800000000001
2748,3036,1,2,3.389800000000008
16357,16645,2,1,3.389799999999994
6636,6924,1,2,3.3897999999999975
4654,4942,2,1,3.389800000000001
1087,1375,1,2,3.389799999999994
14696,14984,1,2,3.389799999999994
10808,11096,1,2,3.389900000000001
5259,5547,2,1,3.3898999999999972
12714,13002,2,1,3.3898999999999972
7499,7787,1,2,3.3898200000000003
9147,9435,1,2,3.38983
16886,17174,2,1,3.389799999999994
13319,13607,1,2,3.389800000000001
1950,2238,1,2,3.389800000000008
5838,6126,1,2,3.389800000000001
10010,10298,1,2,3.389900000000001
4461,4749,1,2,3.389800000000001
2479,2767,1,2,3.3898999999999972
16088,16376,2,1,3.389799999999994
1152,1440,2,1,3.389799999999994
12521,12809,1,2,3.389800000000001
10539,10827,1,2,3.389800000000001
14711,14999,2,1,3.389799999999994
3663,3951,1,2,3.389800000000001
1681,1969,1,2,3.389799999999994
7835,8123,2,1,3.38983
13050,13338,2,1,3.389800000000001
5853,6141,2,1,3.389800000000001
9741,10029,1,2,3.389800000000001
13913,14201,2,1,3.389799999999994
4192,4480,2,1,3.3898999999999972
15561,15849,1,2,3.3899000000000115
8364,8652,1,2,3.38982
883,1171,2,1,3.389799999999994
12252,12540,2,1,3.389800000000001
