component_index,n_atoms,n_edges,is_tree,n_B,n_N,n_degree_1,n_degree_2,n_degree_other,minimum_atom_id,maximum_atom_id,center_x_A,center_y_A,center_z_A,center_r_A,center_phi_rad,minimum_z_A,maximum_z_A,z_span_A
110,60,59,True,30,30,2,58,0,110,17102,-86.33689999999997,-7.553499999999989,5.447494307494102e-15,86.66669293252163,-3.05432619092078,-100.0,100.0,200.0
111,60,59,True,30,30,2,58,0,111,17103,-85.35000000000004,-15.049499999999991,5.447494307494102e-15,86.6666599693908,-2.967059817062467,-100.0,100.0,200.0
112,60,59,True,30,30,2,58,0,112,17104,-83.71360000000003,-22.431000000000022,5.447494307494102e-15,86.6666982523276,-2.8797931712284197,-100.0,100.0,200.0
113,60,59,True,30,30,2,58,0,113,17105,-81.43999999999998,-29.641699999999965,5.447494307494102e-15,86.66662551922738,-2.792527192209106,-100.0,100.0,200.0
114,60,59,True,30,30,2,58,0,114,17106,-78.54669999999994,-36.6269,5.447494307494102e-15,86.66668266698565,-2.7052606306041054,-100.0,100.0,200.0
115,60,59,True,30,30,2,58,0,115,17107,-75.05549999999998,-43.33329999999996,5.447494307494102e-15,86.66661969374364,-2.6179940091860403,-100.0,100.0,200.0
116,60,59,True,30,30,2,58,0,116,17108,-70.99319999999992,-49.71000000000003,5.447494307494102e-15,86.66670956163036,-2.530727167771338,-100.0,100.0,200.0
117,60,59,True,30,30,2,58,0,117,17109,-66.39049999999999,-55.708299999999916,5.447494307494102e-15,86.66667859760169,-2.4434604583723902,-100.0,100.0,200.0
118,60,59,True,30,30,2,58,0,118,17110,-61.2826,-61.2826,5.447494307494102e-15,86.66668405748544,-2.356194490192345,-100.0,100.0,200.0
119,60,59,True,30,30,2,58,0,119,17111,-55.708299999999916,-66.39049999999999,5.447494307494102e-15,86.66667859760169,-2.2689285220122994,-100.0,100.0,200.0
120,60,59,True,30,30,2,58,0,120,17112,-49.71000000000003,-70.99319999999992,5.447494307494102e-15,86.66670956163036,-2.1816618126133522,-100.0,100.0,200.0
121,60,59,True,30,30,2,58,0,121,17113,-43.33329999999996,-75.05549999999998,5.447494307494102e-15,86.66661969374364,-2.09439497119865,-100.0,100.0,200.0
122,60,59,True,30,30,2,58,0,122,17114,-36.6269,-78.54669999999994,5.447494307494102e-15,86.66668266698565,-2.0071283497805843,-100.0,100.0,200.0
