component_index,atom_id,atom_type,element,degree,x_A,y_A,z_A
42,16746,2,N,2,-63.4415,-29.5833,96.6102
42,17034,1,B,1,-63.4415,-29.5833,100.0
43,43,1,B,1,-60.6218,-35.0,-100.0
43,331,2,N,2,-60.6218,-35.0,-96.6102
43,619,1,B,2,-60.6218,-35.0,-93.2203
43,907,2,N,2,-60.6218,-35.0,-89.8305
43,1195,1,B,2,-60.6218,-35.0,-86.4407
43,1483,2,N,2,-60.6218,-35.0,-83.0508
43,1771,1,B,2,-60.6218,-35.0,-79.661
43,2059,2,N,2,-60.6218,-35.0,-76.2712
43,2347,1,B,2,-60.6218,-35.0,-72.8814
43,2635,2,N,2,-60.6218,-35.0,-69.4915
43,2923,1,B,2,-60.6218,-35.0,-66.1017
43,3211,2,N,2,-60.6218,-35.0,-62.7119
43,3499,1,B,2,-60.6218,-35.0,-59.322
43,3787,2,N,2,-60.6218,-35.0,-55.9322
43,4075,1,B,2,-60.6218,-35.0,-52.5424
43,4363,2,N,2,-60.6218,-35.0,-49.1525
43,4651,1,B,2,-60.6218,-35.0,-45.7627
43,4939,2,N,2,-60.6218,-35.0,-42.3729
43,5227,1,B,2,-60.6218,-35.0,-38.9831
43,5515,2,N,2,-60.6218,-35.0,-35.5932
43,5803,1,B,2,-60.6218,-35.0,-32.2034
43,6091,2,N,2,-60.6218,-35.0,-28.8136
43,6379,1,B,2,-60.6218,-35.0,-25.4237
43,6667,2,N,2,-60.6218,-35.0,-22.0339
43,6955,1,B,2,-60.6218,-35.0,-18.6441
43,7243,2,N,2,-60.6218,-35.0,-15.2542
43,7531,1,B,2,-60.6218,-35.0,-11.8644
43,7819,2,N,2,-60.6218,-35.0,-8.47458
43,8107,1,B,2,-60.6218,-35.0,-5.08475
43,8395,2,N,2,-60.6218,-35.0,-1.69491
43,8683,1,B,2,-60.6218,-35.0,1.69491
43,8971,2,N,2,-60.6218,-35.0,5.08475
43,9259,1,B,2,-60.6218,-35.0,8.47458
43,9547,2,N,2,-60.6218,-35.0,11.8644
43,9835,1,B,2,-60.6218,-35.0,15.2542
43,10123,2,N,2,-60.6218,-35.0,18.6441
43,10411,1,B,2,-60.6218,-35.0,22.0339
43,10699,2,N,2,-60.6218,-35.0,25.4237
43,10987,1,B,2,-60.6218,-35.0,28.8136
43,11275,2,N,2,-60.6218,-35.0,32.2034
43,11563,1,B,2,-60.6218,-35.0,35.5932
43,11851,2,N,2,-60.6218,-35.0,38.9831
43,12139,1,B,2,-60.6218,-35.0,42.3729
43,12427,2,N,2,-60.6218,-35.0,45.7627
43,12715,1,B,2,-60.6218,-35.0,49.1525
43,13003,2,N,2,-60.6218,-35.0,52.5424
43,13291,1,B,2,-60.6218,-35.0,55.9322
43,13579,2,N,2,-60.6218,-35.0,59.322
43,13867,1,B,2,-60.6218,-35.0,62.7119
43,14155,2,N,2,-60.6218,-35.0,66.1017
43,14443,1,B,2,-60.6218,-35.0,69.4915
43,14731,2,N,2,-60.6218,-35.0,72.8814
43,15019,1,B,2,-60.6218,-35.0,76.2712
43,15307,2,N,2,-60.6218,-35.0,79.661
43,15595,1,B,2,-60.6218,-35.0,83.0508
43,15883,2,N,2,-60.6218,-35.0,86.4407
43,16171,1,B,2,-60.6218,-35.0,89.8305
43,16459,2,N,2,-60.6218,-35.0,93.2203
43,16747,1,B,2,-60.6218,-35.0,96.6102
43,17035,2,N,1,-60.6218,-35.0,100.0
44,44,2,N,1,-57.3406,-40.1504,-100.0
44,332,1,B,2,-57.3406,-40.1504,-96.6102
44,620,2,N,2,-57.3406,-40.1504,-93.2203
44,908,1,B,2,-57.3406,-40.1504,-89.8305
44,1196,2,N,2,-57.3406,-40.1504,-86.4407
44,1484,1,B,2,-57.3406,-40.1504,-83.0508
44,1772,2,N,2,-57.3406,-40.1504,-79.661
44,2060,1,B,2,-57.3406,-40.1504,-76.2712
44,2348,2,N,2,-57.3406,-40.1504,-72.8814
44,2636,1,B,2,-57.3406,-40.1504,-69.4915
44,2924,2,N,2,-57.3406,-40.1504,-66.1017
44,3212,1,B,2,-57.3406,-40.1504,-62.7119
44,3500,2,N,2,-57.3406,-40.1504,-59.322
44,3788,1,B,2,-57.3406,-40.1504,-55.9322
44,4076,2,N,2,-57.3406,-40.1504,-52.5424
44,4364,1,B,2,-57.3406,-40.1504,-49.1525
44,4652,2,N,2,-57.3406,-40.1504,-45.7627
44,4940,1,B,2,-57.3406,-40.1504,-42.3729
44,5228,2,N,2,-57.3406,-40.1504,-38.9831
44,5516,1,B,2,-57.3406,-40.1504,-35.5932
44,5804,2,N,2,-57.3406,-40.1504,-32.2034
44,6092,1,B,2,-57.3406,-40.1504,-28.8136
44,6380,2,N,2,-57.3406,-40.1504,-25.4237
44,6668,1,B,2,-57.3406,-40.1504,-22.0339
44,6956,2,N,2,-57.3406,-40.1504,-18.6441
44,7244,1,B,2,-57.3406,-40.1504,-15.2542
44,7532,2,N,2,-57.3406,-40.1504,-11.8644
44,7820,1,B,2,-57.3406,-40.1504,-8.47458
44,8108,2,N,2,-57.3406,-40.1504,-5.08475
44,8396,1,B,2,-57.3406,-40.1504,-1.69491
44,8684,2,N,2,-57.3406,-40.1504,1.69491
44,8972,1,B,2,-57.3406,-40.1504,5.08475
44,9260,2,N,2,-57.3406,-40.1504,8.47458
44,9548,1,B,2,-57.3406,-40.1504,11.8644
44,9836,2,N,2,-57.3406,-40.1504,15.2542
44,10124,1,B,2,-57.3406,-40.1504,18.6441
44,10412,2,N,2,-57.3406,-40.1504,22.0339
44,10700,1,B,2,-57.3406,-40.1504,25.4237
44,10988,2,N,2,-57.3406,-40.1504,28.8136
44,11276,1,B,2,-57.3406,-40.1504,32.2034
44,11564,2,N,2,-57.3406,-40.1504,35.5932
44,11852,1,B,2,-57.3406,-40.1504,38.9831
44,12140,2,N,2,-57.3406,-40.1504,42.3729
44,12428,1,B,2,-57.3406,-40.1504,45.7627
44,12716,2,N,2,-57.3406,-40.1504,49.1525
44,13004,1,B,2,-57.3406,-40.1504,52.5424
44,13292,2,N,2,-57.3406,-40.1504,55.9322
44,13580,1,B,2,-57.3406,-40.1504,59.322
44,13868,2,N,2,-57.3406,-40.1504,62.7119
44,14156,1,B,2,-57.3406,-40.1504,66.1017
44,14444,2,N,2,-57.3406,-40.1504,69.4915
44,14732,1,B,2,-57.3406,-40.1504,72.8814
44,15020,2,N,2,-57.3406,-40.1504,76.2712
44,15308,1,B,2,-57.3406,-40.1504,79.661
44,15596,2,N,2,-57.3406,-40.1504,83.0508
44,15884,1,B,2,-57.3406,-40.1504,86.4407
44,16172,2,N,2,-57.3406,-40.1504,89.8305
44,16460,1,B,2,-57.3406,-40.1504,93.2203
44,16748,2,N,2,-57.3406,-40.1504,96.6102
44,17036,1,B,1,-57.3406,-40.1504,100.0
45,45,1,B,1,-53.6231,-44.9951,-100.0
45,333,2,N,2,-53.6231,-44.9951,-96.6102
45,621,1,B,2,-53.6231,-44.9951,-93.2203
45,909,2,N,2,-53.6231,-44.9951,-89.8305
45,1197,1,B,2,-53.6231,-44.9951,-86.4407
45,1485,2,N,2,-53.6231,-44.9951,-83.0508
45,1773,1,B,2,-53.6231,-44.9951,-79.661
45,2061,2,N,2,-53.6231,-44.9951,-76.2712
45,2349,1,B,2,-53.6231,-44.9951,-72.8814
45,2637,2,N,2,-53.6231,-44.9951,-69.4915
45,2925,1,B,2,-53.6231,-44.9951,-66.1017
45,3213,2,N,2,-53.6231,-44.9951,-62.7119
45,3501,1,B,2,-53.6231,-44.9951,-59.322
45,3789,2,N,2,-53.6231,-44.9951,-55.9322
45,4077,1,B,2,-53.6231,-44.9951,-52.5424
45,4365,2,N,2,-53.6231,-44.9951,-49.1525
45,4653,1,B,2,-53.6231,-44.9951,-45.7627
45,4941,2,N,2,-53.6231,-44.9951,-42.3729
45,5229,1,B,2,-53.6231,-44.9951,-38.9831
45,5517,2,N,2,-53.6231,-44.9951,-35.5932
45,5805,1,B,2,-53.6231,-44.9951,-32.2034
45,6093,2,N,2,-53.6231,-44.9951,-28.8136
45,6381,1,B,2,-53.6231,-44.9951,-25.4237
45,6669,2,N,2,-53.6231,-44.9951,-22.0339
45,6957,1,B,2,-53.6231,-44.9951,-18.6441
45,7245,2,N,2,-53.6231,-44.9951,-15.2542
45,7533,1,B,2,-53.6231,-44.9951,-11.8644
45,7821,2,N,2,-53.6231,-44.9951,-8.47458
45,8109,1,B,2,-53.6231,-44.9951,-5.08475
45,8397,2,N,2,-53.6231,-44.9951,-1.69491
45,8685,1,B,2,-53.6231,-44.9951,1.69491
45,8973,2,N,2,-53.6231,-44.9951,5.08475
45,9261,1,B,2,-53.6231,-44.9951,8.47458
45,9549,2,N,2,-53.6231,-44.9951,11.8644
45,9837,1,B,2,-53.6231,-44.9951,15.2542
45,10125,2,N,2,-53.6231,-44.9951,18.6441
45,10413,1,B,2,-53.6231,-44.9951,22.0339
45,10701,2,N,2,-53.6231,-44.9951,25.4237
45,10989,1,B,2,-53.6231,-44.9951,28.8136
45,11277,2,N,2,-53.6231,-44.9951,32.2034
45,11565,1,B,2,-53.6231,-44.9951,35.5932
45,11853,2,N,2,-53.6231,-44.9951,38.9831
45,12141,1,B,2,-53.6231,-44.9951,42.3729
45,12429,2,N,2,-53.6231,-44.9951,45.7627
45,12717,1,B,2,-53.6231,-44.9951,49.1525
45,13005,2,N,2,-53.6231,-44.9951,52.5424
45,13293,1,B,2,-53.6231,-44.9951,55.9322
45,13581,2,N,2,-53.6231,-44.9951,59.322
45,13869,1,B,2,-53.6231,-44.9951,62.7119
45,14157,2,N,2,-53.6231,-44.9951,66.1017
45,14445,1,B,2,-53.6231,-44.9951,69.4915
45,14733,2,N,2,-53.6231,-44.9951,72.8814
45,15021,1,B,2,-53.6231,-44.9951,76.2712
45,15309,2,N,2,-53.6231,-44.9951,79.661
45,15597,1,B,2,-53.6231,-44.9951,83.0508
45,15885,2,N,2,-53.6231,-44.9951,86.4407
45,16173,1,B,2,-53.6231,-44.9951,89.8305
45,16461,2,N,2,-53.6231,-44.9951,93.2203
45,16749,1,B,2,-53.6231,-44.9951,96.6102
45,17037,2,N,1,-53.6231,-44.9951,100.0
46,46,2,N,1,-49.4975,-49.4975,-100.0
46,334,1,B,2,-49.4975,-49.4975,-96.6102
46,622,2,N,2,-49.4975,-49.4975,-93.2203
46,910,1,B,2,-49.4975,-49.4975,-89.8305
46,1198,2,N,2,-49.4975,-49.4975,-86.4407
46,1486,1,B,2,-49.4975,-49.4975,-83.0508
46,1774,2,N,2,-49.4975,-49.4975,-79.661
46,2062,1,B,2,-49.4975,-49.4975,-76.2712
46,2350,2,N,2,-49.4975,-49.4975,-72.8814
46,2638,1,B,2,-49.4975,-49.4975,-69.4915
46,2926,2,N,2,-49.4975,-49.4975,-66.1017
46,3214,1,B,2,-49.4975,-49.4975,-62.7119
46,3502,2,N,2,-49.4975,-49.4975,-59.322
46,3790,1,B,2,-49.4975,-49.4975,-55.9322
46,4078,2,N,2,-49.4975,-49.4975,-52.5424
46,4366,1,B,2,-49.4975,-49.4975,-49.1525
46,4654,2,N,2,-49.4975,-49.4975,-45.7627
46,4942,1,B,2,-49.4975,-49.4975,-42.3729
46,5230,2,N,2,-49.4975,-49.4975,-38.9831
46,5518,1,B,2,-49.4975,-49.4975,-35.5932
46,5806,2,N,2,-49.4975,-49.4975,-32.2034
46,6094,1,B,2,-49.4975,-49.4975,-28.8136
46,6382,2,N,2,-49.4975,-49.4975,-25.4237
46,6670,1,B,2,-49.4975,-49.4975,-22.0339
46,6958,2,N,2,-49.4975,-49.4975,-18.6441
46,7246,1,B,2,-49.4975,-49.4975,-15.2542
46,7534,2,N,2,-49.4975,-49.4975,-11.8644
46,7822,1,B,2,-49.4975,-49.4975,-8.47458
46,8110,2,N,2,-49.4975,-49.4975,-5.08475
46,8398,1,B,2,-49.4975,-49.4975,-1.69491
46,8686,2,N,2,-49.4975,-49.4975,1.69491
46,8974,1,B,2,-49.4975,-49.4975,5.08475
46,9262,2,N,2,-49.4975,-49.4975,8.47458
46,9550,1,B,2,-49.4975,-49.4975,11.8644
46,9838,2,N,2,-49.4975,-49.4975,15.2542
46,10126,1,B,2,-49.4975,-49.4975,18.6441
46,10414,2,N,2,-49.4975,-49.4975,22.0339
46,10702,1,B,2,-49.4975,-49.4975,25.4237
46,10990,2,N,2,-49.4975,-49.4975,28.8136
46,11278,1,B,2,-49.4975,-49.4975,32.2034
46,11566,2,N,2,-49.4975,-49.4975,35.5932
46,11854,1,B,2,-49.4975,-49.4975,38.9831
46,12142,2,N,2,-49.4975,-49.4975,42.3729
46,12430,1,B,2,-49.4975,-49.4975,45.7627
46,12718,2,N,2,-49.4975,-49.4975,49.1525
46,13006,1,B,2,-49.4975,-49.4975,52.5424
46,13294,2,N,2,-49.4975,-49.4975,55.9322
46,13582,1,B,2,-49.4975,-49.4975,59.322
46,13870,2,N,2,-49.4975,-49.4975,62.7119
46,14158,1,B,2,-49.4975,-49.4975,66.1017
46,14446,2,N,2,-49.4975,-49.4975,69.4915
46,14734,1,B,2,-49.4975,-49.4975,72.8814
46,15022,2,N,2,-49.4975,-49.4975,76.2712
46,15310,1,B,2,-49.4975,-49.4975,79.661
46,15598,2,N,2,-49.4975,-49.4975,83.0508
46,15886,1,B,2,-49.4975,-49.4975,86.4407
46,16174,2,N,2,-49.4975,-49.4975,89.8305
46,16462,1,B,2,-49.4975,-49.4975,93.2203
46,16750,2,N,2,-49.4975,-49.4975,96.6102
46,17038,1,B,1,-49.4975,-49.4975,100.0
47,47,1,B,1,-44.9951,-53.6231,-100.0
47,335,2,N,2,-44.9951,-53.6231,-96.6102
47,623,1,B,2,-44.9951,-53.6231,-93.2203
47,911,2,N,2,-44.9951,-53.6231,-89.8305
47,1199,1,B,2,-44.9951,-53.6231,-86.4407
47,1487,2,N,2,-44.9951,-53.6231,-83.0508
47,1775,1,B,2,-44.9951,-53.6231,-79.661
47,2063,2,N,2,-44.9951,-53.6231,-76.2712
47,2351,1,B,2,-44.9951,-53.6231,-72.8814
47,2639,2,N,2,-44.9951,-53.6231,-69.4915
47,2927,1,B,2,-44.9951,-53.6231,-66.1017
47,3215,2,N,2,-44.9951,-53.6231,-62.7119
47,3503,1,B,2,-44.9951,-53.6231,-59.322
47,3791,2,N,2,-44.9951,-53.6231,-55.9322
47,4079,1,B,2,-44.9951,-53.6231,-52.5424
47,4367,2,N,2,-44.9951,-53.6231,-49.1525
47,4655,1,B,2,-44.9951,-53.6231,-45.7627
47,4943,2,N,2,-44.9951,-53.6231,-42.3729
47,5231,1,B,2,-44.9951,-53.6231,-38.9831
47,5519,2,N,2,-44.9951,-53.6231,-35.5932
47,5807,1,B,2,-44.9951,-53.6231,-32.2034
47,6095,2,N,2,-44.9951,-53.6231,-28.8136
47,6383,1,B,2,-44.9951,-53.6231,-25.4237
47,6671,2,N,2,-44.9951,-53.6231,-22.0339
47,6959,1,B,2,-44.9951,-53.6231,-18.6441
47,7247,2,N,2,-44.9951,-53.6231,-15.2542
47,7535,1,B,2,-44.9951,-53.6231,-11.8644
47,7823,2,N,2,-44.9951,-53.6231,-8.47458
47,8111,1,B,2,-44.9951,-53.6231,-5.08475
47,8399,2,N,2,-44.9951,-53.6231,-1.69491
47,8687,1,B,2,-44.9951,-53.6231,1.69491
47,8975,2,N,2,-44.9951,-53.6231,5.08475
47,9263,1,B,2,-44.9951,-53.6231,8.47458
47,9551,2,N,2,-44.9951,-53.6231,11.8644
47,9839,1,B,2,-44.9951,-53.6231,15.2542
47,10127,2,N,2,-44.9951,-53.6231,18.6441
47,10415,1,B,2,-44.9951,-53.6231,22.0339
47,10703,2,N,2,-44.9951,-53.6231,25.4237
47,10991,1,B,2,-44.9951,-53.6231,28.8136
47,11279,2,N,2,-44.9951,-53.6231,32.2034
47,11567,1,B,2,-44.9951,-53.6231,35.5932
47,11855,2,N,2,-44.9951,-53.6231,38.9831
47,12143,1,B,2,-44.9951,-53.6231,42.3729
47,12431,2,N,2,-44.9951,-53.6231,45.7627
47,12719,1,B,2,-44.9951,-53.6231,49.1525
47,13007,2,N,2,-44.9951,-53.6231,52.5424
47,13295,1,B,2,-44.9951,-53.6231,55.9322
47,13583,2,N,2,-44.9951,-53.6231,59.322
47,13871,1,B,2,-44.9951,-53.6231,62.7119
47,14159,2,N,2,-44.9951,-53.6231,66.1017
47,14447,1,B,2,-44.9951,-53.6231,69.4915
47,14735,2,N,2,-44.9951,-53.6231,72.8814
47,15023,1,B,2,-44.9951,-53.6231,76.2712
47,15311,2,N,2,-44.9951,-53.6231,79.661
47,15599,1,B,2,-44.9951,-53.6231,83.0508
47,15887,2,N,2,-44.9951,-53.6231,86.4407
47,16175,1,B,2,-44.9951,-53.6231,89.8305
47,16463,2,N,2,-44.9951,-53.6231,93.2203
47,16751,1,B,2,-44.9951,-53.6231,96.6102
47,17039,2,N,1,-44.9951,-53.6231,100.0
48,48,2,N,1,-40.1504,-57.3406,-100.0
48,336,1,B,2,-40.1504,-57.3406,-96.6102
48,624,2,N,2,-40.1504,-57.3406,-93.2203
48,912,1,B,2,-40.1504,-57.3406,-89.8305
48,1200,2,N,2,-40.1504,-57.3406,-86.4407
48,1488,1,B,2,-40.1504,-57.3406,-83.0508
48,1776,2,N,2,-40.1504,-57.3406,-79.661
48,2064,1,B,2,-40.1504,-57.3406,-76.2712
48,2352,2,N,2,-40.1504,-57.3406,-72.8814
48,2640,1,B,2,-40.1504,-57.3406,-69.4915
48,2928,2,N,2,-40.1504,-57.3406,-66.1017
48,3216,1,B,2,-40.1504,-57.3406,-62.7119
48,3504,2,N,2,-40.1504,-57.3406,-59.322
48,3792,1,B,2,-40.1504,-57.3406,-55.9322
48,4080,2,N,2,-40.1504,-57.3406,-52.5424
48,4368,1,B,2,-40.1504,-57.3406,-49.1525
48,4656,2,N,2,-40.1504,-57.3406,-45.7627
48,4944,1,B,2,-40.1504,-57.3406,-42.3729
48,5232,2,N,2,-40.1504,-57.3406,-38.9831
48,5520,1,B,2,-40.1504,-57.3406,-35.5932
48,5808,2,N,2,-40.1504,-57.3406,-32.2034
48,6096,1,B,2,-40.1504,-57.3406,-28.8136
48,6384,2,N,2,-40.1504,-57.3406,-25.4237
48,6672,1,B,2,-40.1504,-57.3406,-22.0339
48,6960,2,N,2,-40.1504,-57.3406,-18.6441
48,7248,1,B,2,-40.1504,-57.3406,-15.2542
48,7536,2,N,2,-40.1504,-57.3406,-11.8644
48,7824,1,B,2,-40.1504,-57.3406,-8.47458
48,8112,2,N,2,-40.1504,-57.3406,-5.08475
48,8400,1,B,2,-40.1504,-57.3406,-1.69491
48,8688,2,N,2,-40.1504,-57.3406,1.69491
48,8976,1,B,2,-40.1504,-57.3406,5.08475
48,9264,2,N,2,-40.1504,-57.3406,8.47458
48,9552,1,B,2,-40.1504,-57.3406,11.8644
48,9840,2,N,2,-40.1504,-57.3406,15.2542
48,10128,1,B,2,-40.1504,-57.3406,18.6441
48,10416,2,N,2,-40.1504,-57.3406,22.0339
48,10704,1,B,2,-40.1504,-57.3406,25.4237
48,10992,2,N,2,-40.1504,-57.3406,28.8136
48,11280,1,B,2,-40.1504,-57.3406,32.2034
48,11568,2,N,2,-40.1504,-57.3406,35.5932
48,11856,1,B,2,-40.1504,-57.3406,38.9831
48,12144,2,N,2,-40.1504,-57.3406,42.3729
48,12432,1,B,2,-40.1504,-57.3406,45.7627
48,12720,2,N,2,-40.1504,-57.3406,49.1525
48,13008,1,B,2,-40.1504,-57.3406,52.5424
48,13296,2,N,2,-40.1504,-57.3406,55.9322
48,13584,1,B,2,-40.1504,-57.3406,59.322
48,13872,2,N,2,-40.1504,-57.3406,62.7119
48,14160,1,B,2,-40.1504,-57.3406,66.1017
48,14448,2,N,2,-40.1504,-57.3406,69.4915
48,14736,1,B,2,-40.1504,-57.3406,72.8814
48,15024,2,N,2,-40.1504,-57.3406,76.2712
48,15312,1,B,2,-40.1504,-57.3406,79.661
48,15600,2,N,2,-40.1504,-57.3406,83.0508
48,15888,1,B,2,-40.1504,-57.3406,86.4407
48,16176,2,N,2,-40.1504,-57.3406,89.8305
48,16464,1,B,2,-40.1504,-57.3406,93.2203
48,16752,2,N,2,-40.1504,-57.3406,96.6102
48,17040,1,B,1,-40.1504,-57.3406,100.0
49,49,1,B,1,-35.0,-60.6218,-100.0
49,337,2,N,2,-35.0,-60.6218,-96.6102
49,625,1,B,2,-35.0,-60.6218,-93.2203
49,913,2,N,2,-35.0,-60.6218,-89.8305
49,1201,1,B,2,-35.0,-60.6218,-86.4407
49,1489,2,N,2,-35.0,-60.6218,-83.0508
49,1777,1,B,2,-35.0,-60.6218,-79.661
49,2065,2,N,2,-35.0,-60.6218,-76.2712
49,2353,1,B,2,-35.0,-60.6218,-72.8814
49,2641,2,N,2,-35.0,-60.6218,-69.4915
49,2929,1,B,2,-35.0,-60.6218,-66.1017
49,3217,2,N,2,-35.0,-60.6218,-62.7119
49,3505,1,B,2,-35.0,-60.6218,-59.322
49,3793,2,N,2,-35.0,-60.6218,-55.9322
49,4081,1,B,2,-35.0,-60.6218,-52.5424
49,4369,2,N,2,-35.0,-60.6218,-49.1525
49,4657,1,B,2,-35.0,-60.6218,-45.7627
49,4945,2,N,2,-35.0,-60.6218,-42.3729
49,5233,1,B,2,-35.0,-60.6218,-38.9831
49,5521,2,N,2,-35.0,-60.6218,-35.5932
49,5809,1,B,2,-35.0,-60.6218,-32.2034
49,6097,2,N,2,-35.0,-60.6218,-28.8136
49,6385,1,B,2,-35.0,-60.6218,-25.4237
49,6673,2,N,2,-35.0,-60.6218,-22.0339
49,6961,1,B,2,-35.0,-60.6218,-18.6441
49,7249,2,N,2,-35.0,-60.6218,-15.2542
49,7537,1,B,2,-35.0,-60.6218,-11.8644
49,7825,2,N,2,-35.0,-60.6218,-8.47458
49,8113,1,B,2,-35.0,-60.6218,-5.08475
49,8401,2,N,2,-35.0,-60.6218,-1.69491
49,8689,1,B,2,-35.0,-60.6218,1.69491
49,8977,2,N,2,-35.0,-60.6218,5.08475
49,9265,1,B,2,-35.0,-60.6218,8.47458
49,9553,2,N,2,-35.0,-60.6218,11.8644
49,9841,1,B,2,-35.0,-60.6218,15.2542
49,10129,2,N,2,-35.0,-60.6218,18.6441
49,10417,1,B,2,-35.0,-60.6218,22.0339
49,10705,2,N,2,-35.0,-60.6218,25.4237
49,10993,1,B,2,-35.0,-60.6218,28.8136
49,11281,2,N,2,-35.0,-60.6218,32.2034
49,11569,1,B,2,-35.0,-60.6218,35.5932
49,11857,2,N,2,-35.0,-60.6218,38.9831
49,12145,1,B,2,-35.0,-60.6218,42.3729
49,12433,2,N,2,-35.0,-60.6218,45.7627
49,12721,1,B,2,-35.0,-60.6218,49.1525
49,13009,2,N,2,-35.0,-60.6218,52.5424
49,13297,1,B,2,-35.0,-60.6218,55.9322
49,13585,2,N,2,-35.0,-60.6218,59.322
49,13873,1,B,2,-35.0,-60.6218,62.7119
49,14161,2,N,2,-35.0,-60.6218,66.1017
49,14449,1,B,2,-35.0,-60.6218,69.4915
49,14737,2,N,2,-35.0,-60.6218,72.8814
49,15025,1,B,2,-35.0,-60.6218,76.2712
49,15313,2,N,2,-35.0,-60.6218,79.661
49,15601,1,B,2,-35.0,-60.6218,83.0508
49,15889,2,N,2,-35.0,-60.6218,86.4407
49,16177,1,B,2,-35.0,-60.6218,89.8305
49,16465,2,N,2,-35.0,-60.6218,93.2203
49,16753,1,B,2,-35.0,-60.6218,96.6102
49,17041,2,N,1,-35.0,-60.6218,100.0
50,50,2,N,1,-29.5833,-63.4415,-100.0
50,338,1,B,2,-29.5833,-63.4415,-96.6102
50,626,2,N,2,-29.5833,-63.4415,-93.2203
50,914,1,B,2,-29.5833,-63.4415,-89.8305
50,1202,2,N,2,-29.5833,-63.4415,-86.4407
50,1490,1,B,2,-29.5833,-63.4415,-83.0508
50,1778,2,N,2,-29.5833,-63.4415,-79.661
50,2066,1,B,2,-29.5833,-63.4415,-76.2712
50,2354,2,N,2,-29.5833,-63.4415,-72.8814
50,2642,1,B,2,-29.5833,-63.4415,-69.4915
50,2930,2,N,2,-29.5833,-63.4415,-66.1017
50,3218,1,B,2,-29.5833,-63.4415,-62.7119
50,3506,2,N,2,-29.5833,-63.4415,-59.322
50,3794,1,B,2,-29.5833,-63.4415,-55.9322
50,4082,2,N,2,-29.5833,-63.4415,-52.5424
50,4370,1,B,2,-29.5833,-63.4415,-49.1525
50,4658,2,N,2,-29.5833,-63.4415,-45.7627
50,4946,1,B,2,-29.5833,-63.4415,-42.3729
50,5234,2,N,2,-29.5833,-63.4415,-38.9831
50,5522,1,B,2,-29.5833,-63.4415,-35.5932
50,5810,2,N,2,-29.5833,-63.4415,-32.2034
50,6098,1,B,2,-29.5833,-63.4415,-28.8136
50,6386,2,N,2,-29.5833,-63.4415,-25.4237
50,6674,1,B,2,-29.5833,-63.4415,-22.0339
50,6962,2,N,2,-29.5833,-63.4415,-18.6441
50,7250,1,B,2,-29.5833,-63.4415,-15.2542
50,7538,2,N,2,-29.5833,-63.4415,-11.8644
50,7826,1,B,2,-29.5833,-63.4415,-8.47458
50,8114,2,N,2,-29.5833,-63.4415,-5.08475
50,8402,1,B,2,-29.5833,-63.4415,-1.69491
50,8690,2,N,2,-29.5833,-63.4415,1.69491
50,8978,1,B,2,-29.5833,-63.4415,5.08475
50,9266,2,N,2,-29.5833,-63.4415,8.47458
50,9554,1,B,2,-29.5833,-63.4415,11.8644
50,9842,2,N,2,-29.5833,-63.4415,15.2542
50,10130,1,B,2,-29.5833,-63.4415,18.6441
50,10418,2,N,2,-29.5833,-63.4415,22.0339
50,10706,1,B,2,-29.5833,-63.4415,25.4237
50,10994,2,N,2,-29.5833,-63.4415,28.8136
50,11282,1,B,2,-29.5833,-63.4415,32.2034
50,11570,2,N,2,-29.5833,-63.4415,35.5932
50,11858,1,B,2,-29.5833,-63.4415,38.9831
50,12146,2,N,2,-29.5833,-63.4415,42.3729
50,12434,1,B,2,-29.5833,-63.4415,45.7627
50,12722,2,N,2,-29.5833,-63.4415,49.1525
50,13010,1,B,2,-29.5833,-63.4415,52.5424
50,13298,2,N,2,-29.5833,-63.4415,55.9322
50,13586,1,B,2,-29.5833,-63.4415,59.322
50,13874,2,N,2,-29.5833,-63.4415,62.7119
50,14162,1,B,2,-29.5833,-63.4415,66.1017
50,14450,2,N,2,-29.5833,-63.4415,69.4915
50,14738,1,B,2,-29.5833,-63.4415,72.8814
50,15026,2,N,2,-29.5833,-63.4415,76.2712
50,15314,1,B,2,-29.5833,-63.4415,79.661
50,15602,2,N,2,-29.5833,-63.4415,83.0508
50,15890,1,B,2,-29.5833,-63.4415,86.4407
50,16178,2,N,2,-29.5833,-63.4415,89.8305
50,16466,1,B,2,-29.5833,-63.4415,93.2203
50,16754,2,N,2,-29.5833,-63.4415,96.6102
50,17042,1,B,1,-29.5833,-63.4415,100.0
51,51,1,B,1,-23.9414,-65.7785,-100.0
51,339,2,N,2,-23.9414,-65.7785,-96.6102
51,627,1,B,2,-23.9414,-65.7785,-93.2203
51,915,2,N,2,-23.9414,-65.7785,-89.8305
51,1203,1,B,2,-23.9414,-65.7785,-86.4407
51,1491,2,N,2,-23.9414,-65.7785,-83.0508
51,1779,1,B,2,-23.9414,-65.7785,-79.661
51,2067,2,N,2,-23.9414,-65.7785,-76.2712
51,2355,1,B,2,-23.9414,-65.7785,-72.8814
51,2643,2,N,2,-23.9414,-65.7785,-69.4915
51,2931,1,B,2,-23.9414,-65.7785,-66.1017
51,3219,2,N,2,-23.9414,-65.7785,-62.7119
51,3507,1,B,2,-23.9414,-65.7785,-59.322
51,3795,2,N,2,-23.9414,-65.7785,-55.9322
51,4083,1,B,2,-23.9414,-65.7785,-52.5424
