improper_count,top_one_percent_count,stage05_planarity_q99_deg,stage05_planarity_max_deg,stage06_planarity_q99_deg,stage06_planarity_max_deg,planarity_q99_increase_deg,planarity_max_increase_deg,stage06_equilibrium_q99_deg,stage06_equilibrium_max_deg,stage05_stage06_change_q99_deg,stage05_stage06_change_max_deg,top_one_percent_overlap,stage05_above_20_deg,stage06_above_20_deg,persistent_above_20_deg,newly_above_20_deg,recovered_below_20_deg,targeted_decision,authorized_next_step,long_mobile_production_authorized,review_reasons,blocked_reasons
1620,17,18.77758261707678,25.563918193409194,20.180283088085556,26.57479290049767,1.4027004710087745,1.010874707088476,18.874606232322428,28.718508371653456,23.46407649745853,31.80553882811293,1,7,18,1,17,6,PASS_WITH_MONITORING,25PS_EXTENDED_UNRESTRAINED_VALIDATION,False,,
