stage,structural_screen,harmless_epsilon_rf_matches,harmful_nonfinite_matches,serious_instability_matches,numeric_xvg_rows,numeric_xvg_nonfinite_values,HBN_incremental_rms_nm,HBN_incremental_q95_nm,HBN_incremental_q99_nm,HBN_incremental_max_nm,HBN_aligned_rms_nm,HBN_aligned_max_nm,HBN_atoms_above_0p10_nm,HBN_atoms_above_0p15_nm,HBN_bond_count,HBN_bond_length_mean_nm,HBN_bond_length_min_nm,HBN_bond_length_max_nm,HBN_bond_deviation_q95_nm,HBN_bond_deviation_q99_nm,HBN_bond_deviation_max_nm,HBN_stage_bond_change_q95_nm,HBN_stage_bond_change_max_nm,HBN_angle_count,HBN_angle_deviation_q95_deg,HBN_angle_deviation_q99_deg,HBN_angle_deviation_max_deg,HBN_stage_angle_change_q95_deg,HBN_stage_angle_change_max_deg,review_flags,blocked_reasons
06_nvt_unrestrained_10ps,STABLE_CANDIDATE,1,0,0,404,0,0.1262394974415128,0.15173330782693809,0.17401780380765047,0.27270680226206345,0.042920675506752846,0.24500338420238868,1424,99,2460,0.1467712660414803,0.13855323886506574,0.1550032257728851,0.005824340583056608,0.00746588050686631,0.009943225772885117,0.006484524507062501,0.012691364800221122,4860,2.0294680449746174,2.6231952431473213,4.639726364892596,2.828217790490712,5.743295849809172,,
