cluster_atom_index,original_atom_id,original_molecule_id,atom_type,element,x_A,y_A,z_A
1,9841,0,1,B,-35.0,-60.6218,15.2542
2,10128,0,1,B,-40.1504,-57.3406,18.6441
3,10129,0,2,N,-35.0,-60.6218,18.6441
4,10130,0,1,B,-29.5833,-63.4415,18.6441
5,10416,0,2,N,-40.1504,-57.3406,22.0339
6,10417,0,1,B,-35.0,-60.6218,22.0339
7,10418,0,2,N,-29.5833,-63.4415,22.0339
8,10705,0,2,N,-35.0,-60.6218,25.4237
9,107295,31008,5,X,-33.0,-57.1577,19.0
10,107296,31008,6,X,-33.0,-57.1577,21.0
